3	-1.123494375e+00
4	-1.234725685e+00
5	-1.294651662e+00
6	-1.347607166e+00
7	-1.353087878e+00
8	-1.337743214e+00
9	-1.368948962e+00
10	-1.381558257e+00
11	-1.427509282e+00
12	-1.408171223e+00
13	-1.501692528e+00
14	-1.416216657e+00
15	-1.398157423e+00
16	-1.612983572e+00
17	-1.262803769e+00
