2	-1.040540531e+00
3	-1.197008881e+00
4	-1.282348825e+00
5	-1.242535160e+00
6	-1.354720222e+00
7	-1.376037058e+00
8	-1.458530234e+00
9	-1.793030373e+00
10	-1.490076433e+00
11	-9.590901624e-01
12	-1.066794412e+00
13	-1.609689790e+00
14	-1.203206301e+00
15	-2.144233257e+00
16	-1.828822902e+00
17	-4.626816364e-02
18	-1.738865227e+00
19	-1.245174337e+00
20	-1.325112962e+00
21	-2.090931854e+00
22	-3.229145613e+00
23	-1.491027106e+00
24	1.275289014e+00
25	-1.190741575e+00
26	-2.645480781e+00
27	-3.011060009e+00
28	-7.733484450e-01
29	9.192518744e-01
30	-2.598112913e+00
31	-3.587915313e+00
32	-5.497032513e-01
33	-1.971891074e+00
34	4.688599945e-01
35	1.464334177e+00
36	7.199107750e-01
37	-5.275875677e+00
38	-6.616299248e+00
39	-2.630350020e+00
40	3.669063059e-01
41	3.353737922e+00
42	-1.792218047e+00
43	-3.044937005e+00
44	-2.188695829e-01
45	2.540740899e+00
46	-3.468379935e+00
47	-1.517271598e+01
48	-4.939734454e+00
