5	-3.436132302e-01
6	-3.903610640e-01
7	-4.097586080e-01
8	-4.303832036e-01
9	-4.342358135e-01
10	-4.476357375e-01
11	-4.361304340e-01
12	-4.495124845e-01
13	-4.555431834e-01
14	-4.298430757e-01
15	-4.400816316e-01
16	-4.309102447e-01
17	-4.706499223e-01
18	-4.305859819e-01
19	-4.686888615e-01
20	-4.246754198e-01
21	-4.686374276e-01
22	-4.928814326e-01
23	-5.251970048e-01
24	-5.275215024e-01
25	-4.786664472e-01
26	-5.022411893e-01
27	-4.893193127e-01
28	-5.778700985e-01
29	-4.971680442e-01
30	-4.532254634e-01
31	-4.804234204e-01
32	-4.300505521e-01
33	-4.833655573e-01
34	-5.743850819e-01
35	-5.353774794e-01
36	-4.364903261e-01
37	-5.415404027e-01
38	-5.200756920e-01
39	-4.462395311e-01
40	-4.637783323e-01
41	-4.830805900e-01
42	-3.814212858e-01
43	-4.070506394e-01
44	-4.361563529e-01
45	-4.384044271e-01
46	-5.277402202e-01
47	-4.454647497e-01
48	-5.447675188e-01
49	-3.821806600e-01
50	-4.976164399e-01
51	-4.135079753e-01
52	-5.352065596e-01
53	-3.360491951e-01
54	-4.355242750e-01
55	-5.201006865e-01
56	-3.553868622e-01
57	-5.604212288e-01
58	-4.946342776e-01
59	-6.805197603e-01
60	-6.067902914e-01
61	-7.295462966e-01
62	-5.597066207e-01
63	-5.597414791e-01
64	-6.581696736e-01
65	-5.448175305e-01
66	-4.813856578e-01
67	-3.301530005e-01
68	-2.719397962e-01
69	-3.093969384e-01
70	-2.081931892e-01
71	-3.958754630e-01
72	-4.441277140e-01
73	-2.638058966e-01
74	-4.957167492e-01
75	-4.596373623e-01
