3	6.315556979e-01
4	7.282118751e-01
5	7.813506948e-01
6	8.160353011e-01
7	8.407751191e-01
8	8.594331797e-01
9	8.740612378e-01
10	8.858648202e-01
11	8.956045189e-01
12	9.037864461e-01
13	9.107616511e-01
14	9.167818917e-01
15	9.220327453e-01
16	9.266542022e-01
17	9.307539568e-01
18	9.344162804e-01
19	9.377081040e-01
20	9.406832842e-01
21	9.433856644e-01
22	9.458513070e-01
23	9.481101650e-01
24	9.501873051e-01
25	9.521039016e-01
26	9.538779529e-01
27	9.555248196e-01
28	9.570577724e-01
29	9.584882641e-01
30	9.598262527e-01
31	9.610804710e-01
32	9.622585546e-01
33	9.633672465e-01
34	9.644125225e-01
35	9.653996804e-01
36	9.663334461e-01
37	9.672180447e-01
