N	x	y
1894	-41	-11
1895	39	-13
1896	-33	16
1897	38	-16
1898	44	1
1899	-5	42
1900	1	-35
1901	-42	9
1902	18	22
1903	26	-25
1904	-41	-11
1905	13	-42
1906	-44	-8
1907	4	-39
1908	27	24
1909	-23	33
1910	-21	51
1911	19	37
1912	17	-10
1913	-48	-3
1914	-29	39
1915	20	-37
1916	-22	48
1917	37	-15
1918	13	39
1919	-44	2
1920	-46	9
1921	-13	-16
1922	20	-38
1923	-49	-3
1924	-29	39
1925	-22	48
1926	13	39
1927	38	-16
1928	19	-37
1929	-30	39
1930	40	-6
1931	27	-24
1932	17	39
1933	19	36
1934	-16	4
1935	19	-37
1936	-12	-17
1937	-19	36
1938	-20	32
1939	-50	-2
1940	32	19
1941	-16	51
1942	-50	-2
1943	14	-40
1944	-50	-2
1945	4	-39
1946	32	21
1947	-18	52
1948	-42	11
1949	47	-6
1950	-30	40
1951	-26	-7
1952	-29	39
1953	11	-40
1954	20	7
1955	-17	45
1956	19	38
1957	13	-43
1958	42	-11
1959	3	42
1960	20	37
1961	13	40
1962	-15	51
1963	32	18
1964	3	-39
1965	43	-11
1966	21	-36
1967	-51	-2
1968	13	-44
1969	-50	-3
1970	13	-1
1971	-51	-2
1972	3	-40
1973	-51	-2
1974	-15	52
1975	0	-33
1976	-45	7
1977	19	39
1978	-45	-8
1979	-22	11
1980	-48	-4
1981	37	-15
1982	-22	51
1983	16	35
1984	-25	-8
1985	2	-39
1986	48	-2
1987	14	-44
1988	7	22
1989	-2	-21
1990	31	11
1991	-15	53
1992	-41	12
1993	34	-17
1994	-49	0
1995	-47	9
1996	43	-11
1997	-50	-4
1998	21	37
1999	30	12
2000	19	40
2001	-42	-10
2002	-14	51
2003	-46	-7
2004	-18	52
2005	15	-40
2006	0	-34
2007	-14	53
2008	-40	12
2009	3	-41
2010	-22	32
2011	48	-1
2012	-14	53
2013	25	24
2014	-30	37
2015	20	-39
2016	0	42
2017	11	37
2018	-45	2
2019	-4	-24
2020	-14	-12
2021	-46	10
2022	3	-42
2023	-21	-9
2024	34	-18
2025	3	4
2026	44	-11
2027	0	43
2028	-52	-2
2029	-20	7
2030	34	-19
2031	-15	54
2032	-48	9
2033	19	40
2034	1	-35
2035	20	39
2036	21	-37
2037	-41	-12
2038	-22	48
2039	14	-45
2040	14	-45
2041	-47	10
2042	-42	-11
2043	35	-18
2044	-4	-24
2045	-31	39
2046	13	41
2047	17	40
2048	3	-43
2049	38	-17
2050	-47	-7
2051	2	-42
2052	-14	54
2053	20	-25
2054	49	-4
2055	-31	39
2056	24	7
2057	35	-19
2058	-47	8
2059	22	-37
2060	36	-18
2061	49	-1
2062	20	40
2063	22	-24
2064	-50	0
2065	39	-15
2066	21	-36
2067	3	-43
2068	10	-40
2069	20	-40
2070	48	0
2071	-41	-13
2072	-25	-9
2073	31	-16
2074	12	-41
2075	-31	37
2076	-23	48
2077	33	20
2078	-41	-14
2079	39	-17
2080	20	-41
2081	-42	-11
2082	-53	-2
2083	2	-43
2084	-15	50
2085	19	41
2086	-51	-3
2087	-22	52
2088	4	-7
2089	-31	39
2090	21	-40
2091	-32	3
2092	-47	10
2093	19	41
2094	-44	-9
2095	0	-34
2096	2	-44
2097	1	-36
2098	4	-42
2099	49	-3
2100	34	-20
2101	15	-45
2102	-41	-15
2103	-48	10
2104	20	-42
2105	-40	12
2106	-14	-16
2107	42	3
2108	-16	53
2109	-49	9
2110	23	-37
2111	3	-44
2112	21	-35
2113	-1	43
2114	-15	55
2115	-53	-1
2116	14	-46
2117	-42	-15
2118	-28	36
2119	41	2
2120	49	-4
2121	21	-41
2122	33	21
2123	14	-46
2124	-53	-2
2125	-54	-1
2126	48	1
2127	34	-21
2128	20	-42
2129	49	0
2130	24	-28
2131	-13	51
2132	-21	16
2133	23	-36
2134	-22	10
2135	14	-46
2136	-33	17
2137	23	-38
2138	-15	56
2139	-46	11
2140	27	-24
2141	-52	-3
2142	39	-17
2143	-53	0
2144	-31	36
2145	20	-42
2146	-55	-1
2147	-23	42
2148	-13	54
2149	11	-41
2150	4	-42
2151	49	-3
2152	14	-46
2153	-50	9
2154	-43	-15
2155	30	12
2156	-41	-15
2157	45	-11
2158	-49	10
2159	1	-43
2160	12	40
2161	-4	-24
2162	4	-42
2163	-22	32
2164	33	19
2165	44	-10
2166	42	3
2167	-40	-14
2168	-31	36
2169	36	-19
2170	14	39
2171	-48	8
2172	-54	-2
2173	-48	11
2174	-15	56
2175	19	41
2176	34	-21
2177	40	-13
2178	0	-43
2179	-33	17
2180	43	2
2181	39	-18
2182	28	-23
2183	28	23
2184	39	-18
2185	12	-44
2186	23	-35
2187	49	-5
2188	-6	41
2189	50	-3
2190	43	3
2191	-55	-1
2192	49	-5
2193	51	-3
2194	-23	49
2195	-56	-1
2196	49	1
2197	-24	49
2198	-44	-9
2199	52	-3
2200	44	-12
2201	16	-45
2202	3	-45
2203	-33	17
2204	-56	-1
2205	44	-12
2206	-48	12
2207	44	-12
2208	2	43
2209	-51	9
2210	-57	-1
2211	-48	-7
2212	-22	53
2213	1	-42
2214	39	-18
2215	33	21
2216	24	-29
2217	2	-25
2218	0	-44
2219	21	37
2220	-28	39
2221	-12	11
2222	-2	-21
2223	34	20
2224	-23	48
2225	16	-46
2226	-41	13
2227	17	-7
2228	45	-10
2229	52	-4
2230	39	-17
2231	34	20
2232	0	-44
2233	53	-4
2234	14	-47
2235	-56	-2
2236	1	-41
2237	21	-41
2238	-15	56
2239	19	42
2240	-15	56
2241	-46	12
2242	1	-27
2243	33	22
2244	0	-44
2245	-1	44
2246	53	-3
2247	44	-13
2248	43	4
2249	21	38
2250	51	-2
2251	-31	36
2252	-49	10
2253	-12	54
2254	23	16
2255	2	-44
2256	-56	0
2257	-43	-16
2258	25	-28
2259	22	-41
2260	24	-14
2261	-42	-14
2262	12	-44
2263	18	42
2264	1	-36
2265	-3	-25
2266	14	-48
2267	-23	52
2268	-21	-9
2269	-41	14
2270	-28	35
2271	40	-18
2272	-43	-11
2273	-43	-11
2274	52	-5
2275	40	-18
2276	-57	-2
2277	3	-45
2278	25	24
2279	0	-45
2280	-57	-3
2281	0	-41
2282	-32	39
2283	-58	-1
2284	-48	13
2285	-49	-7
2286	44	-13
2287	44	4
2288	-12	51
2289	43	5
2290	-41	15
2291	-12	51
2292	16	-46
2293	15	-48
2294	2	43
2295	43	6
2296	-25	40
2297	-24	49
2298	18	43
2299	34	21
2300	13	42
2301	-58	0
2302	35	-21
2303	17	-45
2304	-47	-8
2305	1	-45
2306	3	42
2307	-16	54
2308	53	-2
2309	41	-18
2310	21	36
2311	-26	-8
2312	-16	-7
2313	53	-5
2314	50	1
2315	19	42
2316	18	44
2317	33	23
2318	40	-19
2319	-28	34
2320	-58	0
2321	-1	-33
2322	54	-4
2323	-12	52
2324	-1	-45
2325	-13	55
2326	0	-46
2327	51	1
2328	26	-25
2329	47	-6
2330	-42	15
2331	-57	-4
2332	47	-7
2333	55	-4
2334	12	40
2335	30	22
2336	-11	11
2337	47	-8
2338	-23	52
2339	-22	54
2340	45	-13
2341	4	40
2342	-36	15
2343	-32	36
2344	-37	-5
2345	-58	1
2346	24	-37
2347	25	-37
2348	19	44
2349	-58	1
2350	-48	-8
2351	25	-37
2352	-59	1
2353	54	-3
2354	54	-3
2355	-11	-16
2356	-42	-16
2357	-49	13
2358	53	-1
2359	53	-5
2360	35	21
2361	40	-15
2362	-24	18
2363	-25	18
2364	-5	-24
2365	40	-20
2366	-45	-9
2367	4	-44
2368	-32	39
2369	55	-4
2370	54	-1
2371	28	23
2372	-43	-15
2373	-40	-9
2374	43	7
2375	25	-38
2376	3	43
2377	19	42
2378	43	8
2379	35	22
2380	-15	57
2381	-5	-24
2382	-51	-4
2383	-60	1
2384	-53	-3
2385	20	6
2386	-58	-3
2387	-41	16
2388	-23	54
2389	-15	58
2390	-15	59
2391	-41	-16
2392	-61	1
2393	56	-4
2394	-33	18
2395	-15	59
2396	13	16
2397	1	-36
2398	-34	15
2399	-4	-25
2400	46	-11
2401	-43	-17
2402	52	1
2403	35	-22
2404	-17	21
2405	15	-49
2406	18	-45
2407	-61	1
2408	-1	-33
2409	43	9
2410	-15	53
2411	19	-45
2412	3	44
2413	-15	60
2414	16	-48
2415	44	7
2416	-15	49
2417	-38	-6
2418	-33	36
2419	44	9
2420	-62	1
2421	-12	54
2422	27	19
2423	26	-38
2424	-34	17
2425	-62	2
2426	41	-20
2427	-51	10
2428	17	42
2429	3	-45
2430	42	-20
2431	33	23
2432	-16	45
2433	-15	60
2434	13	43
2435	16	-48
2436	31	0
2437	-33	39
2438	42	-18
2439	-63	2
2440	-11	52
2441	4	-44
2442	-33	37
2443	-51	-5
2444	-64	2
2445	52	-6
2446	-12	51
2447	-14	60
2448	41	-21
2449	-64	2
2450	1	-37
2451	15	-49
2452	-64	1
2453	-64	1
2454	26	-38
2455	19	42
2456	-5	43
2457	-46	-9
2458	-11	52
2459	-13	60
2460	36	21
2461	-40	-16
2462	-49	14
2463	-13	61
2464	0	-47
2465	-53	-4
2466	-44	-17
2467	19	44
2468	41	-21
2469	-1	-47
2470	12	39
2471	-52	9
2472	-49	15
2473	32	23
2474	-12	55
2475	15	-49
2476	24	-35
2477	44	9
2478	28	23
2479	45	-14
2480	0	-48
2481	-49	15
2482	36	21
2483	-40	-16
2484	-56	-4
2485	-1	44
2486	-59	-3
2487	56	-4
2488	-59	-3
2489	-16	56
2490	-61	2
2491	1	-47
2492	12	-44
2493	0	43
2494	-24	52
2495	-5	-25
2496	-33	39
2497	54	-1
2498	1	15
2499	-15	60
2500	19	44
2501	53	0
2502	-15	60
2503	42	9
2504	-49	15
2505	-43	-18
2506	20	-45
2507	-13	62
2508	-12	61
2509	-11	61
2510	-43	-19
2511	-60	-3
2512	-5	44
2513	56	-5
2514	-43	-20
2515	-11	61
2516	-29	40
2517	13	43
2518	3	45
2519	41	-22
2520	23	-41
2521	13	-45
2522	-48	15
2523	-1	-47
2524	-42	-20
2525	-24	49
2526	-42	16
2527	0	-49
2528	23	-41
2529	20	42
2530	-58	-4
2531	43	10
2532	-65	1
2533	-41	16
2534	21	-45
2535	35	22
2536	-43	-20
2537	56	-3
2538	27	-38
2539	-13	-15
2540	52	-7
2541	0	-49
2542	-25	-10
2543	-49	10
2544	-53	9
2545	26	-39
2546	21	42
2547	-1	-33
2548	5	-32
2549	22	36
2550	-42	-18
2551	0	-49
2552	52	-7
2553	23	36
2554	-42	17
2555	-6	44
2556	46	-11
2557	-10	52
2558	14	-49
2559	-27	-7
2560	32	24
2561	-65	0
2562	-64	2
2563	-12	60
2564	-64	3
2565	-47	-9
2566	42	-18
2567	25	-35
2568	-11	62
2569	-57	1
2570	41	9
2571	-1	45
2572	-45	-17
2573	15	-49
2574	21	40
2575	12	43
2576	-13	63
2577	45	7
2578	-11	63
2579	-47	-9
2580	-65	-1
2581	-33	37
2582	15	-50
2583	-43	-12
2584	-10	62
2585	-43	15
2586	21	-45
2587	57	-4
2588	-65	1
2589	-11	55
2590	-31	18
2591	22	40
2592	-26	40
2593	24	-41
2594	16	-40
2595	42	-20
2596	28	23
2597	-11	64
2598	-33	35
2599	-23	33
2600	-23	54
2601	58	-4
2602	-64	4
2603	20	44
2604	42	-22
2605	-22	55
2606	42	-20
2607	-64	4
2608	-66	-1
2609	22	41
2610	-17	56
2611	59	-4
2612	53	0
2613	43	-20
2614	-14	63
2615	-34	37
2616	-33	35
2617	11	43
2618	10	26
2619	-43	-21
2620	-22	56
2621	-42	-18
2622	-43	-22
2623	-65	1
2624	41	-23
2625	56	-5
2626	-1	-49
2627	43	10
2628	17	-48
2629	14	-50
2630	13	43
2631	59	-3
2632	-10	64
2633	13	-50
2634	34	23
2635	-1	-41
2636	21	-46
2637	-13	10
2638	26	-28
2639	-22	56
2640	13	-51
2641	24	36
2642	-59	-4
2643	-59	-5
2644	-63	4
2645	-30	40
2646	32	24
2647	-42	-21
2648	10	-25
2649	-65	4
2650	54	0
2651	33	24
2652	-30	40
2653	15	-51
2654	-33	40
2655	-66	4
2656	-67	4
2657	-5	45
2658	-5	-24
2659	-67	-1
2660	-11	65
2661	-67	-2
2662	45	9
2663	-41	-21
2664	23	-34
2665	21	-46
2666	52	-7
2667	27	25
2668	17	-48
2669	-67	-3
2670	26	-2
2671	23	41
2672	-61	2
2673	45	10
2674	19	45
2675	-46	-10
2676	-13	55
2677	-53	9
2678	-1	-43
2679	-10	64
2680	46	-14
2681	-34	35
2682	42	-22
2683	27	-38
2684	51	2
2685	-10	64
2686	-25	-11
2687	3	-45
2688	16	-49
2689	-22	57
2690	24	37
2691	36	22
2692	-42	-20
2693	-68	4
2694	-11	21
2695	-34	34
2696	-67	0
2697	-21	56
2698	-39	-16
2699	-11	66
2700	-15	63
2701	-1	-49
2702	-53	9
2703	41	-24
2704	0	-34
2705	-46	-17
2706	-68	4
2707	-46	13
2708	0	-50
2709	-11	67
2710	-15	63
2711	26	-35
2712	-24	41
2713	13	-51
2714	23	35
2715	60	-4
2716	57	-3
2717	-2	-49
2718	53	-7
2719	25	36
2720	-24	53
2721	1	-50
2722	-42	18
2723	-10	67
2724	-1	-50
2725	23	42
2726	-2	-50
2727	2	-47
2728	-1	-51
2729	-43	-23
2730	56	-5
2731	-62	4
2732	-43	-24
2733	60	-4
2734	56	-6
2735	-34	38
2736	0	-36
2737	-35	35
2738	42	-24
2739	13	-47
2740	-41	-22
2741	35	20
2742	26	-26
2743	-16	63
2744	27	-39
2745	-21	44
2746	-2	-27
2747	37	22
2748	-25	52
2749	-25	18
2750	1	-51
2751	-69	4
2752	-42	18
2753	-42	18
2754	53	1
2755	-3	-49
2756	36	23
2757	40	-21
2758	57	-6
2759	-22	32
2760	26	-35
2761	-9	62
2762	31	18
2763	-68	0
2764	-9	67
2765	42	-17
2766	36	24
2767	-23	57
2768	-52	8
2769	41	-25
2770	-68	-3
2771	-46	-10
2772	-41	-23
2773	-68	0
2774	-38	-16
2775	24	38
2776	-1	-52
2777	-18	56
2778	60	-3
2779	-35	35
2780	-34	39
2781	12	-50
2782	-5	-25
2783	-40	-23
2784	35	-23
2785	-44	-21
2786	-68	-1
2787	36	25
2788	2	-47
2789	-1	-53
2790	-68	-4
2791	-53	8
2792	27	-39
2793	35	25
2794	21	44
2795	-13	64
2796	15	-52
2797	-67	-3
2798	27	-40
2799	57	-6
2800	44	-20
2801	42	-24
2802	-35	36
2803	-2	-41
2804	45	-20
2805	-68	0
2806	2	-51
2807	-69	-3
2808	13	-52
2809	45	-20
2810	41	-25
2811	-11	67
2812	-16	63
2813	-68	1
2814	21	44
2815	11	-50
2816	53	2
2817	-10	52
2818	12	44
2819	-12	66
2820	36	21
2821	-44	-24
2822	15	-53
2823	61	-3
2824	36	25
2825	5	-11
2826	-68	-4
2827	-54	8
2828	13	-53
2829	-38	-17
2830	-69	-1
2831	-3	-49
2832	42	-25
2833	-10	68
2834	57	-7
2835	-69	-3
2836	59	-2
2837	-33	34
2838	21	16
2839	26	-22
2840	-43	-13
2841	-70	-3
2842	46	-12
2843	-70	-1
2844	61	-2
2845	-68	5
2846	-59	-6
2847	48	2
2848	-35	39
2849	-47	-17
2850	-36	36
2851	35	-23
2852	61	-3
2853	-45	-21
2854	-16	62
2855	-24	48
2856	43	-17
2857	-2	-53
2858	-46	-21
2859	-2	-50
2860	-71	-3
2861	45	-20
2862	35	26
2863	26	-28
2864	-2	-52
2865	-68	6
2866	-3	-10
2867	-70	-4
2868	-4	-4
2869	11	44
2870	41	-26
2871	-11	67
2872	-35	39
2873	-52	-5
2874	25	35
2875	-48	16
2876	58	-7
2877	-50	14
2878	-45	-24
2879	16	-51
2880	3	-8
2881	-13	65
2882	-70	-1
2883	16	19
2884	-9	68
2885	61	-4
2886	-60	-4
2887	2	-50
2888	16	-52
2889	-40	-23
2890	-12	33
2891	-35	40
2892	-21	-10
2893	58	-7
2894	21	45
2895	25	34
2896	-17	57
2897	36	26
2898	12	45
2899	-4	-49
2900	15	-54
2901	55	-1
2902	17	-52
2903	44	-21
2904	12	-51
2905	62	-4
2906	15	-55
2907	-67	-3
2908	-43	-15
2909	-2	-41
2910	62	-5
2911	-11	56
2912	37	24
2913	37	22
2914	14	-55
2915	-10	52
2916	-22	20
2917	-3	-50
2918	-45	-24
2919	62	-3
2920	-52	-6
2921	2	-52
2922	-9	69
2923	-1	-33
2924	-10	69
2925	4	-22
2926	-8	67
2927	-23	58
2928	28	-24
2929	14	-55
2930	-12	67
2931	62	-6
2932	37	22
2933	-8	62
2934	24	42
2935	37	24
2936	13	45
2937	3	45
2938	-3	-52
2939	-11	69
2940	-40	-23
2941	-25	-12
2942	63	-5
2943	-10	53
2944	-1	-47
2945	-47	-17
2946	-48	17
2947	-65	5
2948	-38	-18
2949	-15	64
2950	-71	-3
2951	63	-5
2952	-8	69
2953	58	-8
2954	61	-1
2955	-1	-54
2956	-8	69
2957	45	11
2958	-11	70
2959	28	-40
2960	45	11
2961	-71	-3
2962	-48	-8
2963	2	-52
2964	61	0
2965	62	-7
2966	-36	40
2967	-36	36
2968	-68	-5
2969	-7	69
2970	41	-26
2971	-9	61
2972	-14	65
2973	-3	-53
2974	63	-7
2975	47	-14
2976	-53	7
2977	38	22
2978	-11	71
2979	-17	63
2980	-14	66
2981	28	-40
2982	2	-52
2983	61	1
2984	37	26
2985	-4	-53
2986	43	-24
2987	-2	-43
2988	-2	-48
2989	-17	21
2990	-31	40
2991	-24	54
2992	-71	-2
2993	37	27
2994	-10	55
2995	46	10
2996	-24	54
2997	-9	70
2998	57	-7
2999	-58	-5
3000	-72	-3
3001	40	-26
3002	13	20
3003	27	-11
3004	-48	-1
3005	-33	18
3006	25	38
3007	19	-46
3008	62	-1
3009	-33	40
3010	-48	17
3011	-4	-50
3012	59	-8
3013	16	-49
3014	-72	-2
3015	-67	-3
3016	38	26
3017	3	-51
3018	-3	-41
3019	-12	71
3020	-11	28
3021	17	-52
3022	-23	57
3023	-1	-55
3024	61	2
3025	45	-21
3026	-37	40
3027	14	-55
3028	38	23
3029	-36	41
3030	-36	42
3031	63	-3
3032	45	-22
3033	-47	-18
3034	-36	36
3035	-35	42
3036	22	-42
3037	-5	-53
3038	-70	0
3039	-47	-21
3040	-72	-1
3041	-36	42
3042	-12	72
3043	-11	61
3044	51	-5
3045	-12	69
3046	17	-49
3047	10	44
3048	46	-20
3049	63	-8
3050	39	23
3051	33	18
3052	-4	-49
3053	-35	43
3054	-5	-49
3055	14	-56
3056	-5	-49
3057	42	-26
3058	-48	-21
3059	63	-5
3060	-68	-6
3061	-36	39
3062	-33	18
3063	24	43
3064	25	34
3065	18	-52
3066	-23	58
3067	63	-5
3068	-69	-6
3069	-12	73
3070	-43	-25
3071	-8	70
3072	63	-2
3073	-4	-54
3074	13	-55
3075	58	-9
3076	24	43
3077	12	-44
3078	-27	-8
3079	-73	-1
3080	-5	-49
3081	-9	55
3082	64	-5
3083	-48	-18
3084	-67	-5
3085	27	-40
3086	37	27
3087	62	1
3088	19	45
3089	58	-9
3090	17	-49
3091	-42	-24
3092	64	-8
3093	-42	-25
3094	23	-42
3095	47	-20
3096	3	45
3097	-37	41
3098	-68	7
3099	65	-5
3100	-6	-49
3101	-47	-22
3102	26	35
3103	61	3
3104	48	2
3105	22	-43
3106	-13	73
3107	-9	-10
3108	62	1
3109	25	34
3110	-48	18
3111	-23	58
3112	-70	0
3113	24	43
3114	62	3
3115	-48	-18
3116	64	-8
3117	65	-8
3118	-14	73
3119	-5	-53
3120	-72	-4
3121	-7	70
3122	25	43
3123	-13	74
3124	66	-8
3125	0	-54
3126	-48	19
3127	27	-35
3128	42	-27
3129	-48	19
3130	-69	5
3131	-13	69
3132	-2	-42
3133	37	27
3134	-48	-17
3135	-38	40
3136	42	-28
3137	47	-20
3138	-43	-26
3139	22	-46
3140	13	-55
3141	-62	4
3142	-24	57
3143	44	-19
3144	-25	-12
3145	-13	69
3146	-13	72
3147	22	45
3148	22	46
3149	-73	-4
3150	-49	15
3151	-11	73
3152	-8	55
3153	-73	-3
3154	14	-56
3155	-5	-53
3156	22	-47
3157	-70	0
3158	65	-5
3159	-4	-55
3160	-4	-56
3161	3	46
3162	-50	14
3163	15	-56
3164	45	7
3165	-39	40
3166	9	-31
3167	66	-5
3168	-13	75
3169	-62	0
3170	-25	57
3171	-31	19
3172	61	-6
3173	2	-52
3174	-68	7
3175	-5	-55
3176	12	-53
3177	-49	19
3178	62	1
3179	67	-8
3180	-45	-25
3181	-72	-5
3182	-74	-4
3183	-43	-27
3184	-62	5
3185	-47	-23
3186	-36	43
3187	-69	7
3188	-15	73
3189	38	26
3190	-74	-1
3191	24	44
3192	19	46
3193	-44	-27
3194	-17	63
3195	-11	74
3196	-1	-56
3197	67	-8
3198	-35	43
3199	-6	-55
3200	-6	-48
3201	63	-2
3202	19	-52
3203	-10	-16
3204	63	1
3205	-14	69
3206	-1	-56
3207	-68	-7
3208	-24	-11
3209	-15	65
3210	44	-24
3211	-34	34
3212	-75	-1
3213	-70	4
3214	46	10
3215	2	-52
3216	60	1
3217	-26	41
3218	-42	-27
3219	45	-24
3220	-40	40
3221	10	45
3222	-24	1
3223	48	3
3224	-43	-28
3225	-4	-56
3226	-49	19
3227	-60	-6
3228	-11	75
3229	15	-57
3230	-47	-17
3231	19	46
3232	-54	7
3233	-17	63
3234	43	-26
3235	-37	41
3236	-43	-28
3237	66	-4
3238	21	-10
3239	-7	62
3240	-69	7
3241	-10	75
3242	26	43
3243	-25	57
3244	25	44
3245	-37	-16
3246	-36	43
3247	-41	-27
3248	67	-5
3249	67	-9
3250	-15	74
3251	62	4
3252	-72	0
3253	-74	-5
3254	25	-41
3255	-11	76
3256	-75	-4
3257	16	-53
3258	61	3
3259	44	-26
3260	-26	52
3261	-6	-47
3262	-15	69
3263	61	4
3264	-2	16
3265	19	36
3266	-35	-1
3267	-25	58
3268	-25	58
3269	-69	7
3270	-15	73
3271	-41	40
3272	-25	59
3273	-74	-6
3274	-6	70
3275	37	28
3276	-16	74
3277	-41	39
3278	29	-40
3279	-7	55
3280	-42	40
3281	-25	-13
3282	68	-9
3283	42	-29
3284	-4	-56
3285	20	-52
3286	19	47
3287	-27	52
3288	-7	-55
3289	-7	61
3290	-75	-6
3291	-5	-50
3292	-22	32
3293	68	-5
3294	-23	59
3295	-17	74
3296	62	4
3297	37	28
3298	14	23
3299	-8	66
3300	-74	0
3301	17	-51
3302	35	27
3303	-41	39
3304	36	28
3305	-7	-49
3306	-37	-18
3307	-12	76
3308	-1	-57
3309	-7	41
3310	-6	-24
3311	-69	1
3312	-7	-56
3313	61	4
3314	27	43
3315	-44	3
3316	-57	-5
3317	-75	-1
3318	10	-50
3319	30	-40
3320	-11	77
3321	62	4
3322	29	-41
3323	64	1
3324	-11	78
3325	-11	78
3326	-68	8
3327	-8	-49
3328	31	-40
3329	39	-11
3330	-74	1
3331	10	46
3332	-75	-4
3333	25	25
3334	-31	41
3335	-16	61
3336	-75	-1
3337	-68	8
3338	-1	-58
3339	61	5
3340	-62	6
3341	-16	75
3342	-75	1
3343	15	-57
3344	22	46
3345	16	-54
3346	-8	71
3347	-68	-8
3348	-43	-29
3349	-6	61
3350	-6	-47
3351	-68	9
3352	-7	-50
3353	-17	74
3354	-39	-23
3355	-48	-20
3356	65	1
3357	-5	-56
3358	0	30
3359	15	-57
3360	-31	42
3361	-48	-23
3362	-69	8
3363	68	-9
3364	-68	9
3365	-12	76
3366	48	-20
3367	-13	50
3368	-48	-18
3369	68	-9
3370	-68	9
3371	-19	52
3372	-75	-1
3373	7	26
3374	-49	-18
3375	-5	61
3376	-6	71
3377	-6	-53
3378	37	29
3379	-2	-58
3380	68	-9
3381	-43	-30
3382	-38	41
3383	-10	78
3384	-42	-28
3385	10	46
3386	16	-57
3387	18	47
3388	69	-5
3389	14	-57
3390	65	1
3391	-7	-54
3392	-75	-6
3393	22	-48
3394	-25	48
3395	60	4
3396	-65	5
3397	-2	-59
3398	0	-57
3399	63	4
3400	20	-52
3401	-10	78
3402	46	11
3403	-7	-57
3404	-70	7
3405	-18	63
3406	13	-56
3407	-1	-58
3408	43	-27
3409	-75	1
3410	38	28
3411	-9	78
3412	25	38
3413	-50	19
3414	-18	64
3415	-6	71
3416	-42	-30
3417	23	46
3418	-8	-56
3419	69	-9
3420	25	44
3421	-16	76
3422	42	-30
3423	63	-9
3424	69	-5
3425	65	2
3426	1	-57
3427	-22	11
3428	-8	-57
3429	22	-44
3430	-69	9
3431	-17	75
3432	2	-57
3433	-4	61
3434	-7	54
3435	69	-10
3436	16	-58
3437	-37	-19
3438	-43	-31
3439	-24	-12
3440	-43	40
3441	-16	64
3442	-15	69
3443	10	-51
3444	13	46
3445	-43	18
3446	63	5
3447	-69	9
3448	46	-24
3449	-9	75
3450	47	-24
3451	-6	-47
3452	42	-30
3453	-39	-14
3454	-43	-31
3455	-45	-27
3456	-75	1
3457	-76	-6
3458	12	-37
3459	-14	70
3460	-27	40
3461	-23	59
3462	-75	-1
3463	-76	-6
3464	-76	-4
3465	-16	69
3466	-11	4
3467	-71	7
3468	-55	8
3469	-41	41
3470	-7	-58
3471	-6	72
3472	-40	-24
3473	-10	79
3474	-16	69
3475	-49	-20
3476	47	-25
3477	69	-10
3478	-9	-57
3479	-69	10
3480	-77	-4
3481	16	-57
3482	-10	79
3483	-67	-8
3484	68	-6
3485	30	-39
3486	-41	38
3487	63	5
3488	-3	-59
3489	-9	-58
3490	48	-20
3491	39	28
3492	26	36
3493	-70	-5
3494	-16	77
3495	69	-4
3496	-6	72
3497	-77	-3
3498	-25	59
3499	27	43
3500	23	-47
3501	58	-10
3502	67	-10
3503	-12	77
3504	-2	-59
3505	-18	74
3506	-60	-7
3507	-35	44
3508	14	12
3509	-27	52
3510	-77	-6
3511	-41	42
3512	-19	74
3513	60	4
3514	57	-9
3515	-48	19
3516	45	7
3517	-8	78
3518	69	-4
3519	-78	-4
3520	58	-11
3521	15	-58
3522	-27	53
3523	-10	-57
3524	18	-37
3525	42	-30
3526	-10	-58
3527	27	36
3528	-44	18
3529	-70	10
3530	9	-50
3531	-37	42
3532	48	-25
3533	-35	44
3534	69	-9
3535	17	-54
3536	4	-51
3537	-43	-31
3538	70	-9
3539	-75	1
3540	23	47
3541	12	40
3542	-76	1
3543	-68	-9
3544	26	-12
3545	-8	-49
3546	31	-40
3547	-35	45
3548	-48	7
3549	61	6
3550	-11	75
3551	1	-58
3552	-42	41
3553	-27	0
3554	-43	39
3555	-69	11
3556	-77	-2
3557	48	-19
3558	-78	-6
3559	66	-9
3560	-50	-20
3561	28	43
3562	27	44
3563	32	-40
3564	-78	-2
3565	38	29
3566	17	-57
3567	-4	62
3568	-64	-1
3569	-10	-59
3570	-43	-32
3571	-37	-6
3572	69	-3
3573	-36	44
3574	-55	9
3575	-40	-27
3576	-50	-20
3577	-42	-32
3578	15	-59
3579	-51	-20
3580	64	5
3581	-78	-6
3582	-9	-59
3583	-60	-3
3584	-41	-30
3585	12	1
3586	70	-8
3587	28	36
3588	-10	-59
3589	-19	74
3590	43	-29
3591	61	6
3592	-79	-2
3593	19	48
3594	67	-11
3595	-79	-2
3596	-4	62
3597	29	43
3598	-8	-55
3599	-26	58
3600	-43	-32
3601	-43	41
3602	20	-52
3603	-79	-1
3604	29	43
3605	-77	1
3606	-18	73
3607	15	-59
3608	27	42
3609	28	37
3610	-5	45
3611	24	46
3612	-51	-20
3613	-43	-33
3614	11	-17
3615	-10	79
3616	13	-56
3617	17	-54
3618	-80	-2
3619	-44	-30
3620	-44	-28
3621	40	28
3622	-81	-2
3623	70	-3
3624	-7	-47
3625	-9	-56
3626	29	43
3627	66	1
3628	1	-39
3629	-45	-30
3630	44	-10
3631	-10	80
