N	x0	y0	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15	x16	y16	x17	y17	x18	y18	x19	y19	x^2	y^2	x^2+y^2
724	5.035024468e-01	-2.343760649e-01	6.647207435e-02	-5.038463901e-01	9.814236838e-01	-2.012146679e+00	-3.602074479e-01	1.693422697e+00	5.393822503e-01	3.974815645e-01	4.108168902e-01	1.299473076e+00	7.745361242e-01	-3.713608074e-01	-5.941876151e-01	1.887532270e-01	8.479345724e-01	1.036357897e+00	-2.280611335e-01	4.765297158e-01	1.779930110e+00	4.853608995e-01	1.363677918e+00	-1.652308436e-01	7.022252119e-01	1.099136667e+00	4.462372460e-01	-1.906058309e-01	-6.398976669e-01	-1.600882050e-01	8.073020811e-01	2.426077820e+00	-7.921224212e-02	2.079846649e+00	-3.322907829e-01	2.888123990e-01	4.393464963e-01	-7.034364589e-01	-1.308065975e+00	2.351555110e-01	6.168262414e-01	1.146228534e+00	1.763054775e+00
725	5.035024468e-01	-2.343760649e-01	-2.080673864e-01	-1.488563866e+00	9.814236838e-01	-2.012146679e+00	4.681286876e-01	3.388527861e-01	3.484556323e-01	-1.306188476e+00	1.248544055e+00	1.979938477e+00	7.745361242e-01	-3.713608074e-01	1.040246939e+00	-6.969853035e-02	-4.708951175e-01	8.657608302e-01	-2.280611335e-01	4.765297158e-01	1.779930110e+00	4.853608995e-01	1.363677918e+00	-1.652308436e-01	7.022252119e-01	1.099136667e+00	3.603794197e-01	7.969063414e-01	-1.469413606e+00	3.655283744e-01	-1.042048279e+00	5.945755278e-01	-7.921224212e-02	2.079846649e+00	5.688708183e-01	-6.881560865e-01	2.025426322e+00	-4.598108290e-01	1.738294982e-01	1.252377024e+00	9.236730754e-01	1.117617376e+00	2.041290452e+00
726	5.035024468e-01	-2.343760649e-01	-2.080673864e-01	-1.488563866e+00	9.814236838e-01	-2.012146679e+00	4.445168446e-01	-1.305392374e+00	-5.534269058e-03	-1.446005661e-02	1.248544055e+00	1.979938477e+00	7.745361242e-01	-3.713608074e-01	-5.785753409e-01	3.842461996e-01	-4.708951175e-01	8.657608302e-01	-2.280611335e-01	4.765297158e-01	1.779930110e+00	4.853608995e-01	6.106246592e-01	1.068647668e+00	7.022252119e-01	1.099136667e+00	3.603794197e-01	7.969063414e-01	7.729617868e-02	1.168751461e-01	-6.407373684e-01	4.270486032e-01	-4.315475268e-01	7.807171217e-01	-6.290008998e-01	-9.181227916e-01	1.548055272e+00	-1.835036234e+00	1.738294982e-01	1.252377024e+00	5.906995288e-01	1.150556461e+00	1.741255990e+00
727	1.701206594e+00	9.792231387e-01	-2.080673864e-01	-1.488563866e+00	1.738043752e+00	-2.986678882e-01	4.235346765e-01	-5.526918390e-01	-5.534269058e-03	-1.446005661e-02	1.248544055e+00	1.979938477e+00	7.745361242e-01	-3.713608074e-01	-5.785753409e-01	3.842461996e-01	-4.708951175e-01	8.657608302e-01	-1.451278961e-01	-2.645493750e-01	1.779930110e+00	4.853608995e-01	6.106246592e-01	1.068647668e+00	7.022252119e-01	1.099136667e+00	3.603794197e-01	7.969063414e-01	3.180877674e-01	1.011066743e-01	5.649807432e-01	-4.686485829e-01	-4.315475268e-01	7.807171217e-01	-1.967878856e+00	1.600718026e-01	2.611431571e+00	-1.069585280e+00	-8.393021666e-01	1.348486073e+00	1.252055010e+00	7.821493274e-01	2.034204338e+00
728	1.591317719e+00	8.769021855e-01	-2.080673864e-01	-1.488563866e+00	2.378428881e+00	1.054202967e+00	-7.080628506e-01	-3.123303339e-01	-1.011677924e+00	-2.708685044e-01	2.324104087e+00	2.317394839e+00	7.745361242e-01	-3.713608074e-01	-5.785753409e-01	3.842461996e-01	-4.708951175e-01	8.657608302e-01	-6.007318824e-01	-6.007472188e-01	1.779930110e+00	4.853608995e-01	-1.218558009e+00	-4.450231956e-03	7.022252119e-01	1.099136667e+00	-1.091394027e+00	6.405910753e-01	3.180877674e-01	1.011066743e-01	5.649807432e-01	-4.686485829e-01	4.217795030e-01	1.448107451e+00	-1.523627671e+00	-3.102716687e-01	1.439119582e+00	-1.117187067e+00	-8.393021666e-01	1.348486073e+00	1.435430066e+00	9.188534151e-01	2.354283481e+00
729	1.591317719e+00	8.769021855e-01	-2.080673864e-01	-1.488563866e+00	1.783930215e+00	-4.848788562e-01	-1.519320334e+00	-7.168584719e-01	-1.011677924e+00	-2.708685044e-01	2.324104087e+00	2.317394839e+00	7.198480551e-01	8.626165869e-02	-1.112349261e+00	1.045962547e+00	6.896089405e-01	5.746260200e-02	-6.007318824e-01	-6.007472188e-01	1.779930110e+00	4.853608995e-01	-1.218558009e+00	-4.450231956e-03	7.641633487e-01	8.934018356e-01	-1.091394027e+00	6.405910753e-01	-8.926731853e-01	-1.582249681e-01	1.180959185e-01	1.338101398e+00	1.075595172e+00	5.280498391e-01	-1.523627671e+00	-3.102716687e-01	1.731434019e+00	-1.588440804e+00	-8.393021666e-01	1.348486073e+00	1.575139520e+00	9.309736583e-01	2.506113178e+00
730	1.591317719e+00	8.769021855e-01	-1.425485015e+00	3.733560729e-01	4.334034618e-01	-1.388018065e+00	-1.169355994e-02	-4.336619400e-01	-1.752861427e+00	-9.419970181e-01	1.293353889e+00	2.698806464e+00	2.680587475e-01	-7.366307014e-01	3.755697542e-01	7.008580387e-01	6.896089405e-01	5.746260200e-02	-6.007318824e-01	-6.007472188e-01	-2.463426088e-02	-1.028022644e+00	-1.218558009e+00	-4.450231956e-03	5.662878854e-01	2.004892079e-01	-1.091394027e+00	6.405910753e-01	-8.926731853e-01	-1.582249681e-01	-1.129332797e+00	4.036771291e-01	7.310240725e-01	5.215860607e-01	-7.482459397e-01	1.330492166e+00	5.954797920e-01	-2.371136161e+00	7.852061349e-01	1.459509485e+00	8.840947084e-01	1.204102966e+00	2.088197674e+00
731	1.819224945e+00	9.136435558e-01	-1.425485015e+00	3.733560729e-01	4.334034618e-01	-1.388018065e+00	-1.169355994e-02	-4.336619400e-01	-7.921621080e-01	-6.685499148e-01	1.293353889e+00	2.698806464e+00	2.680587475e-01	-7.366307014e-01	-8.622816145e-01	1.132904296e+00	6.896089405e-01	5.746260200e-02	-6.007318824e-01	-6.007472188e-01	5.603486586e-01	1.799046059e-01	-1.218558009e+00	-4.450231956e-03	1.206363297e-01	-6.520723964e-02	1.389770871e-01	-1.120971490e-01	5.385131696e-01	-2.091586121e-01	4.824687508e-01	-2.477059424e-01	2.250527013e-01	1.060750319e+00	2.398011830e-01	1.438482104e+00	5.954797920e-01	-2.371136161e+00	1.410079994e+00	5.144581652e-01	7.144130647e-01	1.112264612e+00	1.826677677e+00
732	1.186488551e+00	2.713068633e+00	-1.032470950e+00	1.360737696e+00	4.334034618e-01	-1.388018065e+00	-1.741247239e+00	9.576548032e-01	-7.921621080e-01	-6.685499148e-01	-2.100141937e-01	1.791446160e+00	-5.269352883e-01	-1.401390055e+00	-8.622816145e-01	1.132904296e+00	6.896089405e-01	5.746260200e-02	-6.007318824e-01	-6.007472188e-01	5.603486586e-01	1.799046059e-01	-1.218558009e+00	-4.450231956e-03	1.206363297e-01	-6.520723964e-02	-1.158525469e+00	9.624429905e-01	1.414616016e+00	-5.486241305e-01	4.824687508e-01	-2.477059424e-01	2.250527013e-01	1.060750319e+00	2.398011830e-01	1.438482104e+00	5.954797920e-01	-2.371136161e+00	-4.236686559e-01	-1.299100167e+00	7.127278058e-01	1.557674984e+00	2.270402789e+00
733	1.214420150e+00	9.594546927e-01	-1.515216799e+00	8.512510847e-01	1.274812219e+00	3.689623985e-01	-1.741247239e+00	9.576548032e-01	-7.921621080e-01	-6.685499148e-01	-1.437489432e-01	2.111511994e+00	9.990862254e-02	3.642190380e-01	-8.622816145e-01	1.132904296e+00	4.400986857e-01	1.738610506e+00	-6.007318824e-01	-6.007472188e-01	5.603486586e-01	1.799046059e-01	-1.254505988e+00	1.786472088e-02	1.206363297e-01	-6.520723964e-02	-1.158525469e+00	9.624429905e-01	8.998632757e-01	6.020754600e-01	8.189026193e-01	-2.036780684e-01	2.250527013e-01	1.060750319e+00	2.398011830e-01	1.438482104e+00	-8.770951637e-02	-1.133841702e+00	-4.236686559e-01	-1.299100167e+00	7.702127513e-01	9.969272060e-01	1.767139957e+00
734	1.214420150e+00	9.594546927e-01	-1.515216799e+00	8.512510847e-01	4.144467940e-01	-7.927329804e-01	-1.741247239e+00	9.576548032e-01	-7.921621080e-01	-6.685499148e-01	-1.437489432e-01	2.111511994e+00	9.990862254e-02	3.642190380e-01	-8.622816145e-01	1.132904296e+00	1.955823874e-01	-4.681561559e-02	-6.007318824e-01	-6.007472188e-01	5.603486586e-01	1.799046059e-01	-1.254505988e+00	1.786472088e-02	1.206363297e-01	-6.520723964e-02	-1.158525469e+00	9.624429905e-01	3.197011765e-01	6.176737453e-01	-4.424642455e-02	1.250342661e+00	2.250527013e-01	1.060750319e+00	2.398011830e-01	1.438482104e+00	-8.770951637e-02	-1.133841702e+00	4.303410502e-01	-5.579691893e-01	6.212475029e-01	8.787414021e-01	1.499988905e+00
735	8.139219162e-01	-4.143542263e-01	-1.794049263e+00	-8.596515923e-02	-2.509424922e-01	-5.904668990e-01	-1.741247239e+00	9.576548032e-01	-7.921621080e-01	-6.685499148e-01	-1.437489432e-01	2.111511994e+00	9.990862254e-02	3.642190380e-01	-1.187429394e+00	7.741823371e-01	1.955823874e-01	-4.681561559e-02	-6.007318824e-01	-6.007472188e-01	4.160847820e-01	-6.306822601e-02	-1.254505988e+00	1.786472088e-02	3.340335036e-01	-6.989052383e-01	-1.158525469e+00	9.624429905e-01	3.197011765e-01	6.176737453e-01	-4.424642455e-02	1.250342661e+00	2.250527013e-01	1.060750319e+00	2.398011830e-01	1.438482104e+00	-8.391691466e-01	2.841530190e-01	-2.192298578e-01	-4.962199692e-01	6.804269908e-01	7.165358271e-01	1.396962818e+00
736	1.267345952e-01	-1.771658483e+00	-1.794049263e+00	-8.596515923e-02	-6.648422059e-02	-1.200295452e+00	-1.741247239e+00	9.576548032e-01	-7.921621080e-01	-6.685499148e-01	-1.611124203e-01	2.883552588e+00	9.990862254e-02	3.642190380e-01	-5.349837119e-01	-3.712461646e-01	1.955823874e-01	-4.681561559e-02	-2.099067065e-02	-9.020153286e-02	-6.356268327e-01	1.419822167e+00	-1.352210664e+00	-5.046291514e-01	3.340335036e-01	-6.989052383e-01	-1.158525469e+00	9.624429905e-01	-9.796818887e-01	4.864969738e-01	-4.424642455e-02	1.250342661e+00	2.335745060e-02	7.686722412e-01	1.009867222e+00	1.138396739e+00	-1.514953764e+00	5.720935477e-01	-2.192298578e-01	-4.962199692e-01	7.635455036e-01	1.124614678e+00	1.888160181e+00
737	1.825703012e+00	-4.094800446e-01	-3.113926267e-01	-1.475876285e+00	-4.912140043e-01	5.662298210e-01	-1.741247239e+00	9.576548032e-01	8.556982268e-01	5.200984545e-01	-7.030429133e-02	1.495775578e+00	-1.256669697e+00	3.524102530e-01	-6.210822770e-01	3.701708447e-01	9.131452870e-01	-1.167161138e+00	-2.099067065e-02	-9.020153286e-02	-6.356268327e-01	1.419822167e+00	-2.573680047e+00	-2.140547638e+00	5.957200862e-01	8.674895153e-01	-1.158525469e+00	9.624429905e-01	-5.821544409e-01	1.330311490e+00	-4.424642455e-02	1.250342661e+00	2.335745060e-02	7.686722412e-01	1.009867222e+00	1.138396739e+00	-1.514953764e+00	5.720935477e-01	-3.645628687e-01	2.918656547e-01	1.137696652e+00	1.081605571e+00	2.219302223e+00
738	1.825703012e+00	-4.094800446e-01	-3.113926267e-01	-1.475876285e+00	9.091392732e-01	-8.962348773e-01	-1.345402996e+00	1.118445438e-01	2.839176731e-02	1.804331193e-01	-7.030429133e-02	1.495775578e+00	-1.256669697e+00	3.524102530e-01	-1.140001158e+00	-9.946394556e-02	6.013904078e-01	-6.314154258e-01	-2.099067065e-02	-9.020153286e-02	-6.356268327e-01	1.419822167e+00	-2.573680047e+00	-2.140547638e+00	-1.606369363e-01	-2.249891108e-01	-1.158525469e+00	9.624429905e-01	1.040902669e+00	-1.488436522e-01	-4.424642455e-02	1.250342661e+00	2.335745060e-02	7.686722412e-01	-8.067029704e-01	-7.568229624e-01	-1.514953764e+00	5.720935477e-01	-3.645628687e-01	2.918656547e-01	1.093702989e+00	8.354410485e-01	1.929144037e+00
739	1.516881859e+00	3.341099486e-02	-3.113926267e-01	-1.475876285e+00	9.091392732e-01	-8.962348773e-01	-8.717374183e-01	9.210845157e-03	2.839176731e-02	1.804331193e-01	-7.030429133e-02	1.495775578e+00	5.418214868e-01	-1.406271323e+00	-4.007198270e-01	-9.981319103e-01	5.012808503e-01	2.272511995e-01	-2.099067065e-02	-9.020153286e-02	-5.202718015e-01	2.191831536e+00	-1.176970444e+00	-2.422543246e-01	-3.087424802e-01	-4.348650053e-01	-1.158525469e+00	9.624429905e-01	1.040902669e+00	-1.488436522e-01	-1.321915036e+00	1.273987470e+00	-4.620666483e-01	8.458416177e-01	-8.067029704e-01	-7.568229624e-01	3.703194706e-01	1.959341754e+00	1.432258781e+00	8.733321132e-01	6.836567578e-01	1.089978436e+00	1.773635194e+00
740	1.516881859e+00	3.341099486e-02	4.498006215e-01	-2.700953915e+00	9.091392732e-01	-8.962348773e-01	-1.013754107e-01	8.834718655e-01	2.839176731e-02	1.804331193e-01	-1.096179554e+00	2.102276319e-01	-1.115217216e+00	-1.055747646e+00	-5.049732634e-01	-1.385638169e+00	5.024574630e-02	6.802579814e-01	-2.099067065e-02	-9.020153286e-02	3.122221913e-03	1.875183688e+00	-1.176970444e+00	-2.422543246e-01	-3.087424802e-01	-4.348650053e-01	-1.158525469e+00	9.624429905e-01	1.040902669e+00	-1.488436522e-01	-1.321915036e+00	1.273987470e+00	9.385603689e-02	3.841206107e-02	-6.568580909e-01	-1.713933307e+00	6.198965138e-01	1.400708080e+00	1.432258781e+00	8.733321132e-01	7.286884625e-01	1.223080083e+00	1.951768545e+00
741	1.516881859e+00	3.341099486e-02	4.498006215e-01	-2.700953915e+00	-5.138997152e-01	-7.125134450e-01	1.438456665e+00	-9.588380417e-01	2.839176731e-02	1.804331193e-01	-1.096179554e+00	2.102276319e-01	1.053297394e-01	2.769300624e-01	2.106935926e-01	-1.727898463e-01	-2.629374200e-01	1.078232900e-02	-2.099067065e-02	-9.020153286e-02	-1.881950148e+00	6.386490588e-02	-1.262352104e-04	-2.163518112e-02	-3.087424802e-01	-4.348650053e-01	5.586874042e-01	1.159201964e+00	8.615027232e-03	9.927626946e-01	3.550766444e-01	1.873162191e+00	9.385603689e-02	3.841206107e-02	-6.568580909e-01	-1.713933307e+00	6.363328458e-01	2.461393256e-01	1.432258781e+00	8.733321132e-01	6.567939990e-01	9.354459714e-01	1.592239970e+00
742	1.774640546e+00	1.836625845e-01	4.498006215e-01	-2.700953915e+00	-3.535030145e-01	8.748361121e-01	1.438456665e+00	-9.588380417e-01	2.839176731e-02	1.804331193e-01	2.844565363e-01	1.761006091e+00	1.053297394e-01	2.769300624e-01	-2.544034747e-01	-4.592000011e-01	-2.629374200e-01	1.078232900e-02	-2.099067065e-02	-9.020153286e-02	-1.881950148e+00	6.386490588e-02	7.009759141e-01	-3.978118827e-01	-3.087424802e-01	-4.348650053e-01	1.083345998e+00	-7.038178586e-01	-4.235419612e-01	-4.697427078e-01	1.648706390e+00	3.082914127e-01	-1.663546753e+00	7.697269266e-01	6.767001165e-01	-1.001141646e+00	6.130119674e-01	-3.078647440e-01	-8.324226026e-02	1.247331792e+00	8.790306910e-01	8.425491031e-01	1.721579794e+00
743	1.774640546e+00	1.836625845e-01	4.254044101e-01	-2.328079461e+00	5.846638419e-01	2.445190246e+00	1.328810450e+00	-7.827659712e-01	2.839176731e-02	1.804331193e-01	-2.873825211e-02	8.961967840e-01	1.053297394e-01	2.769300624e-01	-2.544034747e-01	-4.592000011e-01	-2.629374200e-01	1.078232900e-02	2.742050237e-01	-1.536166447e+00	-6.816093700e-01	-8.681457168e-03	7.009759141e-01	-3.978118827e-01	1.186304293e+00	1.216245537e+00	1.083345998e+00	-7.038178586e-01	-1.383158688e+00	-1.548074022e+00	6.981033539e-02	-7.976930346e-01	-1.663546753e+00	7.697269266e-01	6.767001165e-01	-1.001141646e+00	-4.966424409e-01	1.304960983e-01	-1.405909006e+00	1.187334632e+00	8.281560034e-01	1.185795691e+00	2.013951695e+00
744	2.993949661e-01	7.311952907e-01	-4.632825446e-01	-6.897269431e-01	6.820357878e-01	1.175485013e+00	1.254001310e+00	-2.999827641e-01	1.667842528e+00	6.293606520e-01	-2.873825211e-02	8.961967840e-01	1.053297394e-01	2.769300624e-01	-2.544034747e-01	-4.592000011e-01	7.589085314e-01	-1.824313154e+00	2.742050237e-01	-1.536166447e+00	-1.604301564e+00	1.036212598e-01	4.527198263e-01	-4.378786084e-01	2.084627369e+00	1.932184396e+00	1.083345998e+00	-7.038178586e-01	-1.383158688e+00	-1.548074022e+00	-4.942477986e-01	7.724900219e-02	-1.158014318e+00	4.533565668e-01	6.767001165e-01	-1.001141646e+00	-4.924624281e-02	-6.816028242e-01	-1.536592108e+00	1.196436064e+00	1.023467445e+00	9.797199453e-01	2.003187390e+00
745	2.993949661e-01	7.311952907e-01	-4.632825446e-01	-6.897269431e-01	1.092849609e+00	1.123377228e+00	1.146657290e+00	5.690750779e-01	1.770079270e+00	1.322284483e+00	-2.873825211e-02	8.961967840e-01	1.053297394e-01	2.769300624e-01	-2.544034747e-01	-4.592000011e-01	9.197594661e-01	-2.026534389e-01	-9.722560604e-01	-1.407606707e+00	-2.906950830e-01	-1.122591529e-01	-4.946067011e-01	-1.548257096e-01	1.138998664e+00	3.505458883e-01	1.083345998e+00	-7.038178586e-01	-1.383158688e+00	-1.548074022e+00	-4.942477986e-01	7.724900219e-02	-1.607950659e+00	3.732748552e-01	6.767001165e-01	-1.001141646e+00	-4.924624281e-02	-6.816028242e-01	-1.536592108e+00	1.196436064e+00	9.089473111e-01	6.776376808e-01	1.586584992e+00
746	-1.174541196e+00	4.861214719e-01	-1.841559758e+00	-5.948517021e-01	1.092849609e+00	1.123377228e+00	1.146657290e+00	5.690750779e-01	2.962398552e+00	-5.675397955e-01	-7.482121921e-01	2.976879292e-01	1.053297394e-01	2.769300624e-01	-2.323665761e-01	1.314955754e+00	1.336875894e+00	-7.268490216e-01	-5.230474653e-01	-2.158748620e+00	-2.906950830e-01	-1.122591529e-01	-4.925356535e-01	4.532716702e-01	-2.862812479e-01	8.710658247e-01	1.083345998e+00	-7.038178586e-01	-1.383158688e+00	-1.548074022e+00	-1.335345953e+00	-2.594335961e-01	-1.607950659e+00	3.732748552e-01	6.747300108e-01	8.729086497e-02	-5.026687913e-01	-2.354375583e+00	-1.571437484e+00	7.501987643e-01	1.489169424e+00	9.884928459e-01	2.477662270e+00
747	-3.615329190e-01	-8.376881377e-02	-1.841559758e+00	-5.948517021e-01	8.164984465e-01	8.939064126e-02	1.146657290e+00	5.690750779e-01	1.467990294e+00	9.128640599e-01	-7.482121921e-01	2.976879292e-01	-1.863441306e-01	1.141968331e-01	1.064940785e-01	3.459771062e-01	2.111166323e-01	-1.162761513e+00	-6.071083088e-01	-1.369346347e+00	1.688127762e-01	1.236328856e+00	-4.925356535e-01	4.532716702e-01	-2.862812479e-01	8.710658247e-01	1.193453761e+00	-7.226337714e-01	-1.417904428e+00	-3.197297006e-01	-1.020605700e+00	-2.000666990e-02	-1.607950659e+00	3.732748552e-01	9.407279284e-01	1.914292891e+00	-8.020597937e-01	-3.018952818e+00	-1.571437484e+00	7.501987643e-01	1.004511542e+00	1.078638957e+00	2.083150500e+00
748	-3.615329190e-01	-8.376881377e-02	-6.787312042e-01	-3.353483780e-01	8.164984465e-01	8.939064126e-02	1.035892795e+00	9.502012008e-01	1.151374741e+00	-4.447246192e-01	-5.139901889e-01	6.689461917e-02	-1.863441306e-01	1.141968331e-01	1.064940785e-01	3.459771062e-01	2.111166323e-01	-1.162761513e+00	-4.275771857e-01	-1.189759504e+00	1.259850070e+00	-4.998695718e-01	-4.925356535e-01	4.532716702e-01	6.616531320e-01	-5.958109169e-01	1.193453761e+00	-7.226337714e-01	-1.417904428e+00	-3.197297006e-01	-1.020605700e+00	-2.000666990e-02	-1.607950659e+00	3.732748552e-01	9.407279284e-01	1.914292891e+00	-8.020597937e-01	-3.018952818e+00	-3.936534426e-02	1.486659076e+00	7.526888095e-01	1.034805590e+00	1.787494399e+00
749	-3.615329190e-01	-8.376881377e-02	-2.140357012e+00	1.119702930e+00	8.164984465e-01	8.939064126e-02	1.035892795e+00	9.502012008e-01	1.151374741e+00	-4.447246192e-01	-5.139901889e-01	6.689461917e-02	-1.863441306e-01	1.141968331e-01	1.064940785e-01	3.459771062e-01	1.270428445e+00	-3.091297463e-01	-4.275771857e-01	-1.189759504e+00	1.259850070e+00	-4.998695718e-01	7.564005560e-02	3.824143974e-01	-5.016478216e-01	-1.194937325e+00	7.856088236e-01	-1.725023019e-01	-8.061539991e-03	-1.890302626e+00	-8.722563407e-01	4.876826010e-01	1.532246238e-02	-1.275374723e+00	3.878374203e-01	4.835234602e-01	-8.020597937e-01	-3.018952818e+00	-3.936534426e-02	1.486659076e+00	6.951238488e-01	1.143356880e+00	1.838480729e+00
750	-1.962197717e-01	5.342965984e-01	-2.140357012e+00	1.119702930e+00	-4.484652554e-01	8.444526423e-01	-1.048647080e-02	8.538853250e-01	1.151374741e+00	-4.447246192e-01	-5.139901889e-01	6.689461917e-02	1.363718281e+00	-7.868532870e-01	1.064940785e-01	3.459771062e-01	1.270428445e+00	-3.091297463e-01	-7.664945825e-02	-7.474448603e-01	5.655698638e-01	5.327013052e-01	7.564005560e-02	3.824143974e-01	-5.016478216e-01	-1.194937325e+00	7.856088236e-01	-1.725023019e-01	-8.061539991e-03	-1.890302626e+00	2.159344017e-01	3.094899551e-01	7.928979760e-01	-7.637181459e-01	3.878374203e-01	4.835234602e-01	-2.390082013e+00	-1.708399485e+00	-3.936534426e-02	1.486659076e+00	8.817952519e-01	8.039636089e-01	1.685758861e+00
751	8.096483347e-01	-4.043939390e-02	-2.140357012e+00	1.119702930e+00	6.189159534e-01	5.204296241e-01	6.333295460e-01	-9.303207453e-01	3.691495317e-01	6.961790983e-01	-2.324609098e-01	7.294890872e-01	1.108213315e+00	-1.058822231e+00	-1.544905019e+00	4.813536556e-01	9.546714901e-01	1.363733744e+00	-7.664945825e-02	-7.474448603e-01	5.655698638e-01	5.327013052e-01	7.564005560e-02	3.824143974e-01	3.699185249e-02	1.220648424e-01	7.856088236e-01	-1.725023019e-01	-1.611912751e+00	-6.176141707e-01	2.159344017e-01	3.094899551e-01	2.385492848e-01	-1.021696741e-01	3.878374203e-01	4.835234602e-01	-2.390082013e+00	-1.708399485e+00	-3.936534426e-02	1.486659076e+00	1.012683416e+00	6.752349976e-01	1.687918414e+00
752	8.096483347e-01	-4.043939390e-02	-1.663070708e+00	1.070610524e+00	4.859389945e-01	-2.331887792e-02	6.333295460e-01	-9.303207453e-01	3.691495317e-01	6.961790983e-01	-5.668670758e-01	5.650574458e-01	-3.323816165e-01	4.621722450e-01	-1.544905019e+00	4.813536556e-01	-9.337271899e-02	-1.152880105e-01	-7.664945825e-02	-7.474448603e-01	8.912206119e-03	3.874482479e-01	1.637144163e-01	-1.351805499e+00	3.699185249e-02	1.220648424e-01	8.558563275e-01	-1.322704003e+00	-1.611912751e+00	-6.176141707e-01	2.159344017e-01	3.094899551e-01	-1.044136899e-01	3.191145017e-01	3.878374203e-01	4.835234602e-01	-2.390082013e+00	-1.708399485e+00	-3.936534426e-02	1.486659076e+00	8.154491180e-01	6.759345944e-01	1.491383712e+00
753	8.096483347e-01	-4.043939390e-02	-1.004191661e+00	1.650746539e+00	5.311241282e-01	-5.967768467e-01	6.333295460e-01	-9.303207453e-01	3.691495317e-01	6.961790983e-01	1.316886189e+00	-7.938151193e-01	-3.323816165e-01	4.621722450e-01	-1.544905019e+00	4.813536556e-01	-5.082791280e-01	-4.473035805e-01	3.189310016e-01	-2.226656949e+00	-2.141370094e-01	2.199282263e+00	-5.539027490e-01	-1.143502789e+00	3.699185249e-02	1.220648424e-01	6.485353866e-01	-1.165757995e+00	-3.253789758e-01	1.555530102e-01	1.750954288e-01	1.728872135e+00	1.510218663e+00	1.645067580e+00	-3.147408690e-01	-1.149785517e+00	-2.390082013e+00	-1.708399485e+00	-3.936534426e-02	1.486659076e+00	8.039944014e-01	1.517749953e+00	2.321744354e+00
754	8.096483347e-01	-4.043939390e-02	-1.004191661e+00	1.650746539e+00	5.311241282e-01	-5.967768467e-01	6.333295460e-01	-9.303207453e-01	3.691495317e-01	6.961790983e-01	1.316886189e+00	-7.938151193e-01	-1.184727335e+00	1.087687436e+00	-1.908944242e+00	7.412611326e-02	-5.082791280e-01	-4.473035805e-01	-6.699164381e-01	-5.855757240e-01	1.961594946e-01	1.052626077e+00	-5.539027490e-01	-1.143502789e+00	1.210361129e+00	-1.060502486e+00	-3.379446908e-01	-1.536418796e+00	-3.256452283e-01	-5.193512724e-01	-9.201103953e-01	1.804586909e+00	1.510218663e+00	1.645067580e+00	-3.147408690e-01	-1.149785517e+00	-1.491563512e+00	-1.507952587e+00	-7.427811671e-01	9.769253081e-01	9.002898499e-01	1.173913547e+00	2.074203397e+00
755	-4.030667159e-01	1.057706223e+00	3.129804673e-01	5.627138550e-01	5.311241282e-01	-5.967768467e-01	6.333295460e-01	-9.303207453e-01	3.691495317e-01	6.961790983e-01	1.760075744e+00	-1.069719331e-01	-2.154434129e+00	1.425602241e+00	-1.630671985e+00	-8.040490890e-01	-5.082791280e-01	-4.473035805e-01	3.954965716e-01	2.108788376e-01	1.012544690e+00	2.386124084e-01	2.574150857e-01	2.753447193e-01	2.084032383e+00	-4.677358741e-01	-5.956265278e-01	-3.950533616e-01	-3.256452283e-01	-5.193512724e-01	4.298493741e-01	7.784296931e-01	1.510218663e+00	1.645067580e+00	-1.338903888e+00	-2.576422137e-01	3.152783350e-01	2.829758293e-01	-7.427811671e-01	9.769253081e-01	1.134901714e+00	5.633441195e-01	1.698245834e+00
756	-4.030667159e-01	1.057706223e+00	3.129804673e-01	5.627138550e-01	-1.215267660e+00	-1.003568054e+00	1.549766595e-01	1.927154891e-01	3.691495317e-01	6.961790983e-01	1.623966351e+00	-9.754187951e-02	-2.154434129e+00	1.425602241e+00	-1.630671985e+00	-8.040490890e-01	-8.544299555e-02	1.595737467e-01	3.954965716e-01	2.108788376e-01	-8.218414990e-01	-8.900734702e-01	1.056218596e+00	3.659436192e-01	1.509321465e+00	-3.414051227e-02	-1.203367830e+00	-3.031242816e-01	-3.256452283e-01	-5.193512724e-01	4.298493741e-01	7.784296931e-01	1.510218663e+00	1.645067580e+00	-1.338903888e+00	-2.576422137e-01	3.598441161e-01	7.000601229e-01	-7.427811671e-01	9.769253081e-01	1.128093202e+00	5.917297789e-01	1.719822981e+00
