N	x0	y0	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15	x16	y16	x17	y17	x18	y18	x19	y19	x^2	y^2	x^2+y^2
1	7.663694627e-01	2.171559533e+00	-1.302346298e+00	-1.034231770e+00	-1.694265508e+00	6.796102227e-01	1.118282483e-02	2.497369202e-01	-5.024784101e-01	2.453619213e-01	1.356824970e-01	-2.084272464e+00	-8.068292827e-01	-1.179754190e+00	3.106761787e-01	6.345352489e-01	-1.373457648e-02	7.629730167e-01	-1.802192972e+00	-3.572736864e-01	-3.626680683e-02	1.063777579e+00	7.758405558e-01	5.222125319e-02	1.219969811e+00	8.326075589e-01	-1.202093255e+00	2.118654853e+00	-1.232410842e-01	2.870983049e-01	1.373257309e-01	-2.266441312e+00	6.302301001e-01	1.277292287e+00	-7.634034579e-01	1.178082711e+00	1.169439452e+00	-2.311280966e-01	-8.466102296e-02	2.021870713e-01	7.672970181e-01	1.393364281e+00	2.160661299e+00
2	7.663694627e-01	2.171559533e+00	-1.302346298e+00	-1.034231770e+00	-1.956541230e+00	6.115419606e-01	1.118282483e-02	2.497369202e-01	-5.024784101e-01	2.453619213e-01	1.356824970e-01	-2.084272464e+00	3.501439388e-01	-5.308211297e-01	7.700830818e-01	2.863554458e-01	1.018414990e+00	1.100738615e+00	-1.802192972e+00	-3.572736864e-01	4.620406112e-01	9.165516410e-01	7.758405558e-01	5.222125319e-02	9.773861212e-01	1.128539151e+00	-1.202093255e+00	2.118654853e+00	7.990140167e-01	4.285787784e-01	-8.967333560e-01	-4.975144530e-01	6.302301001e-01	1.277292287e+00	-7.634034579e-01	1.178082711e+00	-4.441925773e-01	5.535308828e-02	1.547739548e+00	-4.140889984e-02	9.807126951e-01	1.119475971e+00	2.100188666e+00
3	7.663694627e-01	2.171559533e+00	-1.302346298e+00	-1.034231770e+00	-2.061451802e+00	5.795651453e-01	1.118282483e-02	2.497369202e-01	1.281082726e+00	-1.642625990e+00	1.356824970e-01	-2.084272464e+00	-5.200863258e-01	-2.908778473e-01	7.700830818e-01	2.863554458e-01	1.018414990e+00	1.100738615e+00	-2.911302385e-01	6.740813424e-01	2.216672388e+00	-7.871779084e-01	-7.265302468e-01	7.061420627e-01	9.773861212e-01	1.128539151e+00	-1.202093255e+00	2.118654853e+00	7.990140167e-01	4.285787784e-01	7.086952240e-01	-1.859369426e+00	6.302301001e-01	1.277292287e+00	8.706068128e-01	1.388703475e+00	9.698656364e-02	-1.546824868e+00	1.547739548e+00	-4.140889984e-02	1.136034004e+00	1.576723836e+00	2.712757840e+00
4	-2.849558904e-01	2.546349658e+00	-1.302346298e+00	-1.034231770e+00	-2.061451802e+00	5.795651453e-01	5.907027501e-01	8.411214967e-01	1.281082726e+00	-1.642625990e+00	1.356824970e-01	-2.084272464e+00	-5.200863258e-01	-2.908778473e-01	7.700830818e-01	2.863554458e-01	1.018414990e+00	1.100738615e+00	-2.911302385e-01	6.740813424e-01	2.216672388e+00	-7.871779084e-01	1.047312678e+00	-1.115814990e+00	9.773861212e-01	1.128539151e+00	-3.404838436e-01	1.388040213e+00	7.990140167e-01	4.285787784e-01	9.329868217e-01	-1.790487823e+00	-4.794419325e-01	1.419440706e+00	1.977056294e-01	7.385132762e-01	9.698656364e-02	-1.546824868e+00	1.448684490e+00	-4.597819509e-01	1.049424579e+00	1.554535032e+00	2.603959611e+00
5	-2.849558904e-01	2.546349658e+00	-1.302346298e+00	-1.034231770e+00	-2.061451802e+00	5.795651453e-01	-6.178271158e-01	7.966556080e-02	1.281082726e+00	-1.642625990e+00	1.356824970e-01	-2.084272464e+00	-5.200863258e-01	-2.908778473e-01	1.419176237e+00	-2.049809726e-01	-7.132677739e-01	9.085239245e-01	-2.911302385e-01	6.740813424e-01	2.216672388e+00	-7.871779084e-01	-3.278966509e-01	-2.659011177e+00	1.529624067e+00	2.991686711e+00	-1.998895035e+00	1.471140353e+00	7.990140167e-01	4.285787784e-01	9.329868217e-01	-1.790487823e+00	-4.794419325e-01	1.419440706e+00	1.977056294e-01	7.385132762e-01	9.698656364e-02	-1.546824868e+00	4.559902599e-01	1.128298323e+00	1.214894913e+00	2.238225596e+00	3.453120509e+00
6	-2.849558904e-01	2.546349658e+00	-2.489046871e+00	2.892433216e-01	-1.337830625e+00	-1.319306210e+00	-6.178271158e-01	7.966556080e-02	1.281082726e+00	-1.642625990e+00	1.356824970e-01	-2.084272464e+00	-5.200863258e-01	-2.908778473e-01	-2.523924260e-01	-8.595036908e-01	6.902516594e-01	-5.403602773e-01	-2.911302385e-01	6.740813424e-01	2.216672388e+00	-7.871779084e-01	1.299834229e+00	-1.586111149e+00	1.529624067e+00	2.991686711e+00	-1.998895035e+00	1.471140353e+00	7.990140167e-01	4.285787784e-01	9.329868217e-01	-1.790487823e+00	-1.169807909e+00	-1.615288423e-01	-9.333098987e-03	1.838605329e+00	-6.289003919e-01	2.711140970e-01	4.559902599e-01	1.128298323e+00	1.371121941e+00	1.965955273e+00	3.337077214e+00
7	-1.457314758e+00	1.710870408e+00	-7.614657668e-01	-5.514336429e-02	-1.774620601e+00	-8.484443190e-01	6.320264112e-01	-3.210675888e-02	1.281082726e+00	-1.642625990e+00	1.963009735e+00	-1.795383576e+00	-5.200863258e-01	-2.908778473e-01	-8.171310244e-01	-2.112704887e-02	1.658139383e-01	1.234861447e+00	-2.911302385e-01	6.740813424e-01	2.216672388e+00	-7.871779084e-01	9.925941595e-01	-1.169961941e+00	4.657818570e-01	1.995669998e+00	-1.463532165e+00	9.149071182e-01	7.990140167e-01	4.285787784e-01	9.329868217e-01	-1.790487823e+00	-1.093319696e+00	9.758693516e-01	-9.333098987e-03	1.838605329e+00	6.632646692e-01	6.892957150e-01	7.499929168e-01	2.430953097e+00	1.238092364e+00	1.627607314e+00	2.865699678e+00
8	-1.457314758e+00	1.710870408e+00	-7.614657668e-01	-5.514336429e-02	-1.774620601e+00	-8.484443190e-01	6.320264112e-01	-3.210675888e-02	1.094171490e+00	-4.597674810e-01	1.963009735e+00	-1.795383576e+00	-5.200863258e-01	-2.908778473e-01	-8.437091277e-02	-3.219308781e-01	1.394235766e+00	1.920514094e+00	-2.911302385e-01	6.740813424e-01	2.216672388e+00	-7.871779084e-01	9.925941595e-01	-1.169961941e+00	-3.640461744e-01	1.075947461e+00	-1.463532165e+00	9.149071182e-01	3.468186537e-01	3.811127726e-01	9.329868217e-01	-1.790487823e+00	-1.423862474e+00	1.143401767e+00	9.576772970e-01	1.782330987e+00	6.632646692e-01	6.892957150e-01	7.499929168e-01	2.430953097e+00	1.336011588e+00	1.480990459e+00	2.817002047e+00
9	1.464489427e-01	2.767380204e+00	-7.614657668e-01	-5.514336429e-02	-1.774620601e+00	-8.484443190e-01	1.438965820e+00	-1.466327511e-03	-4.256597599e-01	-6.635840821e-01	1.963009735e+00	-1.795383576e+00	-5.200863258e-01	-2.908778473e-01	-8.437091277e-02	-3.219308781e-01	1.394235766e+00	1.920514094e+00	-1.868645094e+00	-1.809828769e-02	4.680548192e-01	-6.026539525e-01	9.925941595e-01	-1.169961941e+00	-3.640461744e-01	1.075947461e+00	-1.463532165e+00	9.149071182e-01	3.468186537e-01	3.811127726e-01	9.329868217e-01	-1.790487823e+00	-1.593170863e+00	1.777310798e+00	9.576772970e-01	1.782330987e+00	2.939422731e-01	-1.112215572e+00	1.754473307e+00	1.332879119e+00	1.332927390e+00	1.617446660e+00	2.950374050e+00
10	-2.781876876e-03	2.644995339e+00	-7.614657668e-01	-5.514336429e-02	2.391022631e-02	-1.940826383e+00	5.884732895e-01	1.370577037e+00	-4.256597599e-01	-6.635840821e-01	1.963009735e+00	-1.795383576e+00	-3.880120149e-01	2.820658674e-01	-8.437091277e-02	-3.219308781e-01	1.394235766e+00	1.920514094e+00	-1.868645094e+00	-1.809828769e-02	4.680548192e-01	-6.026539525e-01	1.164293171e+00	3.753219739e-01	9.520258871e-01	4.990847408e-01	-4.311691701e-01	1.039757584e+00	3.468186537e-01	3.811127726e-01	-3.041666104e-01	-1.028221404e+00	-1.593170863e+00	1.777310798e+00	2.830359038e-01	2.284435367e+00	1.358786510e+00	-2.275124780e+00	8.110487595e-01	2.596500166e+00	9.278410794e-01	2.175609434e+00	3.103450513e+00
11	1.445787401e+00	2.148851063e+00	-7.614657668e-01	-5.514336429e-02	2.391022631e-02	-1.940826383e+00	5.038029585e-01	-4.836767955e-01	-4.256597599e-01	-6.635840821e-01	1.963009735e+00	-1.795383576e+00	1.353982263e+00	-1.020098093e+00	1.027559951e+00	-4.999069445e-01	1.394235766e+00	1.920514094e+00	-1.868645094e+00	-1.809828769e-02	4.680548192e-01	-6.026539525e-01	1.164293171e+00	3.753219739e-01	-1.189275737e-01	1.584269592e+00	2.720201072e-01	1.541942359e+00	3.468186537e-01	3.811127726e-01	-4.347812395e-01	1.317069302e-01	-6.740119670e-01	3.080870747e+00	2.830359038e-01	2.284435367e+00	1.973737295e+00	-2.797287525e+00	8.110487595e-01	2.596500166e+00	1.117197007e+00	2.604774776e+00	3.721971783e+00
12	6.034569384e-01	3.900763824e+00	-1.013557996e+00	3.076550191e-02	2.391022631e-02	-1.940826383e+00	5.038029585e-01	-4.836767955e-01	-4.256597599e-01	-6.635840821e-01	1.747270639e+00	-2.522368650e+00	1.353982263e+00	-1.020098093e+00	1.027559951e+00	-4.999069445e-01	1.142755438e+00	8.906447025e-01	-9.368953304e-01	1.001822385e-01	1.486413431e-01	4.150536745e-01	2.958907989e-01	9.366572257e-01	-1.189275737e-01	1.584269592e+00	2.720201072e-01	1.541942359e+00	3.468186537e-01	3.811127726e-01	-4.347812395e-01	1.317069302e-01	-6.740119670e-01	3.080870747e+00	-1.392393339e+00	1.345146295e+00	1.523107430e+00	-3.133417331e+00	5.588634843e-01	1.118579928e+00	7.742569302e-01	2.829226445e+00	3.603483375e+00
13	2.195332563e+00	2.754380322e+00	-1.013557996e+00	3.076550191e-02	2.391022631e-02	-1.940826383e+00	5.038029585e-01	-4.836767955e-01	-2.220816059e-01	8.744494019e-01	1.747270639e+00	-2.522368650e+00	1.353982263e+00	-1.020098093e+00	1.418941077e+00	-3.573201451e-01	1.142755438e+00	8.906447025e-01	-6.844028890e-01	-8.593551330e-01	1.486413431e-01	4.150536745e-01	-3.625055051e-01	8.699757821e-01	-1.189275737e-01	1.584269592e+00	2.720201072e-01	1.541942359e+00	3.468186537e-01	3.811127726e-01	-4.189896278e-01	-4.586751146e-01	-6.740119670e-01	3.080870747e+00	-1.392393339e+00	1.345146295e+00	1.049489513e+00	-2.229761000e+00	5.588634843e-01	1.118579928e+00	9.584347315e-01	2.255591102e+00	3.214025834e+00
14	2.546869128e+00	2.029436416e+00	-1.013557996e+00	3.076550191e-02	-8.652230473e-01	-2.037560943e-01	5.038029585e-01	-4.836767955e-01	-2.220816059e-01	8.744494019e-01	-1.258741513e-02	-1.256686092e+00	1.388158858e+00	-4.140813671e-01	1.500043744e+00	-1.464788133e+00	1.840619832e-02	1.352975198e+00	-5.550993008e-01	-1.253948709e+00	1.367669853e-01	2.242721301e+00	-3.625055051e-01	8.699757821e-01	-1.189275737e-01	1.584269592e+00	2.720201072e-01	1.541942359e+00	1.216840993e+00	4.465766550e-01	-4.189896278e-01	-4.586751146e-01	-1.400256341e-01	2.189168390e+00	-1.392393339e+00	1.345146295e+00	1.049489513e+00	-2.229761000e+00	5.588634843e-01	1.118579928e+00	9.158985475e-01	1.818391784e+00	2.734290331e+00
15	2.691271041e+00	7.923830178e-01	-1.013557996e+00	3.076550191e-02	-8.652230473e-01	-2.037560943e-01	5.038029585e-01	-4.836767955e-01	-2.220816059e-01	8.744494019e-01	-1.258741513e-02	-1.256686092e+00	1.475852408e+00	-9.485714308e-01	6.656952057e-01	-2.360677620e+00	1.840619832e-02	1.352975198e+00	8.382482679e-02	-1.656136095e+00	-1.167658241e+00	9.679359393e-01	-3.625055051e-01	8.699757821e-01	-1.189275737e-01	1.584269592e+00	1.139121386e+00	1.913141288e+00	1.552609270e+00	7.040055419e-01	-4.189896278e-01	-4.586751146e-01	-1.088805162e+00	8.516482468e-01	-1.392393339e+00	1.345146295e+00	-7.644314444e-01	-1.399286801e+00	5.588634843e-01	1.118579928e+00	1.068223368e+00	1.430392311e+00	2.498615679e+00
16	1.850823319e+00	-1.248491412e-02	-1.282553958e+00	1.015621243e+00	5.039719447e-01	-9.435253491e-01	-9.567404133e-01	1.638731642e-01	-2.220816059e-01	8.744494019e-01	1.816634955e+00	4.836927463e-01	1.492873258e+00	1.208519127e-01	6.656952057e-01	-2.360677620e+00	1.840619832e-02	1.352975198e+00	8.382482679e-02	-1.656136095e+00	-4.990439403e-02	-1.431505180e-01	-3.625055051e-01	8.699757821e-01	-1.189275737e-01	1.584269592e+00	1.139121386e+00	1.913141288e+00	1.037460197e+00	-1.006475837e+00	9.644965395e-01	-4.066599531e-01	-1.088805162e+00	8.516482468e-01	-2.134075471e+00	-1.064443346e-01	-7.644314444e-01	-1.399286801e+00	-9.955194071e-01	1.605325406e+00	1.151795438e+00	1.325276695e+00	2.477072133e+00
17	1.850823319e+00	-1.248491412e-02	-8.817342196e-02	-4.307028103e-01	-1.251873523e+00	-6.383037628e-01	3.475705417e-02	1.261809451e+00	-2.220816059e-01	8.744494019e-01	1.816634955e+00	4.836927463e-01	1.492873258e+00	1.208519127e-01	-1.830039940e-01	-1.248127935e+00	1.177777278e+00	5.027088950e-01	5.207352684e-01	-1.023444329e-01	-9.230852258e-01	-9.339007693e-02	-9.763473006e-01	1.030918668e+00	-1.189275737e-01	1.584269592e+00	1.139121386e+00	1.913141288e+00	1.037460197e+00	-1.006475837e+00	9.644965395e-01	-4.066599531e-01	-7.676219073e-01	-8.213951639e-01	-2.134075471e+00	-1.064443346e-01	-1.271026001e+00	6.600243978e-02	-9.955194071e-01	1.605325406e+00	1.257271583e+00	8.353421097e-01	2.092613693e+00
18	1.850823319e+00	-1.248491412e-02	-8.817342196e-02	-4.307028103e-01	-1.309042939e-01	-9.084670112e-01	1.801314044e-01	1.168514454e+00	4.573159778e-01	5.096393752e-01	1.816634955e+00	4.836927463e-01	1.492873258e+00	1.208519127e-01	-2.078768081e+00	-3.551373430e-01	1.893811796e+00	2.948576753e-01	5.207352684e-01	-1.023444329e-01	-9.230852258e-01	-9.339007693e-02	-9.763473006e-01	1.030918668e+00	-1.768816758e+00	4.967533385e-01	1.139121386e+00	1.913141288e+00	1.037460197e+00	-1.006475837e+00	9.644965395e-01	-4.066599531e-01	-7.676219073e-01	-8.213951639e-01	-2.134075471e+00	-1.064443346e-01	-1.271026001e+00	6.600243978e-02	6.671208780e-01	4.005971151e-01	1.642107381e+00	5.057921210e-01	2.147899502e+00
19	4.435259469e-02	6.340589643e-01	-8.817342196e-02	-4.307028103e-01	6.663444287e-01	-3.491868611e-01	4.940248248e-02	4.075230648e-01	-7.050153198e-01	1.007519769e+00	8.344242435e-01	-3.317389210e-01	1.492873258e+00	1.208519127e-01	-1.302757746e+00	4.505660113e-01	7.208527350e-01	7.719178672e-01	-5.895769970e-01	6.794118504e-01	-9.440559452e-01	8.517295724e-01	-9.763473006e-01	1.030918668e+00	-2.895714673e+00	-7.650405945e-02	1.139121386e+00	1.913141288e+00	1.037460197e+00	-1.006475837e+00	9.644965395e-01	-4.066599531e-01	-7.676219073e-01	-8.213951639e-01	-9.096746743e-01	1.397749034e+00	-1.246413831e-02	1.915227382e+00	-1.088333297e+00	-3.177301681e-01	1.128889784e+00	8.152883637e-01	1.944178148e+00
20	1.054458615e+00	-9.140502660e-01	4.219203940e-01	-8.393726560e-02	6.387461740e-01	-5.930539641e-01	4.940248248e-02	4.075230648e-01	-7.050153198e-01	1.007519769e+00	8.344242435e-01	-3.317389210e-01	6.892047482e-01	1.864203825e+00	-5.720377569e-01	6.141946326e-02	8.529251721e-01	1.313366707e+00	-5.895769970e-01	6.794118504e-01	-9.440559452e-01	8.517295724e-01	-4.282728386e-01	1.318401632e+00	-1.709377652e+00	8.980688424e-02	1.139121386e+00	1.913141288e+00	1.037460197e+00	-1.006475837e+00	9.644965395e-01	-4.066599531e-01	-7.676219073e-01	-8.213951639e-01	1.680585070e-01	2.593273702e-01	-1.246413831e-02	1.915227382e+00	-1.088333297e+00	-3.177301681e-01	6.936939003e-01	9.986092514e-01	1.692303152e+00
21	-1.608699402e-01	-1.941084367e+00	4.219203940e-01	-8.393726560e-02	6.387461740e-01	-5.930539641e-01	4.940248248e-02	4.075230648e-01	-2.444342206e+00	1.540541855e+00	8.344242435e-01	-3.317389210e-01	6.892047482e-01	1.864203825e+00	-5.720377569e-01	6.141946326e-02	8.529251721e-01	1.313366707e+00	-5.895769970e-01	6.794118504e-01	-9.440559452e-01	8.517295724e-01	-9.883036161e-01	1.481124174e+00	-1.035517683e-01	1.605430512e+00	1.139121386e+00	1.913141288e+00	-1.814605215e-01	-1.606984871e+00	9.644965395e-01	-4.066599531e-01	-7.676219073e-01	-8.213951639e-01	1.322753394e+00	6.162915591e-01	-1.246413831e-02	1.915227382e+00	-1.088333297e+00	-3.177301681e-01	8.412875479e-01	1.458476898e+00	2.299764446e+00
22	8.550866494e-01	-1.586839609e-01	8.045568653e-01	1.287234601e+00	1.603341395e+00	5.588334296e-01	4.940248248e-02	4.075230648e-01	-8.876884228e-01	1.220677955e+00	8.344242435e-01	-3.317389210e-01	6.892047482e-01	1.864203825e+00	-5.720377569e-01	6.141946326e-02	8.529251721e-01	1.313366707e+00	-8.717632414e-01	3.752018858e-01	-9.440559452e-01	8.517295724e-01	-9.883036161e-01	1.481124174e+00	1.362470684e+00	1.844791412e+00	1.875188325e+00	1.901748876e-01	-4.623949329e-01	1.283632069e-01	9.644965395e-01	-4.066599531e-01	2.127847117e-01	7.265026694e-02	1.322753394e+00	6.162915591e-01	-1.118114266e+00	1.253526739e+00	-7.369322271e-01	4.800590876e-01	9.849237512e-01	8.916344140e-01	1.876558165e+00
23	8.550866494e-01	-1.586839609e-01	-6.272753636e-01	1.882964342e+00	1.603341395e+00	5.588334296e-01	4.940248248e-02	4.075230648e-01	-1.371957269e+00	1.714185085e+00	-9.003544903e-01	6.420813109e-01	6.892047482e-01	1.864203825e+00	-5.720377569e-01	6.141946326e-02	1.226891426e+00	1.364204769e+00	7.648107138e-01	1.873666947e+00	-2.674495858e-01	-8.251877390e-01	-2.912269034e-01	1.849435088e+00	5.663051868e-01	4.912740445e-01	1.875188325e+00	1.901748876e-01	9.108462592e-01	-1.006922120e+00	9.644965395e-01	-4.066599531e-01	-1.613689271e+00	-1.075572126e+00	8.298767136e-01	8.379260066e-01	-1.762805344e+00	-2.694222100e-01	-7.369322271e-01	4.800590876e-01	1.098981752e+00	1.198533068e+00	2.297514819e+00
24	8.935851867e-01	8.862325563e-01	-1.655831161e+00	1.145677781e+00	2.100561108e+00	1.130542514e+00	7.405087932e-01	-7.687119574e-01	4.368419731e-01	2.203042240e+00	-9.297042142e-01	1.361271874e+00	1.274858908e+00	2.953660790e+00	5.243017569e-01	3.962832693e-02	1.168478690e+00	2.134640679e-02	7.648107138e-01	1.873666947e+00	-2.674495858e-01	-8.251877390e-01	-2.912269034e-01	1.849435088e+00	5.663051868e-01	4.912740445e-01	8.097417686e-01	-1.170094446e+00	9.848080043e-01	-5.318722696e-01	4.581195470e-02	-1.338477399e+00	-1.613689271e+00	-1.075572126e+00	8.298767136e-01	8.379260066e-01	-3.312930363e-01	1.357938274e+00	-7.369322271e-01	4.800590876e-01	9.728390836e-01	1.731495342e+00	2.704334426e+00
25	8.935851867e-01	8.862325563e-01	-1.448922932e+00	1.652275484e+00	2.306203130e+00	-6.439974962e-01	9.872194840e-01	-1.021327233e-01	-2.720852817e-02	5.062670782e-01	-5.217751485e-01	2.225078885e+00	1.274858908e+00	2.953660790e+00	5.243017569e-01	3.962832693e-02	1.168478690e+00	2.134640679e-02	-1.545053164e-01	1.729147215e+00	4.029286705e-01	-7.778357377e-01	-1.260571469e-01	5.753287524e-02	5.663051868e-01	4.912740445e-01	8.097417686e-01	-1.170094446e+00	-4.603834046e-01	-2.638808877e-01	-3.096839617e-02	2.141655621e-01	4.534884004e-02	-2.022045419e+00	-7.163823245e-01	1.062271452e+00	-3.312930363e-01	1.357938274e+00	5.827848965e-01	3.657546746e-01	7.542799726e-01	1.519656387e+00	2.273936360e+00
26	8.935851867e-01	8.862325563e-01	-1.448922932e+00	1.652275484e+00	9.531366922e-01	-2.431614626e+00	-3.956382214e-01	-9.915875811e-01	-2.720852817e-02	5.062670782e-01	-6.785062272e-01	1.445839056e+00	1.769540649e+00	2.669680470e+00	-5.645924989e-02	1.389387182e+00	1.168478690e+00	2.134640679e-02	-9.859366910e-01	4.620347527e-01	1.156236893e+00	-1.526537593e+00	-1.260571469e-01	5.753287524e-02	5.663051868e-01	4.912740445e-01	8.097417686e-01	-1.170094446e+00	-4.603834046e-01	-2.638808877e-01	8.024797984e-01	1.177972007e+00	-1.764264341e+00	-9.907714958e-01	-7.163823245e-01	1.062271452e+00	-3.312930363e-01	1.357938274e+00	5.827848965e-01	3.657546746e-01	8.578083721e-01	1.575943418e+00	2.433751790e+00
27	8.935851867e-01	8.862325563e-01	-1.960450261e+00	1.246575520e-02	9.531366922e-01	-2.431614626e+00	-3.956382214e-01	-9.915875811e-01	-2.720852817e-02	5.062670782e-01	-6.785062272e-01	1.445839056e+00	1.769540649e+00	2.669680470e+00	1.373049260e+00	-2.610881618e-01	1.168478690e+00	2.134640679e-02	-9.859366910e-01	4.620347527e-01	1.156236893e+00	-1.526537593e+00	-1.260571469e-01	5.753287524e-02	7.788688670e-01	1.049048139e+00	8.097417686e-01	-1.170094446e+00	-4.603834046e-01	-2.638808877e-01	1.394350894e+00	3.554692374e-01	-1.764264341e+00	-9.907714958e-01	-7.163823245e-01	1.062271452e+00	-3.312930363e-01	1.357938274e+00	5.827848965e-01	3.657546746e-01	1.118420368e+00	1.326233596e+00	2.444653964e+00
28	2.098373610e+00	-4.347294621e-01	-1.960450261e+00	1.246575520e-02	1.875930242e+00	-8.404282451e-01	1.058167902e+00	-8.720763711e-01	-2.720852817e-02	5.062670782e-01	-6.785062272e-01	1.445839056e+00	1.769540649e+00	2.669680470e+00	1.373049260e+00	-2.610881618e-01	4.516966111e-01	-9.350567928e-01	-5.400429491e-01	9.981538494e-01	1.156236893e+00	-1.526537593e+00	-1.298858776e+00	-6.194507956e-01	7.788688670e-01	1.049048139e+00	8.097417686e-01	-1.170094446e+00	-1.143890912e+00	-5.745589864e-01	9.723773126e-02	3.745492694e-01	2.530634078e-02	-6.763304359e-01	3.772462584e-01	1.077864491e+00	-3.312930363e-01	1.357938274e+00	-4.957780833e-02	8.457753411e-01	1.235902115e+00	1.145067676e+00	2.380969792e+00
29	2.098373610e+00	-4.347294621e-01	-1.960450261e+00	1.246575520e-02	8.059706349e-01	-2.051539314e+00	8.175592700e-01	-1.581349331e+00	-1.017531113e+00	1.545766182e-01	-6.785062272e-01	1.445839056e+00	1.769540649e+00	2.669680470e+00	1.373049260e+00	-2.610881618e-01	-8.455308205e-03	-1.708364997e+00	-6.343466358e-01	6.360925787e-01	1.754143899e+00	2.965176360e-01	1.543124705e-01	2.296918741e-01	4.585433451e-01	1.938000760e+00	8.097417686e-01	-1.170094446e+00	-1.143890912e+00	-5.745589864e-01	3.060906457e-01	-6.345184278e-01	2.530634078e-02	-6.763304359e-01	8.176757798e-01	9.768309540e-01	-3.312930363e-01	1.357938274e+00	3.424703799e-01	7.996752366e-01	1.137225228e+00	1.471246677e+00	2.608471905e+00
30	2.098373610e+00	-4.347294621e-01	-1.178746898e+00	1.500878716e+00	2.175280914e+00	-8.536748505e-01	1.092321712e-01	-1.034898080e+00	-5.177040625e-01	-1.052179187e+00	-6.754382024e-01	-1.898680258e-01	1.769540649e+00	2.669680470e+00	1.373049260e+00	-2.610881618e-01	-9.538897557e-01	-2.512399844e-02	-6.343466358e-01	6.360925787e-01	1.754143899e+00	2.965176360e-01	1.543124705e-01	2.296918741e-01	4.585433451e-01	1.938000760e+00	-7.472959990e-01	2.961453629e-01	-1.217096849e+00	2.532646699e-01	3.060906457e-01	-6.345184278e-01	-2.387431839e-01	-1.566921363e-01	8.176757798e-01	9.768309540e-01	-3.312930363e-01	1.357938274e+00	3.424703799e-01	7.996752366e-01	1.199333223e+00	1.044917642e+00	2.244250865e+00
31	2.098373610e+00	-4.347294621e-01	-1.578321913e+00	4.436044465e-01	2.175280914e+00	-8.536748505e-01	-9.740124393e-01	-1.327067931e+00	4.639973940e-01	-1.195799556e+00	-9.987116674e-01	5.530064747e-01	4.612639089e-01	1.262517555e+00	9.126872216e-01	-7.658670530e-01	4.779673950e-01	-2.019927178e-01	-6.343466358e-01	6.360925787e-01	1.792139428e+00	4.873650347e-01	1.438784567e+00	5.522211811e-01	1.420220582e-01	2.164732185e+00	-7.472959990e-01	2.961453629e-01	-8.355378020e-01	-1.283837859e+00	3.060906457e-01	-6.345184278e-01	-8.584685019e-01	-8.011069106e-02	1.028450852e+00	1.873475330e+00	1.131292451e+00	8.322185016e-01	3.424703799e-01	7.996752366e-01	1.265411885e+00	9.726402247e-01	2.238052110e+00
32	2.098373610e+00	-4.347294621e-01	-2.351923151e-02	-5.877239281e-01	1.764719779e+00	-3.546660507e-01	8.053674934e-01	-1.288538832e+00	4.639973940e-01	-1.195799556e+00	8.332955217e-01	-3.021669375e-01	4.612639089e-01	1.262517555e+00	1.295313592e+00	4.355477343e-01	1.460882077e+00	1.045073203e+00	6.012942326e-01	1.052168138e+00	1.738032053e+00	-6.952889805e-01	8.144317766e-01	-1.145129867e+00	1.420220582e-01	2.164732185e+00	-7.472959990e-01	2.961453629e-01	-4.771361900e-01	-6.279459805e-01	2.841591569e-01	-6.370502795e-01	2.787790711e-01	-3.601521248e-01	2.094414602e+00	5.262112511e-01	1.131292451e+00	8.322185016e-01	3.424703799e-01	7.996752366e-01	1.194753296e+00	8.466000468e-01	2.041353342e+00
33	2.098373610e+00	-4.347294621e-01	1.474757384e-01	5.247361243e-01	1.764719779e+00	-3.546660507e-01	8.053674934e-01	-1.288538832e+00	4.639973940e-01	-1.195799556e+00	8.332955217e-01	-3.021669375e-01	4.612639089e-01	1.262517555e+00	1.295313592e+00	4.355477343e-01	1.016687600e+00	2.468500966e+00	6.012942326e-01	1.052168138e+00	1.868075878e+00	-4.872283807e-02	8.144317766e-01	-1.145129867e+00	1.993319036e+00	2.513045379e+00	9.302721004e-01	-8.168087286e-01	-4.771361900e-01	-6.279459805e-01	2.841591569e-01	-6.370502795e-01	-4.488197466e-01	-7.134805256e-01	2.904748279e+00	6.043309923e-01	1.131292451e+00	8.322185016e-01	3.424703799e-01	7.996752366e-01	1.585975399e+00	1.202933217e+00	2.788908615e+00
34	2.098373610e+00	-4.347294621e-01	1.474757384e-01	5.247361243e-01	1.764719779e+00	-3.546660507e-01	1.563336839e+00	3.022612502e-01	-9.377215246e-01	1.143361919e-01	8.332955217e-01	-3.021669375e-01	6.782913058e-01	8.419765197e-01	1.295313592e+00	4.355477343e-01	1.016687600e+00	2.468500966e+00	6.012942326e-01	1.052168138e+00	1.868075878e+00	-4.872283807e-02	9.713599384e-01	-8.535154280e-01	1.993319036e+00	2.513045379e+00	9.302721004e-01	-8.168087286e-01	-4.771361900e-01	-6.279459805e-01	2.841591569e-01	-6.370502795e-01	-4.488197466e-01	-7.134805256e-01	2.904748279e+00	6.043309923e-01	1.131292451e+00	8.322185016e-01	3.424703799e-01	7.996752366e-01	1.735324852e+00	9.802485058e-01	2.715573358e+00
