q	p	scale
53	85	1.647329466e-01
53	86	1.662332466e-01
53	87	1.673334667e-01
53	88	1.679335867e-01
53	89	1.699339868e-01
53	90	1.675335067e-01
53	91	1.677335467e-01
53	92	1.729345869e-01
53	93	1.674334867e-01
53	94	1.649329866e-01
53	95	1.679335867e-01
53	96	1.668333667e-01
53	97	1.707341468e-01
53	98	1.647329466e-01
53	99	1.660332066e-01
53	100	1.640328066e-01
54	1	1.639327866e-01
54	2	1.668333667e-01
54	3	1.608321664e-01
54	4	1.683336667e-01
54	5	1.644328866e-01
54	6	1.588317664e-01
54	7	1.693338668e-01
54	8	1.704340868e-01
54	9	1.656331266e-01
54	10	1.673334667e-01
54	11	1.641328266e-01
54	12	1.692338468e-01
54	13	1.650330066e-01
54	14	1.642328466e-01
54	15	1.658331666e-01
54	16	1.663332667e-01
54	17	1.693338668e-01
54	18	1.655331066e-01
54	19	1.673334667e-01
54	20	1.698339668e-01
54	21	1.688337668e-01
54	22	1.667333467e-01
54	23	1.659331866e-01
54	24	1.679335867e-01
54	25	1.625325065e-01
54	26	1.697339468e-01
54	27	1.614322865e-01
54	28	1.659331866e-01
54	29	1.712342468e-01
54	30	1.680336067e-01
54	31	1.642328466e-01
54	32	1.668333667e-01
54	33	1.666333267e-01
54	34	1.646329266e-01
54	35	1.658331666e-01
54	36	1.684336867e-01
54	37	1.674334867e-01
54	38	1.696339268e-01
54	39	1.693338668e-01
54	40	1.627325465e-01
54	41	1.679335867e-01
54	42	1.709341868e-01
54	43	1.641328266e-01
54	44	1.698339668e-01
54	45	1.700340068e-01
54	46	1.650330066e-01
54	47	1.659331866e-01
54	48	1.640328066e-01
54	49	1.690338068e-01
54	50	1.641328266e-01
54	51	1.660332066e-01
54	52	1.701340268e-01
54	53	1.671334267e-01
54	54	1.928385677e-01
54	55	1.682336467e-01
54	56	1.703340668e-01
54	57	1.694338868e-01
54	58	1.671334267e-01
54	59	1.674334867e-01
54	60	1.722344469e-01
54	61	1.691338268e-01
54	62	1.658331666e-01
54	63	1.704340868e-01
54	64	1.624324865e-01
54	65	1.671334267e-01
54	66	1.689337868e-01
54	67	1.653330666e-01
54	68	1.645329066e-01
54	69	1.664332867e-01
54	70	1.664332867e-01
54	71	1.659331866e-01
54	72	1.617323465e-01
54	73	1.667333467e-01
54	74	1.637327465e-01
54	75	1.672334467e-01
54	76	1.646329266e-01
54	77	1.666333267e-01
54	78	1.645329066e-01
54	79	1.633326665e-01
54	80	1.684336867e-01
54	81	1.658331666e-01
54	82	1.692338468e-01
54	83	1.618323665e-01
54	84	1.640328066e-01
54	85	1.659331866e-01
54	86	1.683336667e-01
54	87	1.640328066e-01
54	88	1.656331266e-01
54	89	1.655331066e-01
54	90	1.684336867e-01
54	91	1.685337067e-01
54	92	1.650330066e-01
54	93	1.621324265e-01
54	94	1.635327065e-01
54	95	1.704340868e-01
54	96	1.676335267e-01
54	97	1.625325065e-01
54	98	1.665333067e-01
54	99	1.673334667e-01
54	100	1.589317864e-01
55	1	1.648329666e-01
55	2	1.669333867e-01
55	3	1.674334867e-01
55	4	1.640328066e-01
55	5	1.666333267e-01
55	6	1.638327666e-01
55	7	1.709341868e-01
55	8	1.622324465e-01
55	9	1.657331466e-01
55	10	1.684336867e-01
55	11	1.617323465e-01
55	12	1.647329466e-01
55	13	1.669333867e-01
55	14	1.680336067e-01
55	15	1.675335067e-01
55	16	1.656331266e-01
55	17	1.664332867e-01
55	18	1.650330066e-01
55	19	1.666333267e-01
55	20	1.637327465e-01
55	21	1.733346669e-01
55	22	1.650330066e-01
55	23	1.718343669e-01
55	24	1.694338868e-01
55	25	1.665333067e-01
55	26	1.689337868e-01
55	27	1.654330866e-01
55	28	1.656331266e-01
55	29	1.674334867e-01
55	30	1.717343469e-01
55	31	1.655331066e-01
55	32	1.679335867e-01
55	33	1.668333667e-01
55	34	1.676335267e-01
55	35	1.698339668e-01
55	36	1.663332667e-01
55	37	1.649329866e-01
55	38	1.654330866e-01
55	39	1.651330266e-01
55	40	1.693338668e-01
55	41	1.684336867e-01
55	42	1.692338468e-01
55	43	1.672334467e-01
55	44	1.635327065e-01
55	45	1.667333467e-01
55	46	1.666333267e-01
55	47	1.641328266e-01
55	48	1.679335867e-01
55	49	1.689337868e-01
55	50	1.717343469e-01
55	51	1.693338668e-01
55	52	1.665333067e-01
55	53	1.666333267e-01
55	54	1.682336467e-01
55	55	1.888377676e-01
55	56	1.681336267e-01
55	57	1.718343669e-01
55	58	1.693338668e-01
55	59	1.665333067e-01
55	60	1.671334267e-01
55	61	1.700340068e-01
55	62	1.687337467e-01
55	63	1.672334467e-01
55	64	1.626325265e-01
55	65	1.688337668e-01
55	66	1.687337467e-01
55	67	1.691338268e-01
55	68	1.638327666e-01
55	69	1.689337868e-01
55	70	1.721344269e-01
55	71	1.677335467e-01
55	72	1.692338468e-01
55	73	1.627325465e-01
55	74	1.694338868e-01
55	75	1.667333467e-01
55	76	1.698339668e-01
55	77	1.648329666e-01
55	78	1.702340468e-01
55	79	1.657331466e-01
55	80	1.620324065e-01
55	81	1.650330066e-01
55	82	1.670334067e-01
55	83	1.683336667e-01
55	84	1.658331666e-01
55	85	1.663332667e-01
55	86	1.654330866e-01
55	87	1.637327465e-01
55	88	1.649329866e-01
55	89	1.683336667e-01
55	90	1.661332266e-01
55	91	1.734346869e-01
55	92	1.701340268e-01
55	93	1.602320464e-01
55	94	1.680336067e-01
55	95	1.709341868e-01
55	96	1.648329666e-01
55	97	1.663332667e-01
55	98	1.625325065e-01
55	99	1.717343469e-01
55	100	1.695339068e-01
56	1	1.675335067e-01
56	2	1.643328666e-01
56	3	1.598319664e-01
56	4	1.699339868e-01
56	5	1.636327265e-01
56	6	1.680336067e-01
56	7	1.636327265e-01
56	8	1.703340668e-01
56	9	1.667333467e-01
56	10	1.744348870e-01
56	11	1.610322064e-01
56	12	1.699339868e-01
56	13	1.667333467e-01
56	14	1.621324265e-01
56	15	1.733346669e-01
56	16	1.604320864e-01
56	17	1.646329266e-01
56	18	1.661332266e-01
56	19	1.660332066e-01
56	20	1.658331666e-01
56	21	1.693338668e-01
56	22	1.672334467e-01
56	23	1.664332867e-01
56	24	1.632326465e-01
56	25	1.696339268e-01
56	26	1.628325665e-01
56	27	1.629325865e-01
56	28	1.714342869e-01
56	29	1.627325465e-01
56	30	1.704340868e-01
56	31	1.633326665e-01
56	32	1.733346669e-01
56	33	1.690338068e-01
56	34	1.668333667e-01
56	35	1.676335267e-01
56	36	1.681336267e-01
56	37	1.671334267e-01
56	38	1.647329466e-01
56	39	1.636327265e-01
56	40	1.726345269e-01
56	41	1.678335667e-01
56	42	1.607321464e-01
56	43	1.640328066e-01
56	44	1.645329066e-01
56	45	1.694338868e-01
56	46	1.620324065e-01
56	47	1.674334867e-01
56	48	1.706341268e-01
56	49	1.726345269e-01
56	50	1.655331066e-01
56	51	1.657331466e-01
56	52	1.732346469e-01
56	53	1.670334067e-01
56	54	1.703340668e-01
56	55	1.681336267e-01
56	56	1.895379076e-01
56	57	1.674334867e-01
56	58	1.670334067e-01
56	59	1.697339468e-01
56	60	1.681336267e-01
56	61	1.686337267e-01
56	62	1.689337868e-01
56	63	1.679335867e-01
56	64	1.673334667e-01
56	65	1.655331066e-01
56	66	1.687337467e-01
56	67	1.634326865e-01
56	68	1.642328466e-01
56	69	1.682336467e-01
56	70	1.669333867e-01
56	71	1.655331066e-01
56	72	1.639327866e-01
56	73	1.645329066e-01
56	74	1.666333267e-01
56	75	1.689337868e-01
56	76	1.660332066e-01
56	77	1.702340468e-01
56	78	1.638327666e-01
56	79	1.671334267e-01
56	80	1.680336067e-01
56	81	1.670334067e-01
56	82	1.643328666e-01
56	83	1.630326065e-01
56	84	1.636327265e-01
56	85	1.608321664e-01
56	86	1.658331666e-01
56	87	1.636327265e-01
56	88	1.660332066e-01
56	89	1.715343069e-01
56	90	1.700340068e-01
56	91	1.711342268e-01
56	92	1.675335067e-01
56	93	1.681336267e-01
56	94	1.702340468e-01
56	95	1.653330666e-01
56	96	1.643328666e-01
56	97	1.667333467e-01
56	98	1.712342468e-01
56	99	1.630326065e-01
56	100	1.657331466e-01
57	1	1.685337067e-01
57	2	1.656331266e-01
57	3	1.693338668e-01
57	4	1.704340868e-01
57	5	1.689337868e-01
57	6	1.679335867e-01
57	7	1.672334467e-01
57	8	1.613322665e-01
57	9	1.671334267e-01
57	10	1.658331666e-01
57	11	1.641328266e-01
57	12	1.663332667e-01
57	13	1.661332266e-01
57	14	1.663332667e-01
57	15	1.665333067e-01
57	16	1.703340668e-01
57	17	1.707341468e-01
57	18	1.667333467e-01
57	19	1.590318064e-01
57	20	1.689337868e-01
57	21	1.660332066e-01
57	22	1.736347269e-01
57	23	1.672334467e-01
57	24	1.654330866e-01
57	25	1.689337868e-01
57	26	1.642328466e-01
57	27	1.656331266e-01
57	28	1.655331066e-01
57	29	1.613322665e-01
57	30	1.635327065e-01
57	31	1.685337067e-01
57	32	1.635327065e-01
57	33	1.630326065e-01
57	34	1.662332466e-01
57	35	1.679335867e-01
57	36	1.649329866e-01
57	37	1.653330666e-01
57	38	1.667333467e-01
57	39	1.650330066e-01
57	40	1.647329466e-01
57	41	1.653330666e-01
57	42	1.665333067e-01
57	43	1.634326865e-01
57	44	1.668333667e-01
57	45	1.703340668e-01
57	46	1.674334867e-01
57	47	1.691338268e-01
57	48	1.705341068e-01
57	49	1.701340268e-01
57	50	1.691338268e-01
57	51	1.683336667e-01
57	52	1.615323065e-01
57	53	1.629325865e-01
57	54	1.694338868e-01
57	55	1.718343669e-01
57	56	1.674334867e-01
57	57	1.858371674e-01
57	58	1.663332667e-01
57	59	1.633326665e-01
57	60	1.670334067e-01
57	61	1.683336667e-01
57	62	1.643328666e-01
57	63	1.660332066e-01
57	64	1.618323665e-01
57	65	1.698339668e-01
57	66	1.703340668e-01
57	67	1.662332466e-01
57	68	1.639327866e-01
57	69	1.598319664e-01
57	70	1.661332266e-01
57	71	1.666333267e-01
57	72	1.649329866e-01
57	73	1.635327065e-01
57	74	1.701340268e-01
57	75	1.659331866e-01
57	76	1.683336667e-01
57	77	1.682336467e-01
57	78	1.686337267e-01
57	79	1.680336067e-01
57	80	1.629325865e-01
57	81	1.659331866e-01
57	82	1.676335267e-01
57	83	1.689337868e-01
57	84	1.656331266e-01
57	85	1.668333667e-01
57	86	1.615323065e-01
57	87	1.631326265e-01
57	88	1.675335067e-01
57	89	1.652330466e-01
57	90	1.696339268e-01
57	91	1.642328466e-01
57	92	1.623324665e-01
57	93	1.660332066e-01
57	94	1.654330866e-01
57	95	1.683336667e-01
57	96	1.640328066e-01
57	97	1.663332667e-01
57	98	1.717343469e-01
57	99	1.658331666e-01
57	100	1.663332667e-01
58	1	1.671334267e-01
58	2	1.632326465e-01
58	3	1.689337868e-01
58	4	1.662332466e-01
58	5	1.684336867e-01
58	6	1.671334267e-01
58	7	1.602320464e-01
58	8	1.660332066e-01
58	9	1.647329466e-01
58	10	1.643328666e-01
58	11	1.706341268e-01
58	12	1.651330266e-01
58	13	1.667333467e-01
58	14	1.671334267e-01
58	15	1.644328866e-01
58	16	1.696339268e-01
58	17	1.644328866e-01
58	18	1.634326865e-01
58	19	1.661332266e-01
58	20	1.643328666e-01
58	21	1.673334667e-01
58	22	1.653330666e-01
58	23	1.638327666e-01
58	24	1.713342669e-01
58	25	1.678335667e-01
58	26	1.660332066e-01
58	27	1.649329866e-01
58	28	1.666333267e-01
58	29	1.686337267e-01
58	30	1.651330266e-01
58	31	1.673334667e-01
58	32	1.647329466e-01
58	33	1.684336867e-01
58	34	1.635327065e-01
58	35	1.696339268e-01
58	36	1.659331866e-01
58	37	1.690338068e-01
58	38	1.653330666e-01
58	39	1.676335267e-01
58	40	1.658331666e-01
58	41	1.664332867e-01
58	42	1.691338268e-01
58	43	1.652330466e-01
58	44	1.654330866e-01
58	45	1.637327465e-01
58	46	1.591318264e-01
58	47	1.658331666e-01
58	48	1.655331066e-01
58	49	1.664332867e-01
58	50	1.678335667e-01
58	51	1.694338868e-01
58	52	1.763352671e-01
58	53	1.675335067e-01
58	54	1.671334267e-01
58	55	1.693338668e-01
58	56	1.670334067e-01
58	57	1.663332667e-01
58	58	1.882376475e-01
58	59	1.656331266e-01
58	60	1.641328266e-01
58	61	1.688337668e-01
58	62	1.665333067e-01
58	63	1.632326465e-01
58	64	1.660332066e-01
58	65	1.684336867e-01
58	66	1.679335867e-01
58	67	1.670334067e-01
58	68	1.682336467e-01
58	69	1.688337668e-01
58	70	1.653330666e-01
58	71	1.703340668e-01
58	72	1.662332466e-01
58	73	1.683336667e-01
58	74	1.682336467e-01
58	75	1.644328866e-01
58	76	1.711342268e-01
58	77	1.657331466e-01
58	78	1.680336067e-01
58	79	1.695339068e-01
58	80	1.693338668e-01
58	81	1.648329666e-01
58	82	1.674334867e-01
58	83	1.694338868e-01
58	84	1.650330066e-01
58	85	1.674334867e-01
58	86	1.696339268e-01
58	87	1.669333867e-01
58	88	1.678335667e-01
58	89	1.708341668e-01
58	90	1.663332667e-01
58	91	1.657331466e-01
58	92	1.707341468e-01
58	93	1.616323265e-01
58	94	1.645329066e-01
58	95	1.655331066e-01
58	96	1.627325465e-01
58	97	1.642328466e-01
58	98	1.636327265e-01
58	99	1.659331866e-01
58	100	1.650330066e-01
59	1	1.692338468e-01
59	2	1.707341468e-01
59	3	1.675335067e-01
59	4	1.650330066e-01
59	5	1.676335267e-01
59	6	1.633326665e-01
59	7	1.686337267e-01
59	8	1.666333267e-01
59	9	1.707341468e-01
59	10	1.695339068e-01
59	11	1.635327065e-01
59	12	1.630326065e-01
59	13	1.687337467e-01
59	14	1.649329866e-01
59	15	1.639327866e-01
59	16	1.663332667e-01
59	17	1.648329666e-01
59	18	1.643328666e-01
59	19	1.729345869e-01
59	20	1.690338068e-01
59	21	1.670334067e-01
59	22	1.659331866e-01
59	23	1.702340468e-01
59	24	1.702340468e-01
59	25	1.634326865e-01
59	26	1.696339268e-01
59	27	1.683336667e-01
59	28	1.693338668e-01
59	29	1.652330466e-01
59	30	1.669333867e-01
59	31	1.606321264e-01
59	32	1.648329666e-01
59	33	1.693338668e-01
59	34	1.628325665e-01
59	35	1.632326465e-01
59	36	1.696339268e-01
59	37	1.701340268e-01
59	38	1.662332466e-01
59	39	1.668333667e-01
59	40	1.608321664e-01
59	41	1.663332667e-01
59	42	1.650330066e-01
59	43	1.595319064e-01
59	44	1.672334467e-01
59	45	1.617323465e-01
59	46	1.681336267e-01
59	47	1.678335667e-01
59	48	1.658331666e-01
59	49	1.663332667e-01
59	50	1.682336467e-01
59	51	1.659331866e-01
59	52	1.643328666e-01
59	53	1.637327465e-01
59	54	1.674334867e-01
59	55	1.665333067e-01
59	56	1.697339468e-01
59	57	1.633326665e-01
59	58	1.656331266e-01
59	59	1.884376875e-01
59	60	1.653330666e-01
59	61	1.735347069e-01
59	62	1.666333267e-01
59	63	1.644328866e-01
59	64	1.667333467e-01
59	65	1.646329266e-01
59	66	1.646329266e-01
59	67	1.641328266e-01
59	68	1.710342068e-01
59	69	1.644328866e-01
59	70	1.690338068e-01
59	71	1.662332466e-01
59	72	1.639327866e-01
59	73	1.623324665e-01
59	74	1.692338468e-01
59	75	1.671334267e-01
59	76	1.746349270e-01
59	77	1.669333867e-01
59	78	1.676335267e-01
59	79	1.693338668e-01
59	80	1.699339868e-01
59	81	1.661332266e-01
59	82	1.650330066e-01
59	83	1.667333467e-01
59	84	1.685337067e-01
59	85	1.678335667e-01
59	86	1.645329066e-01
59	87	1.673334667e-01
59	88	1.620324065e-01
59	89	1.627325465e-01
59	90	1.644328866e-01
59	91	1.686337267e-01
59	92	1.671334267e-01
59	93	1.662332466e-01
59	94	1.666333267e-01
59	95	1.671334267e-01
59	96	1.659331866e-01
59	97	1.711342268e-01
59	98	1.663332667e-01
59	99	1.693338668e-01
59	100	1.623324665e-01
60	1	1.644328866e-01
60	2	1.649329866e-01
60	3	1.678335667e-01
60	4	1.625325065e-01
60	5	1.672334467e-01
60	6	1.665333067e-01
60	7	1.707341468e-01
60	8	1.682336467e-01
60	9	1.677335467e-01
60	10	1.671334267e-01
60	11	1.614322865e-01
60	12	1.699339868e-01
60	13	1.684336867e-01
60	14	1.681336267e-01
60	15	1.687337467e-01
60	16	1.641328266e-01
60	17	1.675335067e-01
60	18	1.658331666e-01
60	19	1.730346069e-01
60	20	1.651330266e-01
60	21	1.695339068e-01
60	22	1.656331266e-01
60	23	1.626325265e-01
60	24	1.680336067e-01
60	25	1.705341068e-01
60	26	1.701340268e-01
60	27	1.668333667e-01
60	28	1.678335667e-01
60	29	1.689337868e-01
60	30	1.644328866e-01
60	31	1.668333667e-01
60	32	1.641328266e-01
60	33	1.604320864e-01
60	34	1.647329466e-01
60	35	1.607321464e-01
60	36	1.673334667e-01
60	37	1.629325865e-01
60	38	1.634326865e-01
60	39	1.662332466e-01
60	40	1.682336467e-01
60	41	1.743348670e-01
60	42	1.643328666e-01
60	43	1.648329666e-01
60	44	1.656331266e-01
60	45	1.678335667e-01
60	46	1.624324865e-01
60	47	1.670334067e-01
60	48	1.644328866e-01
60	49	1.637327465e-01
60	50	1.667333467e-01
60	51	1.710342068e-01
60	52	1.704340868e-01
60	53	1.669333867e-01
60	54	1.722344469e-01
60	55	1.671334267e-01
60	56	1.681336267e-01
60	57	1.670334067e-01
60	58	1.641328266e-01
60	59	1.653330666e-01
60	60	1.910382076e-01
60	61	1.685337067e-01
60	62	1.635327065e-01
60	63	1.664332867e-01
60	64	1.691338268e-01
60	65	1.662332466e-01
60	66	1.600320064e-01
60	67	1.664332867e-01
60	68	1.712342468e-01
60	69	1.676335267e-01
60	70	1.655331066e-01
60	71	1.661332266e-01
60	72	1.651330266e-01
60	73	1.667333467e-01
60	74	1.705341068e-01
60	75	1.667333467e-01
60	76	1.688337668e-01
60	77	1.666333267e-01
60	78	1.633326665e-01
60	79	1.678335667e-01
60	80	1.692338468e-01
60	81	1.652330466e-01
60	82	1.705341068e-01
60	83	1.610322064e-01
60	84	1.652330466e-01
60	85	1.692338468e-01
60	86	1.683336667e-01
60	87	1.650330066e-01
60	88	1.662332466e-01
60	89	1.669333867e-01
60	90	1.626325265e-01
60	91	1.651330266e-01
60	92	1.678335667e-01
60	93	1.618323665e-01
60	94	1.669333867e-01
60	95	1.685337067e-01
60	96	1.688337668e-01
60	97	1.674334867e-01
60	98	1.677335467e-01
60	99	1.700340068e-01
60	100	1.657331466e-01
61	1	1.666333267e-01
61	2	1.645329066e-01
61	3	1.697339468e-01
61	4	1.677335467e-01
61	5	1.643328666e-01
61	6	1.661332266e-01
61	7	1.632326465e-01
61	8	1.693338668e-01
61	9	1.637327465e-01
61	10	1.670334067e-01
61	11	1.662332466e-01
61	12	1.673334667e-01
61	13	1.643328666e-01
61	14	1.632326465e-01
61	15	1.714342869e-01
61	16	1.703340668e-01
61	17	1.653330666e-01
61	18	1.673334667e-01
61	19	1.641328266e-01
61	20	1.704340868e-01
61	21	1.653330666e-01
61	22	1.670334067e-01
61	23	1.609321864e-01
61	24	1.647329466e-01
61	25	1.617323465e-01
61	26	1.678335667e-01
61	27	1.648329666e-01
61	28	1.654330866e-01
61	29	1.654330866e-01
61	30	1.685337067e-01
61	31	1.632326465e-01
61	32	1.662332466e-01
61	33	1.693338668e-01
61	34	1.624324865e-01
61	35	1.616323265e-01
61	36	1.713342669e-01
61	37	1.662332466e-01
61	38	1.712342468e-01
61	39	1.675335067e-01
61	40	1.622324465e-01
61	41	1.643328666e-01
61	42	1.660332066e-01
61	43	1.718343669e-01
61	44	1.629325865e-01
61	45	1.626325265e-01
61	46	1.667333467e-01
61	47	1.636327265e-01
61	48	1.650330066e-01
61	49	1.677335467e-01
61	50	1.677335467e-01
61	51	1.651330266e-01
61	52	1.651330266e-01
61	53	1.674334867e-01
61	54	1.691338268e-01
61	55	1.700340068e-01
61	56	1.686337267e-01
61	57	1.683336667e-01
61	58	1.688337668e-01
61	59	1.735347069e-01
61	60	1.685337067e-01
61	61	1.896379276e-01
61	62	1.659331866e-01
61	63	1.673334667e-01
61	64	1.705341068e-01
61	65	1.684336867e-01
61	66	1.659331866e-01
61	67	1.661332266e-01
61	68	1.665333067e-01
61	69	1.649329866e-01
61	70	1.675335067e-01
61	71	1.697339468e-01
61	72	1.688337668e-01
61	73	1.690338068e-01
61	74	1.603320664e-01
61	75	1.653330666e-01
61	76	1.664332867e-01
61	77	1.706341268e-01
61	78	1.685337067e-01
61	79	1.672334467e-01
61	80	1.618323665e-01
61	81	1.672334467e-01
61	82	1.690338068e-01
61	83	1.650330066e-01
61	84	1.651330266e-01
61	85	1.656331266e-01
61	86	1.705341068e-01
61	87	1.664332867e-01
61	88	1.723344669e-01
61	89	1.634326865e-01
61	90	1.651330266e-01
61	91	1.676335267e-01
61	92	1.636327265e-01
61	93	1.681336267e-01
61	94	1.663332667e-01
61	95	1.688337668e-01
61	96	1.667333467e-01
61	97	1.665333067e-01
61	98	1.683336667e-01
61	99	1.670334067e-01
61	100	1.676335267e-01
62	1	1.656331266e-01
62	2	1.666333267e-01
62	3	1.683336667e-01
62	4	1.664332867e-01
62	5	1.704340868e-01
62	6	1.688337668e-01
62	7	1.662332466e-01
62	8	1.673334667e-01
62	9	1.685337067e-01
62	10	1.652330466e-01
62	11	1.687337467e-01
62	12	1.635327065e-01
62	13	1.685337067e-01
62	14	1.633326665e-01
62	15	1.650330066e-01
62	16	1.651330266e-01
62	17	1.679335867e-01
62	18	1.677335467e-01
62	19	1.627325465e-01
62	20	1.659331866e-01
62	21	1.697339468e-01
62	22	1.620324065e-01
62	23	1.647329466e-01
62	24	1.642328466e-01
62	25	1.641328266e-01
62	26	1.682336467e-01
62	27	1.617323465e-01
62	28	1.629325865e-01
62	29	1.640328066e-01
62	30	1.631326265e-01
62	31	1.635327065e-01
62	32	1.732346469e-01
62	33	1.662332466e-01
62	34	1.672334467e-01
62	35	1.660332066e-01
62	36	1.658331666e-01
62	37	1.611322264e-01
62	38	1.655331066e-01
62	39	1.659331866e-01
62	40	1.649329866e-01
62	41	1.683336667e-01
62	42	1.624324865e-01
62	43	1.631326265e-01
62	44	1.620324065e-01
62	45	1.678335667e-01
62	46	1.721344269e-01
62	47	1.734346869e-01
62	48	1.669333867e-01
62	49	1.683336667e-01
62	50	1.665333067e-01
62	51	1.637327465e-01
62	52	1.666333267e-01
62	53	1.689337868e-01
62	54	1.658331666e-01
62	55	1.687337467e-01
62	56	1.689337868e-01
62	57	1.643328666e-01
62	58	1.665333067e-01
62	59	1.666333267e-01
62	60	1.635327065e-01
62	61	1.659331866e-01
62	62	1.917383477e-01
62	63	1.689337868e-01
62	64	1.676335267e-01
62	65	1.615323065e-01
62	66	1.602320464e-01
62	67	1.656331266e-01
62	68	1.671334267e-01
62	69	1.653330666e-01
62	70	1.674334867e-01
62	71	1.682336467e-01
62	72	1.678335667e-01
62	73	1.678335667e-01
62	74	1.697339468e-01
62	75	1.667333467e-01
62	76	1.646329266e-01
62	77	1.719343869e-01
62	78	1.656331266e-01
62	79	1.674334867e-01
62	80	1.701340268e-01
62	81	1.696339268e-01
62	82	1.694338868e-01
62	83	1.645329066e-01
62	84	1.669333867e-01
62	85	1.647329466e-01
62	86	1.677335467e-01
62	87	1.614322865e-01
62	88	1.637327465e-01
62	89	1.606321264e-01
62	90	1.640328066e-01
62	91	1.634326865e-01
62	92	1.682336467e-01
62	93	1.669333867e-01
62	94	1.665333067e-01
62	95	1.684336867e-01
62	96	1.701340268e-01
62	97	1.685337067e-01
62	98	1.707341468e-01
62	99	1.636327265e-01
62	100	1.681336267e-01
63	1	1.667333467e-01
63	2	1.686337267e-01
63	3	1.698339668e-01
63	4	1.689337868e-01
63	5	1.639327866e-01
63	6	1.672334467e-01
63	7	1.646329266e-01
63	8	1.732346469e-01
63	9	1.636327265e-01
63	10	1.691338268e-01
63	11	1.661332266e-01
63	12	1.744348870e-01
63	13	1.653330666e-01
63	14	1.735347069e-01
63	15	1.665333067e-01
63	16	1.653330666e-01
63	17	1.658331666e-01
63	18	1.650330066e-01
63	19	1.592318464e-01
63	20	1.676335267e-01
63	21	1.675335067e-01
63	22	1.657331466e-01
63	23	1.634326865e-01
63	24	1.680336067e-01
63	25	1.686337267e-01
63	26	1.680336067e-01
63	27	1.685337067e-01
63	28	1.661332266e-01
63	29	1.641328266e-01
63	30	1.654330866e-01
63	31	1.637327465e-01
63	32	1.670334067e-01
63	33	1.736347269e-01
63	34	1.669333867e-01
63	35	1.644328866e-01
63	36	1.677335467e-01
63	37	1.638327666e-01
63	38	1.673334667e-01
63	39	1.712342468e-01
63	40	1.690338068e-01
63	41	1.652330466e-01
63	42	1.624324865e-01
63	43	1.704340868e-01
63	44	1.687337467e-01
63	45	1.652330466e-01
63	46	1.661332266e-01
63	47	1.659331866e-01
63	48	1.693338668e-01
63	49	1.686337267e-01
63	50	1.638327666e-01
63	51	1.632326465e-01
63	52	1.635327065e-01
63	53	1.633326665e-01
63	54	1.704340868e-01
63	55	1.672334467e-01
63	56	1.679335867e-01
63	57	1.660332066e-01
63	58	1.632326465e-01
63	59	1.644328866e-01
63	60	1.664332867e-01
63	61	1.673334667e-01
63	62	1.689337868e-01
63	63	1.881376275e-01
63	64	1.659331866e-01
63	65	1.639327866e-01
63	66	1.706341268e-01
63	67	1.666333267e-01
63	68	1.650330066e-01
63	69	1.653330666e-01
63	70	1.603320664e-01
63	71	1.687337467e-01
63	72	1.661332266e-01
63	73	1.641328266e-01
63	74	1.636327265e-01
63	75	1.676335267e-01
63	76	1.690338068e-01
63	77	1.676335267e-01
63	78	1.628325665e-01
63	79	1.674334867e-01
63	80	1.633326665e-01
63	81	1.642328466e-01
63	82	1.636327265e-01
63	83	1.622324465e-01
63	84	1.663332667e-01
63	85	1.695339068e-01
63	86	1.625325065e-01
63	87	1.703340668e-01
63	88	1.597319464e-01
63	89	1.666333267e-01
63	90	1.696339268e-01
63	91	1.654330866e-01
63	92	1.670334067e-01
63	93	1.671334267e-01
63	94	1.686337267e-01
63	95	1.658331666e-01
63	96	1.692338468e-01
63	97	1.693338668e-01
63	98	1.633326665e-01
63	99	1.660332066e-01
63	100	1.687337467e-01
64	1	1.675335067e-01
64	2	1.642328466e-01
64	3	1.606321264e-01
64	4	1.688337668e-01
64	5	1.705341068e-01
64	6	1.700340068e-01
64	7	1.603320664e-01
64	8	1.642328466e-01
64	9	1.629325865e-01
64	10	1.684336867e-01
64	11	1.645329066e-01
64	12	1.687337467e-01
64	13	1.628325665e-01
64	14	1.629325865e-01
64	15	1.706341268e-01
64	16	1.619323865e-01
64	17	1.627325465e-01
64	18	1.629325865e-01
64	19	1.699339868e-01
64	20	1.645329066e-01
64	21	1.661332266e-01
64	22	1.655331066e-01
64	23	1.724344869e-01
64	24	1.679335867e-01
64	25	1.687337467e-01
64	26	1.675335067e-01
64	27	1.696339268e-01
64	28	1.682336467e-01
64	29	1.699339868e-01
64	30	1.648329666e-01
64	31	1.669333867e-01
64	32	1.695339068e-01
64	33	1.685337067e-01
64	34	1.668333667e-01
64	35	1.663332667e-01
64	36	1.677335467e-01
64	37	1.697339468e-01
64	38	1.668333667e-01
64	39	1.693338668e-01
64	40	1.691338268e-01
64	41	1.632326465e-01
64	42	1.722344469e-01
64	43	1.691338268e-01
64	44	1.617323465e-01
64	45	1.654330866e-01
64	46	1.679335867e-01
64	47	1.650330066e-01
64	48	1.674334867e-01
64	49	1.640328066e-01
64	50	1.656331266e-01
64	51	1.646329266e-01
64	52	1.617323465e-01
64	53	1.698339668e-01
64	54	1.624324865e-01
64	55	1.626325265e-01
64	56	1.673334667e-01
64	57	1.618323665e-01
64	58	1.660332066e-01
64	59	1.667333467e-01
64	60	1.691338268e-01
