q	p	scale
22	81	1.691338268e-01
22	82	1.687337467e-01
22	83	1.651330266e-01
22	84	1.688337668e-01
22	85	1.686337267e-01
22	86	1.651330266e-01
22	87	1.671334267e-01
22	88	1.634326865e-01
22	89	1.658331666e-01
22	90	1.658331666e-01
22	91	1.662332466e-01
22	92	1.640328066e-01
22	93	1.676335267e-01
22	94	1.645329066e-01
22	95	1.620324065e-01
22	96	1.648329666e-01
22	97	1.715343069e-01
22	98	1.691338268e-01
22	99	1.642328466e-01
22	100	1.638327666e-01
23	1	1.673334667e-01
23	2	1.627325465e-01
23	3	1.670334067e-01
23	4	1.643328666e-01
23	5	1.696339268e-01
23	6	1.685337067e-01
23	7	1.706341268e-01
23	8	1.605321064e-01
23	9	1.657331466e-01
23	10	1.623324665e-01
23	11	1.693338668e-01
23	12	1.677335467e-01
23	13	1.719343869e-01
23	14	1.641328266e-01
23	15	1.649329866e-01
23	16	1.670334067e-01
23	17	1.653330666e-01
23	18	1.633326665e-01
23	19	1.695339068e-01
23	20	1.678335667e-01
23	21	1.643328666e-01
23	22	1.647329466e-01
23	23	2.062412482e-01
23	24	1.637327465e-01
23	25	1.680336067e-01
23	26	1.663332667e-01
23	27	1.660332066e-01
23	28	1.667333467e-01
23	29	1.650330066e-01
23	30	1.640328066e-01
23	31	1.678335667e-01
23	32	1.719343869e-01
23	33	1.645329066e-01
23	34	1.646329266e-01
23	35	1.694338868e-01
23	36	1.642328466e-01
23	37	1.694338868e-01
23	38	1.692338468e-01
23	39	1.647329466e-01
23	40	1.678335667e-01
23	41	1.703340668e-01
23	42	1.657331466e-01
23	43	1.659331866e-01
23	44	1.655331066e-01
23	45	1.662332466e-01
23	46	1.585317063e-01
23	47	1.696339268e-01
23	48	1.698339668e-01
23	49	1.687337467e-01
23	50	1.673334667e-01
23	51	1.658331666e-01
23	52	1.668333667e-01
23	53	1.646329266e-01
23	54	1.659331866e-01
23	55	1.718343669e-01
23	56	1.664332867e-01
23	57	1.672334467e-01
23	58	1.638327666e-01
23	59	1.702340468e-01
23	60	1.626325265e-01
23	61	1.609321864e-01
23	62	1.647329466e-01
23	63	1.634326865e-01
23	64	1.724344869e-01
23	65	1.691338268e-01
23	66	1.665333067e-01
23	67	1.656331266e-01
23	68	1.679335867e-01
23	69	1.665333067e-01
23	70	1.642328466e-01
23	71	1.681336267e-01
23	72	1.622324465e-01
23	73	1.626325265e-01
23	74	1.691338268e-01
23	75	1.658331666e-01
23	76	1.678335667e-01
23	77	1.623324665e-01
23	78	1.644328866e-01
23	79	1.710342068e-01
23	80	1.684336867e-01
23	81	1.678335667e-01
23	82	1.695339068e-01
23	83	1.658331666e-01
23	84	1.679335867e-01
23	85	1.677335467e-01
23	86	1.692338468e-01
23	87	1.690338068e-01
23	88	1.654330866e-01
23	89	1.667333467e-01
23	90	1.681336267e-01
23	91	1.692338468e-01
23	92	1.671334267e-01
23	93	1.640328066e-01
23	94	1.668333667e-01
23	95	1.703340668e-01
23	96	1.703340668e-01
23	97	1.687337467e-01
23	98	1.629325865e-01
23	99	1.722344469e-01
23	100	1.696339268e-01
24	1	1.670334067e-01
24	2	1.678335667e-01
24	3	1.664332867e-01
24	4	1.725345069e-01
24	5	1.688337668e-01
24	6	1.715343069e-01
24	7	1.602320464e-01
24	8	1.690338068e-01
24	9	1.668333667e-01
24	10	1.666333267e-01
24	11	1.675335067e-01
24	12	1.698339668e-01
24	13	1.636327265e-01
24	14	1.712342468e-01
24	15	1.710342068e-01
24	16	1.668333667e-01
24	17	1.655331066e-01
24	18	1.648329666e-01
24	19	1.645329066e-01
24	20	1.623324665e-01
24	21	1.644328866e-01
24	22	1.613322665e-01
24	23	1.637327465e-01
24	24	2.129425885e-01
24	25	1.671334267e-01
24	26	1.672334467e-01
24	27	1.684336867e-01
24	28	1.654330866e-01
24	29	1.658331666e-01
24	30	1.624324865e-01
24	31	1.653330666e-01
24	32	1.640328066e-01
24	33	1.684336867e-01
24	34	1.683336667e-01
24	35	1.664332867e-01
24	36	1.716343269e-01
24	37	1.676335267e-01
24	38	1.649329866e-01
24	39	1.633326665e-01
24	40	1.653330666e-01
24	41	1.603320664e-01
24	42	1.666333267e-01
24	43	1.669333867e-01
24	44	1.664332867e-01
24	45	1.612322464e-01
24	46	1.693338668e-01
24	47	1.671334267e-01
24	48	1.704340868e-01
24	49	1.666333267e-01
24	50	1.689337868e-01
24	51	1.675335067e-01
24	52	1.646329266e-01
24	53	1.663332667e-01
24	54	1.679335867e-01
24	55	1.694338868e-01
24	56	1.632326465e-01
24	57	1.654330866e-01
24	58	1.713342669e-01
24	59	1.702340468e-01
24	60	1.680336067e-01
24	61	1.647329466e-01
24	62	1.642328466e-01
24	63	1.680336067e-01
24	64	1.679335867e-01
24	65	1.697339468e-01
24	66	1.658331666e-01
24	67	1.654330866e-01
24	68	1.685337067e-01
24	69	1.660332066e-01
24	70	1.683336667e-01
24	71	1.691338268e-01
24	72	1.695339068e-01
24	73	1.659331866e-01
24	74	1.728345669e-01
24	75	1.664332867e-01
24	76	1.698339668e-01
24	77	1.655331066e-01
24	78	1.668333667e-01
24	79	1.692338468e-01
24	80	1.622324465e-01
24	81	1.664332867e-01
24	82	1.653330666e-01
24	83	1.668333667e-01
24	84	1.616323265e-01
24	85	1.685337067e-01
24	86	1.693338668e-01
24	87	1.659331866e-01
24	88	1.650330066e-01
24	89	1.706341268e-01
24	90	1.673334667e-01
24	91	1.664332867e-01
24	92	1.654330866e-01
24	93	1.728345669e-01
24	94	1.678335667e-01
24	95	1.701340268e-01
24	96	1.679335867e-01
24	97	1.671334267e-01
24	98	1.624324865e-01
24	99	1.630326065e-01
24	100	1.650330066e-01
25	1	1.658331666e-01
25	2	1.670334067e-01
25	3	1.664332867e-01
25	4	1.677335467e-01
25	5	1.652330466e-01
25	6	1.647329466e-01
25	7	1.672334467e-01
25	8	1.627325465e-01
25	9	1.643328666e-01
25	10	1.645329066e-01
25	11	1.717343469e-01
25	12	1.659331866e-01
25	13	1.681336267e-01
25	14	1.662332466e-01
25	15	1.664332867e-01
25	16	1.637327465e-01
25	17	1.700340068e-01
25	18	1.729345869e-01
25	19	1.705341068e-01
25	20	1.641328266e-01
25	21	1.647329466e-01
25	22	1.674334867e-01
25	23	1.680336067e-01
25	24	1.671334267e-01
25	25	2.052410482e-01
25	26	1.667333467e-01
25	27	1.657331466e-01
25	28	1.680336067e-01
25	29	1.661332266e-01
25	30	1.643328666e-01
25	31	1.704340868e-01
25	32	1.677335467e-01
25	33	1.670334067e-01
25	34	1.700340068e-01
25	35	1.612322464e-01
25	36	1.669333867e-01
25	37	1.667333467e-01
25	38	1.677335467e-01
25	39	1.684336867e-01
25	40	1.651330266e-01
25	41	1.635327065e-01
25	42	1.696339268e-01
25	43	1.650330066e-01
25	44	1.657331466e-01
25	45	1.665333067e-01
25	46	1.676335267e-01
25	47	1.712342468e-01
25	48	1.661332266e-01
25	49	1.715343069e-01
25	50	1.634326865e-01
25	51	1.662332466e-01
25	52	1.675335067e-01
25	53	1.712342468e-01
25	54	1.625325065e-01
25	55	1.665333067e-01
25	56	1.696339268e-01
25	57	1.689337868e-01
25	58	1.678335667e-01
25	59	1.634326865e-01
25	60	1.705341068e-01
25	61	1.617323465e-01
25	62	1.641328266e-01
25	63	1.686337267e-01
25	64	1.687337467e-01
25	65	1.642328466e-01
25	66	1.606321264e-01
25	67	1.700340068e-01
25	68	1.628325665e-01
25	69	1.694338868e-01
25	70	1.687337467e-01
25	71	1.654330866e-01
25	72	1.622324465e-01
25	73	1.652330466e-01
25	74	1.660332066e-01
25	75	1.664332867e-01
25	76	1.625325065e-01
25	77	1.643328666e-01
25	78	1.691338268e-01
25	79	1.707341468e-01
25	80	1.663332667e-01
25	81	1.673334667e-01
25	82	1.600320064e-01
25	83	1.631326265e-01
25	84	1.606321264e-01
25	85	1.598319664e-01
25	86	1.695339068e-01
25	87	1.733346669e-01
25	88	1.701340268e-01
25	89	1.663332667e-01
25	90	1.649329866e-01
25	91	1.639327866e-01
25	92	1.672334467e-01
25	93	1.676335267e-01
25	94	1.657331466e-01
25	95	1.657331466e-01
25	96	1.697339468e-01
25	97	1.743348670e-01
25	98	1.709341868e-01
25	99	1.704340868e-01
25	100	1.687337467e-01
26	1	1.675335067e-01
26	2	1.664332867e-01
26	3	1.651330266e-01
26	4	1.634326865e-01
26	5	1.625325065e-01
26	6	1.632326465e-01
26	7	1.696339268e-01
26	8	1.713342669e-01
26	9	1.686337267e-01
26	10	1.713342669e-01
26	11	1.667333467e-01
26	12	1.659331866e-01
26	13	1.655331066e-01
26	14	1.697339468e-01
26	15	1.650330066e-01
26	16	1.665333067e-01
26	17	1.673334667e-01
26	18	1.680336067e-01
26	19	1.701340268e-01
26	20	1.650330066e-01
26	21	1.670334067e-01
26	22	1.641328266e-01
26	23	1.663332667e-01
26	24	1.672334467e-01
26	25	1.667333467e-01
26	26	2.002400480e-01
26	27	1.632326465e-01
26	28	1.663332667e-01
26	29	1.704340868e-01
26	30	1.635327065e-01
26	31	1.683336667e-01
26	32	1.725345069e-01
26	33	1.659331866e-01
26	34	1.640328066e-01
26	35	1.680336067e-01
26	36	1.619323865e-01
26	37	1.710342068e-01
26	38	1.726345269e-01
26	39	1.609321864e-01
26	40	1.656331266e-01
26	41	1.691338268e-01
26	42	1.677335467e-01
26	43	1.711342268e-01
26	44	1.676335267e-01
26	45	1.655331066e-01
26	46	1.706341268e-01
26	47	1.674334867e-01
26	48	1.664332867e-01
26	49	1.663332667e-01
26	50	1.617323465e-01
26	51	1.659331866e-01
26	52	1.686337267e-01
26	53	1.636327265e-01
26	54	1.697339468e-01
26	55	1.689337868e-01
26	56	1.628325665e-01
26	57	1.642328466e-01
26	58	1.660332066e-01
26	59	1.696339268e-01
26	60	1.701340268e-01
26	61	1.678335667e-01
26	62	1.682336467e-01
26	63	1.680336067e-01
26	64	1.675335067e-01
26	65	1.636327265e-01
26	66	1.685337067e-01
26	67	1.711342268e-01
26	68	1.658331666e-01
26	69	1.662332466e-01
26	70	1.617323465e-01
26	71	1.627325465e-01
26	72	1.664332867e-01
26	73	1.655331066e-01
26	74	1.667333467e-01
26	75	1.653330666e-01
26	76	1.720344069e-01
26	77	1.720344069e-01
26	78	1.648329666e-01
26	79	1.630326065e-01
26	80	1.599319864e-01
26	81	1.685337067e-01
26	82	1.673334667e-01
26	83	1.684336867e-01
26	84	1.691338268e-01
26	85	1.648329666e-01
26	86	1.682336467e-01
26	87	1.621324265e-01
26	88	1.677335467e-01
26	89	1.698339668e-01
26	90	1.617323465e-01
26	91	1.718343669e-01
26	92	1.655331066e-01
26	93	1.655331066e-01
26	94	1.688337668e-01
26	95	1.640328066e-01
26	96	1.667333467e-01
26	97	1.665333067e-01
26	98	1.688337668e-01
26	99	1.628325665e-01
26	100	1.721344269e-01
27	1	1.647329466e-01
27	2	1.621324265e-01
27	3	1.652330466e-01
27	4	1.701340268e-01
27	5	1.684336867e-01
27	6	1.700340068e-01
27	7	1.703340668e-01
27	8	1.671334267e-01
27	9	1.648329666e-01
27	10	1.702340468e-01
27	11	1.679335867e-01
27	12	1.620324065e-01
27	13	1.682336467e-01
27	14	1.665333067e-01
27	15	1.706341268e-01
27	16	1.642328466e-01
27	17	1.675335067e-01
27	18	1.660332066e-01
27	19	1.649329866e-01
27	20	1.659331866e-01
27	21	1.670334067e-01
27	22	1.703340668e-01
27	23	1.660332066e-01
27	24	1.684336867e-01
27	25	1.657331466e-01
27	26	1.632326465e-01
27	27	2.005401080e-01
27	28	1.645329066e-01
27	29	1.650330066e-01
27	30	1.686337267e-01
27	31	1.699339868e-01
27	32	1.684336867e-01
27	33	1.639327866e-01
27	34	1.692338468e-01
27	35	1.669333867e-01
27	36	1.714342869e-01
27	37	1.644328866e-01
27	38	1.684336867e-01
27	39	1.641328266e-01
27	40	1.655331066e-01
27	41	1.695339068e-01
27	42	1.671334267e-01
27	43	1.694338868e-01
27	44	1.681336267e-01
27	45	1.686337267e-01
27	46	1.659331866e-01
27	47	1.656331266e-01
27	48	1.679335867e-01
27	49	1.685337067e-01
27	50	1.663332667e-01
27	51	1.707341468e-01
27	52	1.696339268e-01
27	53	1.615323065e-01
27	54	1.614322865e-01
27	55	1.654330866e-01
27	56	1.629325865e-01
27	57	1.656331266e-01
27	58	1.649329866e-01
27	59	1.683336667e-01
27	60	1.668333667e-01
27	61	1.648329666e-01
27	62	1.617323465e-01
27	63	1.685337067e-01
27	64	1.696339268e-01
27	65	1.623324665e-01
27	66	1.648329666e-01
27	67	1.694338868e-01
27	68	1.624324865e-01
27	69	1.669333867e-01
27	70	1.643328666e-01
27	71	1.655331066e-01
27	72	1.665333067e-01
27	73	1.688337668e-01
27	74	1.687337467e-01
27	75	1.653330666e-01
27	76	1.639327866e-01
27	77	1.647329466e-01
27	78	1.636327265e-01
27	79	1.606321264e-01
27	80	1.670334067e-01
27	81	1.695339068e-01
27	82	1.702340468e-01
27	83	1.655331066e-01
27	84	1.680336067e-01
27	85	1.646329266e-01
27	86	1.682336467e-01
27	87	1.668333667e-01
27	88	1.659331866e-01
27	89	1.604320864e-01
27	90	1.676335267e-01
27	91	1.673334667e-01
27	92	1.659331866e-01
27	93	1.677335467e-01
27	94	1.700340068e-01
27	95	1.649329866e-01
27	96	1.688337668e-01
27	97	1.673334667e-01
27	98	1.646329266e-01
27	99	1.713342669e-01
27	100	1.632326465e-01
28	1	1.697339468e-01
28	2	1.640328066e-01
28	3	1.718343669e-01
28	4	1.661332266e-01
28	5	1.673334667e-01
28	6	1.664332867e-01
28	7	1.689337868e-01
28	8	1.668333667e-01
28	9	1.721344269e-01
28	10	1.596319264e-01
28	11	1.669333867e-01
28	12	1.678335667e-01
28	13	1.683336667e-01
28	14	1.694338868e-01
28	15	1.667333467e-01
28	16	1.677335467e-01
28	17	1.622324465e-01
28	18	1.679335867e-01
28	19	1.659331866e-01
28	20	1.688337668e-01
28	21	1.679335867e-01
28	22	1.672334467e-01
28	23	1.667333467e-01
28	24	1.654330866e-01
28	25	1.680336067e-01
28	26	1.663332667e-01
28	27	1.645329066e-01
28	28	1.952390478e-01
28	29	1.678335667e-01
28	30	1.670334067e-01
28	31	1.648329666e-01
28	32	1.676335267e-01
28	33	1.610322064e-01
28	34	1.656331266e-01
28	35	1.675335067e-01
28	36	1.685337067e-01
28	37	1.736347269e-01
28	38	1.656331266e-01
28	39	1.698339668e-01
28	40	1.673334667e-01
28	41	1.614322865e-01
28	42	1.648329666e-01
28	43	1.702340468e-01
28	44	1.732346469e-01
28	45	1.659331866e-01
28	46	1.652330466e-01
28	47	1.666333267e-01
28	48	1.633326665e-01
28	49	1.681336267e-01
28	50	1.651330266e-01
28	51	1.651330266e-01
28	52	1.662332466e-01
28	53	1.646329266e-01
28	54	1.659331866e-01
28	55	1.656331266e-01
28	56	1.714342869e-01
28	57	1.655331066e-01
28	58	1.666333267e-01
28	59	1.693338668e-01
28	60	1.678335667e-01
28	61	1.654330866e-01
28	62	1.629325865e-01
28	63	1.661332266e-01
28	64	1.682336467e-01
28	65	1.648329666e-01
28	66	1.620324065e-01
28	67	1.658331666e-01
28	68	1.678335667e-01
28	69	1.665333067e-01
28	70	1.720344069e-01
28	71	1.660332066e-01
28	72	1.620324065e-01
28	73	1.636327265e-01
28	74	1.643328666e-01
28	75	1.680336067e-01
28	76	1.663332667e-01
28	77	1.683336667e-01
28	78	1.690338068e-01
28	79	1.646329266e-01
28	80	1.680336067e-01
28	81	1.669333867e-01
28	82	1.650330066e-01
28	83	1.714342869e-01
28	84	1.666333267e-01
28	85	1.683336667e-01
28	86	1.631326265e-01
28	87	1.698339668e-01
28	88	1.666333267e-01
28	89	1.648329666e-01
28	90	1.665333067e-01
28	91	1.643328666e-01
28	92	1.662332466e-01
28	93	1.670334067e-01
28	94	1.642328466e-01
28	95	1.626325265e-01
28	96	1.638327666e-01
28	97	1.668333667e-01
28	98	1.632326465e-01
28	99	1.694338868e-01
28	100	1.674334867e-01
29	1	1.663332667e-01
29	2	1.699339868e-01
29	3	1.657331466e-01
29	4	1.677335467e-01
29	5	1.687337467e-01
29	6	1.652330466e-01
29	7	1.622324465e-01
29	8	1.649329866e-01
29	9	1.704340868e-01
29	10	1.667333467e-01
29	11	1.653330666e-01
29	12	1.709341868e-01
29	13	1.672334467e-01
29	14	1.674334867e-01
29	15	1.657331466e-01
29	16	1.662332466e-01
29	17	1.715343069e-01
29	18	1.642328466e-01
29	19	1.639327866e-01
29	20	1.702340468e-01
29	21	1.671334267e-01
29	22	1.679335867e-01
29	23	1.650330066e-01
29	24	1.658331666e-01
29	25	1.661332266e-01
29	26	1.704340868e-01
29	27	1.650330066e-01
29	28	1.678335667e-01
29	29	1.992398480e-01
29	30	1.656331266e-01
29	31	1.665333067e-01
29	32	1.654330866e-01
29	33	1.675335067e-01
29	34	1.650330066e-01
29	35	1.647329466e-01
29	36	1.649329866e-01
29	37	1.672334467e-01
29	38	1.667333467e-01
29	39	1.664332867e-01
29	40	1.649329866e-01
29	41	1.686337267e-01
29	42	1.642328466e-01
29	43	1.644328866e-01
29	44	1.674334867e-01
29	45	1.665333067e-01
29	46	1.663332667e-01
29	47	1.694338868e-01
29	48	1.663332667e-01
29	49	1.639327866e-01
29	50	1.647329466e-01
29	51	1.633326665e-01
29	52	1.692338468e-01
29	53	1.686337267e-01
29	54	1.712342468e-01
29	55	1.674334867e-01
29	56	1.627325465e-01
29	57	1.613322665e-01
29	58	1.686337267e-01
29	59	1.652330466e-01
29	60	1.689337868e-01
29	61	1.654330866e-01
29	62	1.640328066e-01
29	63	1.641328266e-01
29	64	1.699339868e-01
29	65	1.648329666e-01
29	66	1.614322865e-01
29	67	1.640328066e-01
29	68	1.617323465e-01
29	69	1.661332266e-01
29	70	1.663332667e-01
29	71	1.661332266e-01
29	72	1.629325865e-01
29	73	1.662332466e-01
29	74	1.665333067e-01
29	75	1.661332266e-01
29	76	1.629325865e-01
29	77	1.646329266e-01
29	78	1.683336667e-01
29	79	1.661332266e-01
29	80	1.656331266e-01
29	81	1.707341468e-01
29	82	1.622324465e-01
29	83	1.700340068e-01
29	84	1.640328066e-01
29	85	1.674334867e-01
29	86	1.689337868e-01
29	87	1.672334467e-01
29	88	1.654330866e-01
29	89	1.680336067e-01
29	90	1.663332667e-01
29	91	1.668333667e-01
29	92	1.724344869e-01
29	93	1.637327465e-01
29	94	1.653330666e-01
29	95	1.662332466e-01
29	96	1.618323665e-01
29	97	1.616323265e-01
29	98	1.648329666e-01
29	99	1.681336267e-01
29	100	1.638327666e-01
30	1	1.722344469e-01
30	2	1.661332266e-01
30	3	1.677335467e-01
30	4	1.707341468e-01
30	5	1.659331866e-01
30	6	1.649329866e-01
30	7	1.689337868e-01
30	8	1.646329266e-01
30	9	1.657331466e-01
30	10	1.683336667e-01
30	11	1.674334867e-01
30	12	1.665333067e-01
30	13	1.621324265e-01
30	14	1.647329466e-01
30	15	1.674334867e-01
30	16	1.640328066e-01
30	17	1.665333067e-01
30	18	1.705341068e-01
30	19	1.611322264e-01
30	20	1.676335267e-01
30	21	1.687337467e-01
30	22	1.717343469e-01
30	23	1.640328066e-01
30	24	1.624324865e-01
30	25	1.643328666e-01
30	26	1.635327065e-01
30	27	1.686337267e-01
30	28	1.670334067e-01
30	29	1.656331266e-01
30	30	1.987397479e-01
30	31	1.684336867e-01
30	32	1.678335667e-01
30	33	1.605321064e-01
30	34	1.675335067e-01
30	35	1.669333867e-01
30	36	1.636327265e-01
30	37	1.632326465e-01
30	38	1.672334467e-01
30	39	1.700340068e-01
30	40	1.698339668e-01
30	41	1.611322264e-01
30	42	1.729345869e-01
30	43	1.650330066e-01
30	44	1.661332266e-01
30	45	1.686337267e-01
30	46	1.621324265e-01
30	47	1.714342869e-01
30	48	1.659331866e-01
30	49	1.631326265e-01
30	50	1.667333467e-01
30	51	1.680336067e-01
30	52	1.658331666e-01
30	53	1.704340868e-01
30	54	1.680336067e-01
30	55	1.717343469e-01
30	56	1.704340868e-01
30	57	1.635327065e-01
30	58	1.651330266e-01
30	59	1.669333867e-01
30	60	1.644328866e-01
30	61	1.685337067e-01
30	62	1.631326265e-01
30	63	1.654330866e-01
30	64	1.648329666e-01
30	65	1.646329266e-01
30	66	1.632326465e-01
30	67	1.663332667e-01
30	68	1.662332466e-01
30	69	1.644328866e-01
30	70	1.700340068e-01
30	71	1.655331066e-01
30	72	1.621324265e-01
30	73	1.726345269e-01
30	74	1.687337467e-01
30	75	1.636327265e-01
30	76	1.674334867e-01
30	77	1.711342268e-01
30	78	1.653330666e-01
30	79	1.691338268e-01
30	80	1.638327666e-01
30	81	1.611322264e-01
30	82	1.680336067e-01
30	83	1.695339068e-01
30	84	1.689337868e-01
30	85	1.696339268e-01
30	86	1.671334267e-01
30	87	1.620324065e-01
30	88	1.680336067e-01
30	89	1.659331866e-01
30	90	1.660332066e-01
30	91	1.670334067e-01
30	92	1.718343669e-01
30	93	1.673334667e-01
30	94	1.639327866e-01
30	95	1.655331066e-01
30	96	1.672334467e-01
30	97	1.695339068e-01
30	98	1.614322865e-01
30	99	1.672334467e-01
30	100	1.669333867e-01
31	1	1.694338868e-01
31	2	1.646329266e-01
31	3	1.685337067e-01
31	4	1.669333867e-01
31	5	1.681336267e-01
31	6	1.687337467e-01
31	7	1.687337467e-01
31	8	1.650330066e-01
31	9	1.675335067e-01
31	10	1.658331666e-01
31	11	1.688337668e-01
31	12	1.647329466e-01
31	13	1.621324265e-01
31	14	1.621324265e-01
31	15	1.672334467e-01
31	16	1.621324265e-01
31	17	1.665333067e-01
31	18	1.635327065e-01
31	19	1.653330666e-01
31	20	1.690338068e-01
31	21	1.645329066e-01
31	22	1.664332867e-01
31	23	1.678335667e-01
31	24	1.653330666e-01
31	25	1.704340868e-01
31	26	1.683336667e-01
31	27	1.699339868e-01
31	28	1.648329666e-01
31	29	1.665333067e-01
31	30	1.684336867e-01
31	31	1.951390278e-01
31	32	1.642328466e-01
31	33	1.662332466e-01
31	34	1.669333867e-01
31	35	1.660332066e-01
31	36	1.682336467e-01
31	37	1.677335467e-01
31	38	1.680336067e-01
31	39	1.679335867e-01
31	40	1.681336267e-01
31	41	1.686337267e-01
31	42	1.664332867e-01
31	43	1.687337467e-01
31	44	1.686337267e-01
31	45	1.662332466e-01
31	46	1.677335467e-01
31	47	1.717343469e-01
31	48	1.638327666e-01
31	49	1.711342268e-01
31	50	1.686337267e-01
31	51	1.687337467e-01
31	52	1.647329466e-01
31	53	1.653330666e-01
31	54	1.642328466e-01
31	55	1.655331066e-01
31	56	1.633326665e-01
31	57	1.685337067e-01
31	58	1.673334667e-01
31	59	1.606321264e-01
31	60	1.668333667e-01
31	61	1.632326465e-01
31	62	1.635327065e-01
31	63	1.637327465e-01
31	64	1.669333867e-01
31	65	1.703340668e-01
31	66	1.666333267e-01
31	67	1.660332066e-01
31	68	1.667333467e-01
31	69	1.723344669e-01
31	70	1.716343269e-01
31	71	1.708341668e-01
31	72	1.642328466e-01
31	73	1.716343269e-01
31	74	1.664332867e-01
31	75	1.680336067e-01
31	76	1.654330866e-01
31	77	1.682336467e-01
31	78	1.640328066e-01
31	79	1.677335467e-01
31	80	1.672334467e-01
31	81	1.685337067e-01
31	82	1.613322665e-01
31	83	1.681336267e-01
31	84	1.665333067e-01
31	85	1.667333467e-01
31	86	1.670334067e-01
31	87	1.648329666e-01
31	88	1.645329066e-01
31	89	1.739347870e-01
31	90	1.597319464e-01
31	91	1.678335667e-01
31	92	1.682336467e-01
31	93	1.671334267e-01
31	94	1.636327265e-01
31	95	1.668333667e-01
31	96	1.676335267e-01
31	97	1.658331666e-01
31	98	1.675335067e-01
31	99	1.601320264e-01
31	100	1.689337868e-01
32	1	1.726345269e-01
32	2	1.695339068e-01
32	3	1.674334867e-01
32	4	1.681336267e-01
32	5	1.690338068e-01
32	6	1.651330266e-01
32	7	1.693338668e-01
32	8	1.673334667e-01
32	9	1.676335267e-01
32	10	1.668333667e-01
32	11	1.683336667e-01
32	12	1.692338468e-01
32	13	1.666333267e-01
32	14	1.655331066e-01
32	15	1.691338268e-01
32	16	1.662332466e-01
32	17	1.666333267e-01
32	18	1.701340268e-01
32	19	1.692338468e-01
32	20	1.724344869e-01
32	21	1.640328066e-01
32	22	1.670334067e-01
32	23	1.719343869e-01
32	24	1.640328066e-01
32	25	1.677335467e-01
32	26	1.725345069e-01
32	27	1.684336867e-01
32	28	1.676335267e-01
32	29	1.654330866e-01
32	30	1.678335667e-01
32	31	1.642328466e-01
32	32	1.966393279e-01
32	33	1.677335467e-01
32	34	1.645329066e-01
32	35	1.621324265e-01
32	36	1.692338468e-01
32	37	1.667333467e-01
32	38	1.653330666e-01
32	39	1.683336667e-01
32	40	1.710342068e-01
32	41	1.653330666e-01
32	42	1.694338868e-01
32	43	1.698339668e-01
32	44	1.708341668e-01
32	45	1.652330466e-01
32	46	1.683336667e-01
32	47	1.681336267e-01
32	48	1.680336067e-01
32	49	1.663332667e-01
32	50	1.599319864e-01
32	51	1.671334267e-01
32	52	1.683336667e-01
32	53	1.648329666e-01
32	54	1.668333667e-01
32	55	1.679335867e-01
32	56	1.733346669e-01
32	57	1.635327065e-01
32	58	1.647329466e-01
32	59	1.648329666e-01
32	60	1.641328266e-01
32	61	1.662332466e-01
32	62	1.732346469e-01
32	63	1.670334067e-01
32	64	1.695339068e-01
32	65	1.613322665e-01
32	66	1.689337868e-01
32	67	1.640328066e-01
32	68	1.706341268e-01
32	69	1.719343869e-01
32	70	1.679335867e-01
32	71	1.650330066e-01
32	72	1.654330866e-01
32	73	1.640328066e-01
32	74	1.646329266e-01
32	75	1.684336867e-01
32	76	1.673334667e-01
32	77	1.603320664e-01
32	78	1.635327065e-01
32	79	1.669333867e-01
32	80	1.617323465e-01
32	81	1.695339068e-01
32	82	1.696339268e-01
32	83	1.648329666e-01
32	84	1.680336067e-01
32	85	1.699339868e-01
32	86	1.694338868e-01
32	87	1.628325665e-01
32	88	1.673334667e-01
32	89	1.693338668e-01
32	90	1.640328066e-01
32	91	1.675335067e-01
32	92	1.655331066e-01
32	93	1.669333867e-01
32	94	1.665333067e-01
32	95	1.669333867e-01
32	96	1.633326665e-01
32	97	1.678335667e-01
32	98	1.657331466e-01
32	99	1.669333867e-01
32	100	1.637327465e-01
33	1	1.693338668e-01
33	2	1.641328266e-01
33	3	1.632326465e-01
33	4	1.642328466e-01
33	5	1.668333667e-01
33	6	1.639327866e-01
33	7	1.650330066e-01
33	8	1.658331666e-01
33	9	1.661332266e-01
33	10	1.693338668e-01
33	11	1.658331666e-01
33	12	1.690338068e-01
33	13	1.705341068e-01
33	14	1.703340668e-01
33	15	1.663332667e-01
33	16	1.634326865e-01
33	17	1.634326865e-01
33	18	1.645329066e-01
33	19	1.646329266e-01
33	20	1.689337868e-01
33	21	1.635327065e-01
33	22	1.663332667e-01
33	23	1.645329066e-01
33	24	1.684336867e-01
33	25	1.670334067e-01
33	26	1.659331866e-01
33	27	1.639327866e-01
33	28	1.610322064e-01
33	29	1.675335067e-01
33	30	1.605321064e-01
33	31	1.662332466e-01
33	32	1.677335467e-01
33	33	1.952390478e-01
33	34	1.671334267e-01
33	35	1.651330266e-01
33	36	1.593318664e-01
33	37	1.690338068e-01
33	38	1.636327265e-01
33	39	1.660332066e-01
33	40	1.698339668e-01
33	41	1.648329666e-01
33	42	1.650330066e-01
33	43	1.712342468e-01
33	44	1.699339868e-01
33	45	1.650330066e-01
33	46	1.666333267e-01
33	47	1.637327465e-01
33	48	1.637327465e-01
33	49	1.659331866e-01
33	50	1.663332667e-01
33	51	1.637327465e-01
33	52	1.659331866e-01
33	53	1.667333467e-01
33	54	1.666333267e-01
33	55	1.668333667e-01
33	56	1.690338068e-01
