N	MeMresult	Mresult	eta	seed=1270275390
864900	2.003816872e+02	2.006567110e+02	7.040305238e-01
883600	2.004294684e+02	2.005144035e+02	7.042881394e-01
902500	2.003038045e+02	2.005871605e+02	7.041750693e-01
921600	2.003572015e+02	2.005356798e+02	7.041753472e-01
940900	2.002749651e+02	2.004495029e+02	7.041279626e-01
960400	2.003968762e+02	2.003848033e+02	7.042815494e-01
980100	2.004837017e+02	2.004608342e+02	7.042669115e-01
1000000	2.004703193e+02	2.003032832e+02	7.041620000e-01
1020100	2.004637179e+02	2.002961634e+02	7.041701794e-01
1040400	2.003650486e+02	2.002283796e+02	7.041359093e-01
1060900	2.003073143e+02	2.001651242e+02	7.041257423e-01
1081600	2.004113480e+02	2.003259457e+02	7.041207470e-01
1102500	2.003043705e+02	2.003352596e+02	7.042058957e-01
1123600	2.002974921e+02	2.004534752e+02	7.042203631e-01
1144900	2.001752052e+02	2.004132441e+02	7.041208839e-01
1166400	2.002229457e+02	2.003734644e+02	7.040929355e-01
1188100	2.002631687e+02	2.003732646e+02	7.041376988e-01
1210000	2.002902491e+02	2.002091754e+02	7.040859504e-01
1232100	2.003552283e+02	2.001380899e+02	7.041384628e-01
1254400	2.003021700e+02	1.999271995e+02	7.041764987e-01
1276900	2.002859959e+02	2.000215598e+02	7.043174877e-01
1299600	2.002937380e+02	2.000666748e+02	7.043359495e-01
1322500	2.003513815e+02	1.999971684e+02	7.044453686e-01
1345600	2.004274050e+02	2.000867154e+02	7.044805291e-01
1368900	2.003951293e+02	2.001317195e+02	7.045109212e-01
1392400	2.004213576e+02	2.000911017e+02	7.044513071e-01
1416100	2.003861561e+02	2.000059397e+02	7.044488384e-01
1440000	2.004397535e+02	2.000237670e+02	7.044006944e-01
1464100	2.004957947e+02	1.999269779e+02	7.043521617e-01
1488400	2.004646204e+02	1.998785537e+02	7.043321688e-01
1512900	2.005025603e+02	1.998935087e+02	7.042904356e-01
1537600	2.003881935e+02	1.998365068e+02	7.042917534e-01
1562500	2.003572860e+02	1.999528161e+02	7.043001600e-01
1587600	2.004050806e+02	2.000344340e+02	7.042391030e-01
1612900	2.003559080e+02	1.999592178e+02	7.041750884e-01
1638400	2.003931826e+02	1.999400478e+02	7.041632080e-01
1664100	2.003377170e+02	2.000002123e+02	7.040892975e-01
1690000	2.003012254e+02	2.000112545e+02	7.041153846e-01
1716100	2.002801446e+02	2.000370381e+02	7.041897325e-01
1742400	2.003051833e+02	1.999877646e+02	7.041184573e-01
1768900	2.003186937e+02	2.000600786e+02	7.040352762e-01
1795600	2.003931104e+02	2.000038080e+02	7.040838717e-01
1822500	2.003417596e+02	1.998172087e+02	7.039950617e-01
1849600	2.003603770e+02	1.997469199e+02	7.040014057e-01
1876900	2.003487201e+02	1.997074035e+02	7.038696787e-01
1904400	2.003369611e+02	1.997324495e+02	7.038206259e-01
1932100	2.003317379e+02	1.996958342e+02	7.038310646e-01
1960000	2.003008010e+02	1.996983663e+02	7.036979592e-01
1988100	2.003403348e+02	1.996339988e+02	7.036612846e-01
2016400	2.003843099e+02	1.996776863e+02	7.036684190e-01
2044900	2.003747695e+02	1.996210438e+02	7.035718128e-01
2073600	2.004497596e+02	1.997104976e+02	7.035484182e-01
2102500	2.003263018e+02	1.997076296e+02	7.035429251e-01
2131600	2.003990495e+02	1.996683875e+02	7.036155939e-01
2160900	2.003151897e+02	1.997008022e+02	7.035684206e-01
2190400	2.003311889e+02	1.997707967e+02	7.035377100e-01
2220100	2.002658764e+02	1.997269961e+02	7.036250619e-01
2250000	2.002690436e+02	1.997138698e+02	7.036315556e-01
2280100	2.002966823e+02	1.995995626e+02	7.036893119e-01
2310400	2.003069058e+02	1.995412659e+02	7.037084488e-01
2340900	2.003208543e+02	1.995024921e+02	7.037438592e-01
2371600	2.003608878e+02	1.995471082e+02	7.037325013e-01
2402500	2.004318036e+02	1.996285483e+02	7.037656608e-01
2433600	2.004088245e+02	1.996425494e+02	7.037927350e-01
2464900	2.003982749e+02	1.996676452e+02	7.038184105e-01
2496400	2.004198789e+02	1.996790791e+02	7.038367249e-01
2528100	2.003144827e+02	1.996639374e+02	7.038234247e-01
2560000	2.003252949e+02	1.996683265e+02	7.038410156e-01
2592100	2.002778601e+02	1.997421341e+02	7.038837236e-01
2624400	2.003434351e+02	1.998189117e+02	7.038424021e-01
2656900	2.003109567e+02	1.998010231e+02	7.038386842e-01
2689600	2.003002329e+02	1.999475106e+02	7.038005651e-01
2722500	2.002276583e+02	1.999693931e+02	7.038233242e-01
2755600	2.002624779e+02	1.998766163e+02	7.038329220e-01
2788900	2.002501094e+02	1.998771959e+02	7.038058016e-01
2822400	2.002335908e+02	1.998539226e+02	7.037786990e-01
2856100	2.002574832e+02	1.999081971e+02	7.038258464e-01
2890000	2.002238541e+02	1.999522409e+02	7.038235294e-01
2924100	2.002124119e+02	2.000157125e+02	7.038196368e-01
2958400	2.001214306e+02	2.000616683e+02	7.037993510e-01
2992900	2.000828269e+02	2.000732267e+02	7.038193725e-01
3027600	2.001567247e+02	2.001202163e+02	7.038135817e-01
3062500	2.001421984e+02	2.000640234e+02	7.038112653e-01
3097600	2.000991064e+02	2.000277999e+02	7.038029442e-01
3132900	2.001234055e+02	2.000657194e+02	7.038290402e-01
3168400	2.001560911e+02	2.000597991e+02	7.037993940e-01
3204100	2.001750183e+02	1.999950645e+02	7.037533161e-01
3240000	2.001771550e+02	1.999826581e+02	7.037580247e-01
3276100	2.001512950e+02	1.999615839e+02	7.036973841e-01
3312400	2.001862953e+02	1.999485221e+02	7.037178481e-01
3348900	2.001581637e+02	1.999161564e+02	7.036683687e-01
3385600	2.001024560e+02	1.999214481e+02	7.035842982e-01
3422500	2.000463525e+02	1.998849057e+02	7.035602630e-01
3459600	2.000620052e+02	1.998551452e+02	7.036209388e-01
3496900	2.000410452e+02	1.998825948e+02	7.036332180e-01
3534400	2.000649817e+02	1.998626933e+02	7.036393730e-01
3572100	2.000776428e+02	1.999407159e+02	7.035998432e-01
3610000	2.000261476e+02	1.998829991e+02	7.036202216e-01
3648100	2.000579206e+02	1.999060095e+02	7.036684850e-01
3686400	2.001244447e+02	1.999007905e+02	7.036512587e-01
3724900	2.000969818e+02	1.998979396e+02	7.035818411e-01
3763600	2.001365693e+02	1.999206427e+02	7.036010734e-01
3802500	2.001407645e+02	1.998436657e+02	7.036063116e-01
3841600	2.001774448e+02	1.998739866e+02	7.036729488e-01
3880900	2.001084597e+02	1.998543319e+02	7.037109949e-01
3920400	2.000914689e+02	1.998235464e+02	7.037228344e-01
3960100	2.001029672e+02	1.998962794e+02	7.037145527e-01
4000000	2.000789589e+02	1.998709658e+02	7.036825000e-01
4040100	2.000721846e+02	1.998579063e+02	7.036699587e-01
4080400	2.000836761e+02	1.998396942e+02	7.037079698e-01
4120900	2.000363205e+02	1.998315135e+02	7.037268558e-01
4161600	2.000896489e+02	1.999079837e+02	7.037610534e-01
4202500	2.000924858e+02	1.998781424e+02	7.037406306e-01
4243600	2.001408354e+02	1.999394500e+02	7.037536526e-01
4284900	2.000514603e+02	1.999512847e+02	7.037424444e-01
4326400	2.000583136e+02	1.999175871e+02	7.037102441e-01
4368100	2.000229835e+02	1.998416690e+02	7.037441908e-01
4410000	2.000075458e+02	1.998317455e+02	7.037158730e-01
4452100	2.000105330e+02	1.998020077e+02	7.036789380e-01
4494400	2.000431947e+02	1.998276754e+02	7.036420879e-01
4536900	2.000613966e+02	1.998639850e+02	7.036793846e-01
4579600	2.000650250e+02	1.998644433e+02	7.037033802e-01
4622500	2.001145161e+02	1.998641406e+02	7.037570579e-01
4665600	2.001083368e+02	1.999529820e+02	7.037397119e-01
4708900	2.001069728e+02	1.999453585e+02	7.037382404e-01
4752400	2.000973813e+02	1.999451124e+02	7.037351654e-01
4796100	2.001167761e+02	1.999241241e+02	7.036934176e-01
4840000	2.001209161e+02	1.999540522e+02	7.036838843e-01
4884100	2.001320692e+02	1.999873509e+02	7.036772384e-01
4928400	2.001050786e+02	2.000263411e+02	7.036738089e-01
4972900	2.001221597e+02	2.000670244e+02	7.036889943e-01
5017600	2.001685895e+02	2.000324300e+02	7.037306680e-01
5062500	2.001787957e+02	2.000116159e+02	7.036954074e-01
5107600	2.002269954e+02	2.000226353e+02	7.037033049e-01
5152900	2.001788646e+02	1.999706935e+02	7.037134429e-01
5198400	2.001989262e+02	1.999651147e+02	7.037211450e-01
5244100	2.002000699e+02	1.999822020e+02	7.036974886e-01
5290000	2.002087932e+02	1.999710671e+02	7.036793951e-01
5336100	2.001985854e+02	1.999477351e+02	7.036800285e-01
5382400	2.001845369e+02	1.999385357e+02	7.036821864e-01
5428900	2.002244355e+02	1.999237667e+02	7.036771722e-01
5475600	2.002159651e+02	1.998985131e+02	7.036867193e-01
5522500	2.002150078e+02	1.999380056e+02	7.037017655e-01
5569600	2.002442734e+02	1.999049547e+02	7.037113976e-01
5616900	2.002670326e+02	1.999224031e+02	7.037202015e-01
5664400	2.002889267e+02	1.999647256e+02	7.037394958e-01
5712100	2.003014281e+02	1.999706731e+02	7.037775949e-01
5760000	2.002745738e+02	1.999771335e+02	7.038013889e-01
5808100	2.003206931e+02	1.999677817e+02	7.038024483e-01
5856400	2.003292260e+02	1.999493976e+02	7.038001161e-01
5904900	2.003581104e+02	1.998992271e+02	7.037861776e-01
5953600	2.003864223e+02	1.998788849e+02	7.037919914e-01
6002500	2.003472238e+02	1.998734858e+02	7.038009163e-01
6051600	2.003588060e+02	1.998933549e+02	7.038285743e-01
6100900	2.003909631e+02	1.998706290e+02	7.038318937e-01
6150400	2.004055350e+02	1.998791867e+02	7.038665778e-01
6200100	2.004204553e+02	1.998618618e+02	7.039000984e-01
6250000	2.003914129e+02	1.998729860e+02	7.038947200e-01
6300100	2.004344582e+02	1.998973629e+02	7.038843828e-01
6350400	2.004132006e+02	1.999039914e+02	7.038643235e-01
6400900	2.004095551e+02	1.998650513e+02	7.038899217e-01
6451600	2.004399649e+02	1.998612753e+02	7.039056978e-01
6502500	2.004528281e+02	1.998778829e+02	7.039049596e-01
6553600	2.004682834e+02	1.998565483e+02	7.039033508e-01
6604900	2.004530434e+02	1.998240381e+02	7.039204227e-01
6656400	2.004428903e+02	1.998744431e+02	7.039317048e-01
6708100	2.004360014e+02	1.999068620e+02	7.039447832e-01
6760000	2.004490941e+02	1.999010641e+02	7.039825444e-01
6812100	2.004557781e+02	1.999029710e+02	7.039579572e-01
6864400	2.004802575e+02	1.999028972e+02	7.040105472e-01
6916900	2.005119011e+02	1.999233268e+02	7.040587546e-01
6969600	2.005155801e+02	1.999177253e+02	7.040250517e-01
7022500	2.005065622e+02	1.999130033e+02	7.040081168e-01
7075600	2.005241632e+02	1.999343919e+02	7.039709707e-01
7128900	2.005291554e+02	1.999346892e+02	7.039245886e-01
7182400	2.005270354e+02	1.999423787e+02	7.039724883e-01
7236100	2.004941018e+02	1.999695133e+02	7.039821174e-01
7290000	2.005075914e+02	1.999745006e+02	7.039942387e-01
7344100	2.005032350e+02	2.000288008e+02	7.039959968e-01
7398400	2.005199290e+02	2.000233057e+02	7.040051903e-01
7452900	2.005159966e+02	2.000675712e+02	7.039718767e-01
7507600	2.005310823e+02	2.000559597e+02	7.039657147e-01
7562500	2.005256386e+02	2.000772730e+02	7.039533223e-01
7617600	2.005333903e+02	2.001042725e+02	7.039504568e-01
7672900	2.005628767e+02	2.001061188e+02	7.039524821e-01
7728400	2.005635910e+02	2.000720411e+02	7.039436365e-01
7784100	2.005434587e+02	2.000555440e+02	7.039308334e-01
7840000	2.005563462e+02	2.000425008e+02	7.039470663e-01
7896100	2.005887184e+02	2.000503217e+02	7.039462519e-01
7952400	2.006068617e+02	2.000190969e+02	7.039777929e-01
8008900	2.006152345e+02	2.000539515e+02	7.039781993e-01
8065600	2.006244229e+02	2.000487154e+02	7.039683347e-01
8122500	2.006111142e+02	2.000920501e+02	7.039827639e-01
8179600	2.006244206e+02	2.000894154e+02	7.039949386e-01
8236900	2.005977525e+02	2.000733749e+02	7.039911860e-01
8294400	2.005624820e+02	2.000708011e+02	7.039881125e-01
8352100	2.005641424e+02	2.000869928e+02	7.039533770e-01
8410000	2.005947989e+02	2.000790847e+02	7.039486326e-01
8468100	2.005817598e+02	2.000848555e+02	7.039400810e-01
8526400	2.005611777e+02	2.000638151e+02	7.039411710e-01
8584900	2.005525216e+02	2.000437080e+02	7.039358641e-01
8643600	2.005690826e+02	2.000276018e+02	7.039359758e-01
8702500	2.005668600e+02	2.000204061e+02	7.039110600e-01
8761600	2.005697223e+02	2.000233518e+02	7.039036249e-01
8820900	2.005596427e+02	1.999909124e+02	7.038981283e-01
8880400	2.005870473e+02	1.999774984e+02	7.038768524e-01
8940100	2.005954310e+02	1.999970591e+02	7.038634915e-01
9000000	2.005691663e+02	2.000090348e+02	7.038572222e-01
9060100	2.005921958e+02	2.000058356e+02	7.038612157e-01
9120400	2.005937239e+02	2.000061092e+02	7.038890838e-01
9180900	2.005976082e+02	2.000262419e+02	7.039015783e-01
9241600	2.006049446e+02	2.000195154e+02	7.038793066e-01
9302500	2.005955103e+02	2.000367729e+02	7.038384305e-01
9363600	2.005851399e+02	2.000144712e+02	7.038259857e-01
9424900	2.005957024e+02	2.000325192e+02	7.038220034e-01
9486400	2.006019197e+02	2.000504327e+02	7.038301147e-01
9548100	2.005730723e+02	2.000352374e+02	7.038183513e-01
9610000	2.005865129e+02	2.000163376e+02	7.037984391e-01
9672100	2.006110716e+02	2.000158094e+02	7.038100309e-01
9734400	2.006062692e+02	2.000452341e+02	7.038045488e-01
9796900	2.006168328e+02	2.000088601e+02	7.038220253e-01
9859600	2.005830053e+02	1.999965442e+02	7.038082681e-01
9922500	2.006188180e+02	2.000244496e+02	7.038091207e-01
9985600	2.006219037e+02	1.999878692e+02	7.038397292e-01
10048900	2.006011295e+02	2.000148299e+02	7.038448984e-01
