E=3.084400000e+01
x	y
-9.664000000e-01	2.608507868e-01
-9.662000000e-01	2.623669345e-01
-9.660000000e-01	2.638824347e-01
-9.658000000e-01	2.653972839e-01
-9.656000000e-01	2.669114782e-01
-9.654000000e-01	2.684250138e-01
-9.652000000e-01	2.699378872e-01
-9.650000000e-01	2.714500944e-01
-9.648000000e-01	2.729616318e-01
-9.646000000e-01	2.744724957e-01
-9.644000000e-01	2.759826824e-01
-9.642000000e-01	2.774921880e-01
-9.640000000e-01	2.790010089e-01
-9.638000000e-01	2.805091414e-01
-9.636000000e-01	2.820165818e-01
-9.634000000e-01	2.835233262e-01
-9.632000000e-01	2.850293710e-01
-9.630000000e-01	2.865347126e-01
-9.628000000e-01	2.880393471e-01
-9.626000000e-01	2.895432708e-01
-9.624000000e-01	2.910464801e-01
-9.622000000e-01	2.925489712e-01
-9.620000000e-01	2.940507405e-01
-9.618000000e-01	2.955517842e-01
-9.616000000e-01	2.970520986e-01
-9.614000000e-01	2.985516800e-01
-9.612000000e-01	3.000505248e-01
-9.610000000e-01	3.015486292e-01
-9.608000000e-01	3.030459894e-01
-9.606000000e-01	3.045426020e-01
-9.604000000e-01	3.060384630e-01
-9.602000000e-01	3.075335689e-01
-9.600000000e-01	3.090279160e-01
-9.598000000e-01	3.105215005e-01
-9.596000000e-01	3.120143188e-01
-9.594000000e-01	3.135063672e-01
-9.592000000e-01	3.149976420e-01
-9.590000000e-01	3.164881395e-01
-9.588000000e-01	3.179778562e-01
-9.586000000e-01	3.194667882e-01
-9.584000000e-01	3.209549319e-01
-9.582000000e-01	3.224422836e-01
-9.580000000e-01	3.239288397e-01
-9.578000000e-01	3.254145965e-01
-9.576000000e-01	3.268995504e-01
-9.574000000e-01	3.283836976e-01
-9.572000000e-01	3.298670345e-01
-9.570000000e-01	3.313495575e-01
-9.568000000e-01	3.328312628e-01
-9.566000000e-01	3.343121469e-01
-9.564000000e-01	3.357922061e-01
-9.562000000e-01	3.372714367e-01
-9.560000000e-01	3.387498350e-01
-9.558000000e-01	3.402273975e-01
-9.556000000e-01	3.417041205e-01
-9.554000000e-01	3.431800003e-01
-9.552000000e-01	3.446550333e-01
-9.550000000e-01	3.461292159e-01
-9.548000000e-01	3.476025444e-01
-9.546000000e-01	3.490750152e-01
-9.544000000e-01	3.505466246e-01
-9.542000000e-01	3.520173690e-01
-9.540000000e-01	3.534872449e-01
-9.538000000e-01	3.549562485e-01
-9.536000000e-01	3.564243762e-01
-9.534000000e-01	3.578916245e-01
-9.532000000e-01	3.593579896e-01
-9.530000000e-01	3.608234680e-01
-9.528000000e-01	3.622880561e-01
-9.526000000e-01	3.637517502e-01
-9.524000000e-01	3.652145468e-01
-9.522000000e-01	3.666764422e-01
-9.520000000e-01	3.681374328e-01
-9.518000000e-01	3.695975150e-01
-9.516000000e-01	3.710566853e-01
-9.514000000e-01	3.725149399e-01
-9.512000000e-01	3.739722754e-01
-9.510000000e-01	3.754286881e-01
-9.508000000e-01	3.768841744e-01
-9.506000000e-01	3.783387307e-01
-9.504000000e-01	3.797923535e-01
-9.502000000e-01	3.812450391e-01
-9.500000000e-01	3.826967840e-01
-9.498000000e-01	3.841475846e-01
-9.496000000e-01	3.855974373e-01
-9.494000000e-01	3.870463385e-01
-9.492000000e-01	3.884942847e-01
-9.490000000e-01	3.899412722e-01
-9.488000000e-01	3.913872976e-01
-9.486000000e-01	3.928323572e-01
-9.484000000e-01	3.942764475e-01
-9.482000000e-01	3.957195649e-01
-9.480000000e-01	3.971617059e-01
-9.478000000e-01	3.986028668e-01
-9.476000000e-01	4.000430442e-01
-9.474000000e-01	4.014822345e-01
-9.472000000e-01	4.029204342e-01
-9.470000000e-01	4.043576396e-01
-9.468000000e-01	4.057938472e-01
-9.466000000e-01	4.072290536e-01
-9.464000000e-01	4.086632551e-01
-9.462000000e-01	4.100964482e-01
-9.460000000e-01	4.115286294e-01
-9.458000000e-01	4.129597951e-01
-9.456000000e-01	4.143899419e-01
-9.454000000e-01	4.158190661e-01
-9.452000000e-01	4.172471643e-01
-9.450000000e-01	4.186742329e-01
-9.448000000e-01	4.201002685e-01
-9.446000000e-01	4.215252674e-01
-9.444000000e-01	4.229492262e-01
-9.442000000e-01	4.243721414e-01
-9.440000000e-01	4.257940094e-01
-9.438000000e-01	4.272148268e-01
-9.436000000e-01	4.286345900e-01
-9.434000000e-01	4.300532956e-01
-9.432000000e-01	4.314709400e-01
-9.430000000e-01	4.328875197e-01
-9.428000000e-01	4.343030312e-01
-9.426000000e-01	4.357174712e-01
-9.424000000e-01	4.371308359e-01
-9.422000000e-01	4.385431221e-01
-9.420000000e-01	4.399543261e-01
-9.418000000e-01	4.413644445e-01
-9.416000000e-01	4.427734739e-01
-9.414000000e-01	4.441814107e-01
-9.412000000e-01	4.455882515e-01
-9.410000000e-01	4.469939928e-01
-9.408000000e-01	4.483986311e-01
-9.406000000e-01	4.498021630e-01
-9.404000000e-01	4.512045850e-01
-9.402000000e-01	4.526058936e-01
-9.400000000e-01	4.540060854e-01
-9.398000000e-01	4.554051570e-01
-9.396000000e-01	4.568031048e-01
-9.394000000e-01	4.581999255e-01
-9.392000000e-01	4.595956155e-01
-9.390000000e-01	4.609901715e-01
-9.388000000e-01	4.623835900e-01
-9.386000000e-01	4.637758675e-01
-9.384000000e-01	4.651670007e-01
-9.382000000e-01	4.665569860e-01
-9.380000000e-01	4.679458201e-01
-9.378000000e-01	4.693334996e-01
-9.376000000e-01	4.707200209e-01
-9.374000000e-01	4.721053808e-01
-9.372000000e-01	4.734895757e-01
-9.370000000e-01	4.748726023e-01
-9.368000000e-01	4.762544571e-01
-9.366000000e-01	4.776351367e-01
-9.364000000e-01	4.790146378e-01
-9.362000000e-01	4.803929569e-01
-9.360000000e-01	4.817700906e-01
-9.358000000e-01	4.831460356e-01
-9.356000000e-01	4.845207884e-01
-9.354000000e-01	4.858943456e-01
-9.352000000e-01	4.872667038e-01
-9.350000000e-01	4.886378597e-01
-9.348000000e-01	4.900078099e-01
-9.346000000e-01	4.913765510e-01
-9.344000000e-01	4.927440796e-01
-9.342000000e-01	4.941103923e-01
-9.340000000e-01	4.954754859e-01
-9.338000000e-01	4.968393568e-01
-9.336000000e-01	4.982020018e-01
-9.334000000e-01	4.995634174e-01
-9.332000000e-01	5.009236004e-01
-9.330000000e-01	5.022825473e-01
-9.328000000e-01	5.036402548e-01
-9.326000000e-01	5.049967196e-01
-9.324000000e-01	5.063519383e-01
-9.322000000e-01	5.077059076e-01
-9.320000000e-01	5.090586240e-01
-9.318000000e-01	5.104100844e-01
-9.316000000e-01	5.117602853e-01
-9.314000000e-01	5.131092235e-01
-9.312000000e-01	5.144568955e-01
-9.310000000e-01	5.158032982e-01
-9.308000000e-01	5.171484280e-01
-9.306000000e-01	5.184922818e-01
-9.304000000e-01	5.198348562e-01
-9.302000000e-01	5.211761479e-01
-9.300000000e-01	5.225161536e-01
-9.298000000e-01	5.238548699e-01
-9.296000000e-01	5.251922937e-01
-9.294000000e-01	5.265284215e-01
-9.292000000e-01	5.278632501e-01
-9.290000000e-01	5.291967762e-01
-9.288000000e-01	5.305289964e-01
-9.286000000e-01	5.318599076e-01
-9.284000000e-01	5.331895064e-01
-9.282000000e-01	5.345177896e-01
-9.280000000e-01	5.358447538e-01
-9.278000000e-01	5.371703958e-01
-9.276000000e-01	5.384947124e-01
-9.274000000e-01	5.398177002e-01
-9.272000000e-01	5.411393560e-01
-9.270000000e-01	5.424596765e-01
-9.268000000e-01	5.437786585e-01
-9.266000000e-01	5.450962987e-01
-9.264000000e-01	5.464125938e-01
-9.262000000e-01	5.477275407e-01
-9.260000000e-01	5.490411360e-01
-9.258000000e-01	5.503533766e-01
-9.256000000e-01	5.516642592e-01
-9.254000000e-01	5.529737805e-01
-9.252000000e-01	5.542819374e-01
-9.250000000e-01	5.555887265e-01
-9.248000000e-01	5.568941448e-01
-9.246000000e-01	5.581981889e-01
-9.244000000e-01	5.595008556e-01
-9.242000000e-01	5.608021417e-01
-9.240000000e-01	5.621020441e-01
-9.238000000e-01	5.634005594e-01
-9.236000000e-01	5.646976846e-01
-9.234000000e-01	5.659934163e-01
-9.232000000e-01	5.672877514e-01
-9.230000000e-01	5.685806868e-01
-9.228000000e-01	5.698722192e-01
-9.226000000e-01	5.711623454e-01
-9.224000000e-01	5.724510622e-01
-9.222000000e-01	5.737383665e-01
-9.220000000e-01	5.750242551e-01
-9.218000000e-01	5.763087248e-01
-9.216000000e-01	5.775917725e-01
-9.214000000e-01	5.788733949e-01
-9.212000000e-01	5.801535890e-01
-9.210000000e-01	5.814323515e-01
-9.208000000e-01	5.827096793e-01
-9.206000000e-01	5.839855693e-01
-9.204000000e-01	5.852600183e-01
-9.202000000e-01	5.865330231e-01
-9.200000000e-01	5.878045807e-01
-9.198000000e-01	5.890746878e-01
-9.196000000e-01	5.903433414e-01
-9.194000000e-01	5.916105383e-01
-9.192000000e-01	5.928762754e-01
-9.190000000e-01	5.941405496e-01
-9.188000000e-01	5.954033577e-01
-9.186000000e-01	5.966646966e-01
-9.184000000e-01	5.979245633e-01
-9.182000000e-01	5.991829546e-01
-9.180000000e-01	6.004398673e-01
-9.178000000e-01	6.016952985e-01
-9.176000000e-01	6.029492450e-01
-9.174000000e-01	6.042017037e-01
-9.172000000e-01	6.054526715e-01
-9.170000000e-01	6.067021453e-01
-9.168000000e-01	6.079501221e-01
-9.166000000e-01	6.091965988e-01
-9.164000000e-01	6.104415722e-01
-9.162000000e-01	6.116850394e-01
-9.160000000e-01	6.129269972e-01
-9.158000000e-01	6.141674427e-01
-9.156000000e-01	6.154063726e-01
-9.154000000e-01	6.166437841e-01
-9.152000000e-01	6.178796739e-01
-9.150000000e-01	6.191140391e-01
-9.148000000e-01	6.203468767e-01
-9.146000000e-01	6.215781835e-01
-9.144000000e-01	6.228079566e-01
-9.142000000e-01	6.240361929e-01
-9.140000000e-01	6.252628893e-01
-9.138000000e-01	6.264880429e-01
-9.136000000e-01	6.277116507e-01
-9.134000000e-01	6.289337095e-01
-9.132000000e-01	6.301542165e-01
-9.130000000e-01	6.313731685e-01
-9.128000000e-01	6.325905626e-01
-9.126000000e-01	6.338063957e-01
-9.124000000e-01	6.350206650e-01
-9.122000000e-01	6.362333673e-01
-9.120000000e-01	6.374444997e-01
-9.118000000e-01	6.386540592e-01
-9.116000000e-01	6.398620428e-01
-9.114000000e-01	6.410684475e-01
-9.112000000e-01	6.422732704e-01
-9.110000000e-01	6.434765084e-01
-9.108000000e-01	6.446781587e-01
-9.106000000e-01	6.458782182e-01
-9.104000000e-01	6.470766840e-01
-9.102000000e-01	6.482735531e-01
-9.100000000e-01	6.494688226e-01
-9.098000000e-01	6.506624895e-01
-9.096000000e-01	6.518545509e-01
-9.094000000e-01	6.530450038e-01
-9.092000000e-01	6.542338453e-01
-9.090000000e-01	6.554210725e-01
-9.088000000e-01	6.566066825e-01
-9.086000000e-01	6.577906722e-01
-9.084000000e-01	6.589730388e-01
-9.082000000e-01	6.601537794e-01
-9.080000000e-01	6.613328911e-01
-9.078000000e-01	6.625103709e-01
-9.076000000e-01	6.636862159e-01
-9.074000000e-01	6.648604233e-01
-9.072000000e-01	6.660329901e-01
-9.070000000e-01	6.672039135e-01
-9.068000000e-01	6.683731905e-01
-9.066000000e-01	6.695408184e-01
-9.064000000e-01	6.707067941e-01
-9.062000000e-01	6.718711148e-01
-9.060000000e-01	6.730337777e-01
-9.058000000e-01	6.741947798e-01
-9.056000000e-01	6.753541184e-01
-9.054000000e-01	6.765117905e-01
-9.052000000e-01	6.776677933e-01
-9.050000000e-01	6.788221240e-01
-9.048000000e-01	6.799747796e-01
-9.046000000e-01	6.811257574e-01
-9.044000000e-01	6.822750545e-01
-9.042000000e-01	6.834226681e-01
-9.040000000e-01	6.845685953e-01
-9.038000000e-01	6.857128333e-01
-9.036000000e-01	6.868553793e-01
-9.034000000e-01	6.879962305e-01
-9.032000000e-01	6.891353840e-01
-9.030000000e-01	6.902728371e-01
-9.028000000e-01	6.914085870e-01
-9.026000000e-01	6.925426307e-01
-9.024000000e-01	6.936749656e-01
-9.022000000e-01	6.948055889e-01
-9.020000000e-01	6.959344977e-01
-9.018000000e-01	6.970616892e-01
-9.016000000e-01	6.981871608e-01
-9.014000000e-01	6.993109096e-01
-9.012000000e-01	7.004329328e-01
-9.010000000e-01	7.015532276e-01
-9.008000000e-01	7.026717914e-01
-9.006000000e-01	7.037886213e-01
-9.004000000e-01	7.049037146e-01
-9.002000000e-01	7.060170685e-01
-9.000000000e-01	7.071286804e-01
-8.998000000e-01	7.082385473e-01
-8.996000000e-01	7.093466667e-01
-8.994000000e-01	7.104530358e-01
-8.992000000e-01	7.115576518e-01
-8.990000000e-01	7.126605120e-01
-8.988000000e-01	7.137616137e-01
-8.986000000e-01	7.148609542e-01
-8.984000000e-01	7.159585308e-01
-8.982000000e-01	7.170543407e-01
-8.980000000e-01	7.181483812e-01
-8.978000000e-01	7.192406498e-01
-8.976000000e-01	7.203311436e-01
-8.974000000e-01	7.214198599e-01
-8.972000000e-01	7.225067961e-01
-8.970000000e-01	7.235919496e-01
-8.968000000e-01	7.246753175e-01
-8.966000000e-01	7.257568974e-01
-8.964000000e-01	7.268366863e-01
-8.962000000e-01	7.279146818e-01
-8.960000000e-01	7.289908812e-01
-8.958000000e-01	7.300652818e-01
-8.956000000e-01	7.311378809e-01
-8.954000000e-01	7.322086759e-01
-8.952000000e-01	7.332776642e-01
-8.950000000e-01	7.343448431e-01
-8.948000000e-01	7.354102100e-01
-8.946000000e-01	7.364737622e-01
-8.944000000e-01	7.375354972e-01
-8.942000000e-01	7.385954123e-01
-8.940000000e-01	7.396535049e-01
-8.938000000e-01	7.407097724e-01
-8.936000000e-01	7.417642122e-01
-8.934000000e-01	7.428168217e-01
-8.932000000e-01	7.438675982e-01
-8.930000000e-01	7.449165392e-01
-8.928000000e-01	7.459636422e-01
-8.926000000e-01	7.470089045e-01
-8.924000000e-01	7.480523235e-01
-8.922000000e-01	7.490938966e-01
-8.920000000e-01	7.501336214e-01
-8.918000000e-01	7.511714952e-01
-8.916000000e-01	7.522075155e-01
-8.914000000e-01	7.532416796e-01
-8.912000000e-01	7.542739852e-01
-8.910000000e-01	7.553044295e-01
-8.908000000e-01	7.563330102e-01
-8.906000000e-01	7.573597245e-01
-8.904000000e-01	7.583845701e-01
-8.902000000e-01	7.594075443e-01
-8.900000000e-01	7.604286447e-01
-8.898000000e-01	7.614478687e-01
-8.896000000e-01	7.624652138e-01
-8.894000000e-01	7.634806776e-01
-8.892000000e-01	7.644942574e-01
-8.890000000e-01	7.655059508e-01
-8.888000000e-01	7.665157553e-01
-8.886000000e-01	7.675236684e-01
-8.884000000e-01	7.685296877e-01
-8.882000000e-01	7.695338106e-01
-8.880000000e-01	7.705360346e-01
-8.878000000e-01	7.715363573e-01
-8.876000000e-01	7.725347763e-01
-8.874000000e-01	7.735312890e-01
-8.872000000e-01	7.745258930e-01
-8.870000000e-01	7.755185858e-01
-8.868000000e-01	7.765093650e-01
-8.866000000e-01	7.774982282e-01
-8.864000000e-01	7.784851729e-01
-8.862000000e-01	7.794701967e-01
-8.860000000e-01	7.804532971e-01
-8.858000000e-01	7.814344717e-01
-8.856000000e-01	7.824137181e-01
-8.854000000e-01	7.833910339e-01
-8.852000000e-01	7.843664167e-01
-8.850000000e-01	7.853398640e-01
-8.848000000e-01	7.863113735e-01
-8.846000000e-01	7.872809427e-01
-8.844000000e-01	7.882485693e-01
-8.842000000e-01	7.892142509e-01
-8.840000000e-01	7.901779851e-01
-8.838000000e-01	7.911397695e-01
-8.836000000e-01	7.920996018e-01
-8.834000000e-01	7.930574795e-01
-8.832000000e-01	7.940134004e-01
-8.830000000e-01	7.949673620e-01
-8.828000000e-01	7.959193620e-01
-8.826000000e-01	7.968693981e-01
-8.824000000e-01	7.978174678e-01
-8.822000000e-01	7.987635690e-01
-8.820000000e-01	7.997076992e-01
-8.818000000e-01	8.006498560e-01
-8.816000000e-01	8.015900373e-01
-8.814000000e-01	8.025282406e-01
-8.812000000e-01	8.034644637e-01
-8.810000000e-01	8.043987042e-01
-8.808000000e-01	8.053309599e-01
-8.806000000e-01	8.062612283e-01
-8.804000000e-01	8.071895073e-01
-8.802000000e-01	8.081157946e-01
-8.800000000e-01	8.090400878e-01
-8.798000000e-01	8.099623847e-01
-8.796000000e-01	8.108826830e-01
-8.794000000e-01	8.118009804e-01
-8.792000000e-01	8.127172747e-01
-8.790000000e-01	8.136315635e-01
-8.788000000e-01	8.145438448e-01
-8.786000000e-01	8.154541161e-01
-8.784000000e-01	8.163623753e-01
-8.782000000e-01	8.172686201e-01
-8.780000000e-01	8.181728483e-01
-8.778000000e-01	8.190750576e-01
-8.776000000e-01	8.199752458e-01
-8.774000000e-01	8.208734107e-01
-8.772000000e-01	8.217695501e-01
-8.770000000e-01	8.226636618e-01
-8.768000000e-01	8.235557435e-01
-8.766000000e-01	8.244457931e-01
-8.764000000e-01	8.253338084e-01
-8.762000000e-01	8.262197871e-01
-8.760000000e-01	8.271037271e-01
-8.758000000e-01	8.279856262e-01
-8.756000000e-01	8.288654823e-01
-8.754000000e-01	8.297432931e-01
-8.752000000e-01	8.306190565e-01
-8.750000000e-01	8.314927703e-01
-8.748000000e-01	8.323644324e-01
-8.746000000e-01	8.332340406e-01
-8.744000000e-01	8.341015928e-01
-8.742000000e-01	8.349670869e-01
-8.740000000e-01	8.358305206e-01
-8.738000000e-01	8.366918919e-01
-8.736000000e-01	8.375511987e-01
-8.734000000e-01	8.384084388e-01
-8.732000000e-01	8.392636101e-01
-8.730000000e-01	8.401167105e-01
-8.728000000e-01	8.409677379e-01
-8.726000000e-01	8.418166902e-01
-8.724000000e-01	8.426635653e-01
-8.722000000e-01	8.435083611e-01
-8.720000000e-01	8.443510756e-01
-8.718000000e-01	8.451917065e-01
-8.716000000e-01	8.460302520e-01
-8.714000000e-01	8.468667098e-01
-8.712000000e-01	8.477010780e-01
-8.710000000e-01	8.485333545e-01
-8.708000000e-01	8.493635372e-01
-8.706000000e-01	8.501916241e-01
-8.704000000e-01	8.510176131e-01
-8.702000000e-01	8.518415023e-01
-8.700000000e-01	8.526632894e-01
-8.698000000e-01	8.534829727e-01
-8.696000000e-01	8.543005499e-01
-8.694000000e-01	8.551160191e-01
-8.692000000e-01	8.559293783e-01
-8.690000000e-01	8.567406255e-01
-8.688000000e-01	8.575497587e-01
-8.686000000e-01	8.583567759e-01
-8.684000000e-01	8.591616750e-01
-8.682000000e-01	8.599644541e-01
-8.680000000e-01	8.607651113e-01
-8.678000000e-01	8.615636445e-01
-8.676000000e-01	8.623600518e-01
-8.674000000e-01	8.631543312e-01
-8.672000000e-01	8.639464807e-01
-8.670000000e-01	8.647364984e-01
-8.668000000e-01	8.655243824e-01
-8.666000000e-01	8.663101307e-01
-8.664000000e-01	8.670937413e-01
-8.662000000e-01	8.678752124e-01
-8.660000000e-01	8.686545420e-01
-8.658000000e-01	8.694317281e-01
-8.656000000e-01	8.702067690e-01
-8.654000000e-01	8.709796625e-01
-8.652000000e-01	8.717504069e-01
-8.650000000e-01	8.725190003e-01
-8.648000000e-01	8.732854406e-01
-8.646000000e-01	8.740497262e-01
-8.644000000e-01	8.748118550e-01
-8.642000000e-01	8.755718252e-01
-8.640000000e-01	8.763296348e-01
-8.638000000e-01	8.770852822e-01
-8.636000000e-01	8.778387653e-01
-8.634000000e-01	8.785900823e-01
-8.632000000e-01	8.793392314e-01
-8.630000000e-01	8.800862107e-01
-8.628000000e-01	8.808310184e-01
-8.626000000e-01	8.815736526e-01
-8.624000000e-01	8.823141115e-01
-8.622000000e-01	8.830523932e-01
-8.620000000e-01	8.837884961e-01
-8.618000000e-01	8.845224181e-01
-8.616000000e-01	8.852541576e-01
-8.614000000e-01	8.859837127e-01
-8.612000000e-01	8.867110816e-01
-8.610000000e-01	8.874362626e-01
-8.608000000e-01	8.881592537e-01
-8.606000000e-01	8.888800534e-01
-8.604000000e-01	8.895986597e-01
-8.602000000e-01	8.903150709e-01
-8.600000000e-01	8.910292852e-01
-8.598000000e-01	8.917413009e-01
-8.596000000e-01	8.924511162e-01
-8.594000000e-01	8.931587293e-01
-8.592000000e-01	8.938641386e-01
-8.590000000e-01	8.945673423e-01
-8.588000000e-01	8.952683386e-01
-8.586000000e-01	8.959671258e-01
-8.584000000e-01	8.966637021e-01
-8.582000000e-01	8.973580660e-01
-8.580000000e-01	8.980502156e-01
-8.578000000e-01	8.987401492e-01
-8.576000000e-01	8.994278652e-01
-8.574000000e-01	9.001133618e-01
-8.572000000e-01	9.007966374e-01
-8.570000000e-01	9.014776902e-01
-8.568000000e-01	9.021565187e-01
-8.566000000e-01	9.028331210e-01
-8.564000000e-01	9.035074956e-01
-8.562000000e-01	9.041796407e-01
-8.560000000e-01	9.048495548e-01
-8.558000000e-01	9.055172362e-01
-8.556000000e-01	9.061826831e-01
-8.554000000e-01	9.068458941e-01
-8.552000000e-01	9.075068674e-01
-8.550000000e-01	9.081656013e-01
-8.548000000e-01	9.088220944e-01
-8.546000000e-01	9.094763450e-01
-8.544000000e-01	9.101283513e-01
-8.542000000e-01	9.107781120e-01
-8.540000000e-01	9.114256252e-01
-8.538000000e-01	9.120708895e-01
-8.536000000e-01	9.127139033e-01
-8.534000000e-01	9.133546649e-01
